category,departure_date,departure_time,from_city,from_station,num_passengers,price,to_city,to_station,additional_luggage
direct,3/3/2019,6:20,Long Beach,Downtown Station,,48,San Francisco,Transbay Terminal,
direct,3/3/2019,10:00,Long Beach,Downtown Station,,44,San Francisco,Transbay Terminal,
direct,3/3/2019,10:40,Long Beach,Downtown Station,,51,San Francisco,Transbay Terminal,
direct,3/3/2019,13:40,Long Beach,Downtown Station,,51,San Francisco,Transbay Terminal,
direct,3/3/2019,15:30,Long Beach,Downtown Station,,53,San Francisco,Transbay Terminal,
direct,3/3/2019,16:40,Long Beach,Downtown Station,,49,San Francisco,Transbay Terminal,
direct,3/3/2019,19:20,Long Beach,Downtown Station,,53,San Francisco,Transbay Terminal,
direct,3/3/2019,6:20,Long Beach,Downtown Station,,48,San Francisco,Transbay Terminal,FALSE
direct,3/6/2019,7:30,San Francisco,Transbay Terminal,,51,Los Angeles,North Hollywood Station,
direct,3/6/2019,7:50,San Francisco,Transbay Terminal,,48,Los Angeles,North Hollywood Station,
direct,3/6/2019,11:20,San Francisco,Transbay Terminal,,49,Los Angeles,North Hollywood Station,
direct,3/6/2019,12:20,San Francisco,Transbay Terminal,,45,Los Angeles,North Hollywood Station,
direct,3/6/2019,13:40,San Francisco,Transbay Terminal,,43,Los Angeles,North Hollywood Station,
direct,3/6/2019,15:20,San Francisco,Transbay Terminal,,51,Los Angeles,North Hollywood Station,
direct,3/6/2019,15:30,San Francisco,Transbay Terminal,,51,Los Angeles,North Hollywood Station,
direct,3/6/2019,18:20,San Francisco,Transbay Terminal,,47,Los Angeles,North Hollywood Station,
direct,3/6/2019,18:50,San Francisco,Transbay Terminal,,54,Los Angeles,North Hollywood Station,
direct,3/6/2019,7:30,San Francisco,Transbay Terminal,,51,Los Angeles,North Hollywood Station,FALSE
one-stop,3/4/2019,7:10,Sacramento,65th Light Rail Station,,62,San Diego,El Cajon Bus Stop,
one-stop,3/4/2019,7:40,Sacramento,65th Light Rail Station,,58,San Diego,El Cajon Bus Stop,
one-stop,3/4/2019,7:50,Sacramento,65th Light Rail Station,,62,San Diego,El Cajon Bus Stop,
one-stop,3/4/2019,9:40,Sacramento,65th Light Rail Station,,58,San Diego,El Cajon Bus Stop,
one-stop,3/4/2019,10:50,Sacramento,65th Light Rail Station,,59,San Diego,El Cajon Bus Stop,
one-stop,3/4/2019,16:20,Sacramento,65th Light Rail Station,,57,San Diego,El Cajon Bus Stop,
one-stop,3/4/2019,16:40,Sacramento,65th Light Rail Station,,56,San Diego,El Cajon Bus Stop,
one-stop,3/4/2019,7:10,Sacramento,65th Light Rail Station,,62,San Diego,El Cajon Bus Stop,FALSE
direct,3/4/2019,6:00,San Francisco,Transbay Terminal,,20,Sacramento,65th Light Rail Station,
direct,3/4/2019,8:10,San Francisco,Transbay Terminal,,22,Sacramento,65th Light Rail Station,
direct,3/4/2019,9:00,San Francisco,Transbay Terminal,,21,Sacramento,65th Light Rail Station,
direct,3/4/2019,9:10,San Francisco,Transbay Terminal,,23,Sacramento,65th Light Rail Station,
direct,3/4/2019,9:40,San Francisco,Transbay Terminal,,22,Sacramento,65th Light Rail Station,
direct,3/4/2019,10:10,San Francisco,Transbay Terminal,,24,Sacramento,65th Light Rail Station,
direct,3/4/2019,11:50,San Francisco,Transbay Terminal,,19,Sacramento,65th Light Rail Station,
direct,3/4/2019,13:50,San Francisco,Transbay Terminal,,25,Sacramento,65th Light Rail Station,
direct,3/4/2019,14:20,San Francisco,Transbay Terminal,,24,Sacramento,65th Light Rail Station,
direct,3/4/2019,15:50,San Francisco,Transbay Terminal,,22,Sacramento,65th Light Rail Station,
direct,3/4/2019,6:00,San Francisco,Transbay Terminal,,20,Sacramento,65th Light Rail Station,FALSE
direct,3/7/2019,6:00,New York,Penn Station,,35,Washington,Silver Spring Bus Stop,
direct,3/7/2019,6:20,New York,Penn Station,,35,Washington,Silver Spring Bus Stop,
direct,3/7/2019,6:50,New York,Penn Station,,39,Washington,Silver Spring Bus Stop,
direct,3/7/2019,7:40,New York,Penn Station,,34,Washington,Silver Spring Bus Stop,
direct,3/7/2019,7:50,New York,Penn Station,,36,Washington,Silver Spring Bus Stop,
direct,3/7/2019,10:10,New York,Penn Station,,37,Washington,Silver Spring Bus Stop,
direct,3/7/2019,14:40,New York,Penn Station,,34,Washington,Silver Spring Bus Stop,
direct,3/7/2019,17:20,New York,Penn Station,,40,Washington,Silver Spring Bus Stop,
direct,3/7/2019,6:00,New York,Penn Station,,35,Washington,Silver Spring Bus Stop,FALSE
direct,3/4/2019,6:20,Fresno,2660 Tulare St,,34,Sacramento,65th Light Rail Station,
direct,3/4/2019,9:20,Fresno,2660 Tulare St,,31,Sacramento,65th Light Rail Station,
direct,3/4/2019,11:30,Fresno,2660 Tulare St,,32,Sacramento,65th Light Rail Station,
direct,3/4/2019,13:10,Fresno,2660 Tulare St,,27,Sacramento,65th Light Rail Station,
direct,3/4/2019,14:00,Fresno,2660 Tulare St,,37,Sacramento,65th Light Rail Station,
direct,3/4/2019,16:10,Fresno,2660 Tulare St,,36,Sacramento,65th Light Rail Station,
direct,3/4/2019,6:20,Fresno,2660 Tulare St,,42,Sacramento,65th Light Rail Station,TRUE
direct,3/7/2019,7:10,Portland,SW Arthur & 1st,,43,Vancouver,Pacific Central Station,
direct,3/7/2019,7:20,Portland,SW Arthur & 1st,,47,Vancouver,Pacific Central Station,
direct,3/7/2019,7:50,Portland,SW Arthur & 1st,,40,Vancouver,Pacific Central Station,
direct,3/7/2019,8:30,Portland,SW Arthur & 1st,,37,Vancouver,Pacific Central Station,
direct,3/7/2019,10:00,Portland,SW Arthur & 1st,,47,Vancouver,Pacific Central Station,
direct,3/7/2019,10:10,Portland,SW Arthur & 1st,,39,Vancouver,Pacific Central Station,
direct,3/7/2019,19:40,Portland,SW Arthur & 1st,,44,Vancouver,Pacific Central Station,
direct,3/7/2019,7:10,Portland,SW Arthur & 1st,,51,Vancouver,Pacific Central Station,TRUE
one-stop,3/11/2019,7:40,Sacramento,65th Light Rail Station,,58,Long Beach,Downtown Station,
one-stop,3/11/2019,7:50,Sacramento,65th Light Rail Station,,57,Long Beach,Downtown Station,
one-stop,3/11/2019,9:40,Sacramento,65th Light Rail Station,,56,Long Beach,Downtown Station,
one-stop,3/11/2019,10:50,Sacramento,65th Light Rail Station,,53,Long Beach,Downtown Station,
one-stop,3/11/2019,12:00,Sacramento,65th Light Rail Station,,54,Long Beach,Downtown Station,
one-stop,3/11/2019,12:10,Sacramento,65th Light Rail Station,,55,Long Beach,Downtown Station,
one-stop,3/11/2019,12:20,Sacramento,65th Light Rail Station,,56,Long Beach,Downtown Station,
one-stop,3/11/2019,13:00,Sacramento,65th Light Rail Station,,54,Long Beach,Downtown Station,
one-stop,3/11/2019,15:10,Sacramento,65th Light Rail Station,,53,Long Beach,Downtown Station,
one-stop,3/11/2019,15:20,Sacramento,65th Light Rail Station,,55,Long Beach,Downtown Station,
one-stop,3/11/2019,7:40,Sacramento,65th Light Rail Station,,58,Long Beach,Downtown Station,FALSE
direct,3/13/2019,6:50,Long Beach,Downtown Station,,24,San Diego,El Cajon Bus Stop,
direct,3/13/2019,7:30,Long Beach,Downtown Station,,26,San Diego,El Cajon Bus Stop,
direct,3/13/2019,7:50,Long Beach,Downtown Station,,25,San Diego,El Cajon Bus Stop,
direct,3/13/2019,8:40,Long Beach,Downtown Station,,24,San Diego,El Cajon Bus Stop,
direct,3/13/2019,9:30,Long Beach,Downtown Station,,25,San Diego,El Cajon Bus Stop,
direct,3/13/2019,15:20,Long Beach,Downtown Station,,24,San Diego,El Cajon Bus Stop,
direct,3/13/2019,16:10,Long Beach,Downtown Station,,24,San Diego,El Cajon Bus Stop,
direct,3/13/2019,17:50,Long Beach,Downtown Station,,22,San Diego,El Cajon Bus Stop,
direct,3/13/2019,18:10,Long Beach,Downtown Station,,29,San Diego,El Cajon Bus Stop,
direct,3/13/2019,7:00,San Francisco,Transbay Terminal,,57,San Diego,El Cajon Bus Stop,
direct,3/13/2019,8:50,San Francisco,Transbay Terminal,,58,San Diego,El Cajon Bus Stop,
direct,3/13/2019,9:00,San Francisco,Transbay Terminal,,43,San Diego,El Cajon Bus Stop,
direct,3/13/2019,16:00,San Francisco,Transbay Terminal,,53,San Diego,El Cajon Bus Stop,
direct,3/13/2019,17:00,San Francisco,Transbay Terminal,,53,San Diego,El Cajon Bus Stop,
direct,3/13/2019,18:40,San Francisco,Transbay Terminal,,50,San Diego,El Cajon Bus Stop,
direct,3/13/2019,7:00,San Francisco,Transbay Terminal,,57,San Diego,El Cajon Bus Stop,FALSE
direct,3/1/2019,7:10,Fresno,2660 Tulare St,,37,Las Vegas,Union Plaza,
direct,3/1/2019,7:40,Fresno,2660 Tulare St,,38,Las Vegas,Union Plaza,
direct,3/1/2019,10:50,Fresno,2660 Tulare St,,40,Las Vegas,Union Plaza,
direct,3/1/2019,12:20,Fresno,2660 Tulare St,,42,Las Vegas,Union Plaza,
direct,3/1/2019,12:30,Fresno,2660 Tulare St,,40,Las Vegas,Union Plaza,
direct,3/1/2019,13:10,Fresno,2660 Tulare St,,46,Las Vegas,Union Plaza,
direct,3/1/2019,15:20,Fresno,2660 Tulare St,,45,Las Vegas,Union Plaza,
direct,3/1/2019,15:50,Fresno,2660 Tulare St,,44,Las Vegas,Union Plaza,
direct,3/1/2019,18:00,Fresno,2660 Tulare St,,42,Las Vegas,Union Plaza,
direct,3/1/2019,18:10,Fresno,2660 Tulare St,,40,Las Vegas,Union Plaza,
direct,3/1/2019,7:40,Fresno,2660 Tulare St,,38,Las Vegas,Union Plaza,FALSE
direct,3/9/2019,8:50,Anaheim,Anaheim Bus Station,,55,San Francisco,Transbay Terminal,
direct,3/9/2019,9:10,Anaheim,Anaheim Bus Station,,43,San Francisco,Transbay Terminal,
direct,3/9/2019,11:40,Anaheim,Anaheim Bus Station,,48,San Francisco,Transbay Terminal,
direct,3/9/2019,14:00,Anaheim,Anaheim Bus Station,,45,San Francisco,Transbay Terminal,
direct,3/9/2019,14:30,Anaheim,Anaheim Bus Station,,50,San Francisco,Transbay Terminal,
direct,3/9/2019,16:10,Anaheim,Anaheim Bus Station,,52,San Francisco,Transbay Terminal,
direct,3/9/2019,18:10,Anaheim,Anaheim Bus Station,,51,San Francisco,Transbay Terminal,
direct,3/9/2019,19:00,Anaheim,Anaheim Bus Station,,45,San Francisco,Transbay Terminal,
direct,3/9/2019,8:50,Anaheim,Anaheim Bus Station,,55,San Francisco,Transbay Terminal,FALSE
one-stop,3/3/2019,7:10,Sacramento,65th Light Rail Station,,57,Las Vegas,Union Plaza,
one-stop,3/3/2019,7:40,Sacramento,65th Light Rail Station,,59,Las Vegas,Union Plaza,
one-stop,3/3/2019,7:50,Sacramento,65th Light Rail Station,,61,Las Vegas,Union Plaza,
one-stop,3/3/2019,10:50,Sacramento,65th Light Rail Station,,57,Las Vegas,Union Plaza,
one-stop,3/3/2019,12:00,Sacramento,65th Light Rail Station,,55,Las Vegas,Union Plaza,
one-stop,3/3/2019,12:10,Sacramento,65th Light Rail Station,,62,Las Vegas,Union Plaza,
one-stop,3/3/2019,13:20,Sacramento,65th Light Rail Station,,74,Las Vegas,Union Plaza,
one-stop,3/3/2019,15:10,Sacramento,65th Light Rail Station,,58,Las Vegas,Union Plaza,
one-stop,3/3/2019,15:20,Sacramento,65th Light Rail Station,,54,Las Vegas,Union Plaza,
one-stop,3/3/2019,16:20,Sacramento,65th Light Rail Station,,69,Las Vegas,Union Plaza,
one-stop,3/3/2019,7:10,Sacramento,65th Light Rail Station,,65,Las Vegas,Union Plaza,TRUE
one-stop,3/2/2019,7:40,Sacramento,65th Light Rail Station,,65,Long Beach,Downtown Station,
one-stop,3/2/2019,7:50,Sacramento,65th Light Rail Station,,56,Long Beach,Downtown Station,
one-stop,3/2/2019,9:40,Sacramento,65th Light Rail Station,,65,Long Beach,Downtown Station,
one-stop,3/2/2019,10:50,Sacramento,65th Light Rail Station,,60,Long Beach,Downtown Station,
one-stop,3/2/2019,12:00,Sacramento,65th Light Rail Station,,51,Long Beach,Downtown Station,
one-stop,3/2/2019,12:10,Sacramento,65th Light Rail Station,,56,Long Beach,Downtown Station,
one-stop,3/2/2019,12:20,Sacramento,65th Light Rail Station,,55,Long Beach,Downtown Station,
one-stop,3/2/2019,13:00,Sacramento,65th Light Rail Station,,53,Long Beach,Downtown Station,
one-stop,3/2/2019,15:10,Sacramento,65th Light Rail Station,,59,Long Beach,Downtown Station,
one-stop,3/2/2019,15:20,Sacramento,65th Light Rail Station,,61,Long Beach,Downtown Station,
one-stop,3/2/2019,7:40,Sacramento,65th Light Rail Station,,65,Long Beach,Downtown Station,FALSE
direct,3/11/2019,7:50,Anaheim,Anaheim Bus Station,,12,Los Angeles,North Hollywood Station,
direct,3/11/2019,10:20,Anaheim,Anaheim Bus Station,,14,Los Angeles,North Hollywood Station,
direct,3/11/2019,11:50,Anaheim,Anaheim Bus Station,,13,Los Angeles,North Hollywood Station,
direct,3/11/2019,13:40,Anaheim,Anaheim Bus Station,,13,Los Angeles,North Hollywood Station,
direct,3/11/2019,14:00,Anaheim,Anaheim Bus Station,,13,Los Angeles,North Hollywood Station,
direct,3/11/2019,15:10,Anaheim,Anaheim Bus Station,,14,Los Angeles,North Hollywood Station,
direct,3/11/2019,16:00,Anaheim,Anaheim Bus Station,,13,Los Angeles,North Hollywood Station,
direct,3/11/2019,17:10,Anaheim,Anaheim Bus Station,,12,Los Angeles,North Hollywood Station,
direct,3/11/2019,17:20,Anaheim,Anaheim Bus Station,,12,Los Angeles,North Hollywood Station,
direct,3/11/2019,17:40,Anaheim,Anaheim Bus Station,,12,Los Angeles,North Hollywood Station,
direct,3/11/2019,7:50,Anaheim,Anaheim Bus Station,,20,Los Angeles,North Hollywood Station,TRUE
direct,3/5/2019,6:40,Las Vegas,Union Plaza,,36,Anaheim,Anaheim Bus Station,
direct,3/5/2019,7:00,Las Vegas,Union Plaza,,37,Anaheim,Anaheim Bus Station,
direct,3/5/2019,11:30,Las Vegas,Union Plaza,,35,Anaheim,Anaheim Bus Station,
direct,3/5/2019,18:10,Las Vegas,Union Plaza,,37,Anaheim,Anaheim Bus Station,
direct,3/5/2019,6:40,Las Vegas,Union Plaza,,36,Anaheim,Anaheim Bus Station,FALSE
direct,3/10/2019,6:40,Las Vegas,Union Plaza,,31,Anaheim,Anaheim Bus Station,
direct,3/10/2019,7:00,Las Vegas,Union Plaza,,40,Anaheim,Anaheim Bus Station,
direct,3/10/2019,11:30,Las Vegas,Union Plaza,,39,Anaheim,Anaheim Bus Station,
direct,3/10/2019,18:10,Las Vegas,Union Plaza,,37,Anaheim,Anaheim Bus Station,
direct,3/10/2019,6:40,Las Vegas,Union Plaza,,31,Anaheim,Anaheim Bus Station,FALSE
direct,3/8/2019,14:50,Los Angeles,North Hollywood Station,,14,Anaheim,Anaheim Bus Station,FALSE
direct,3/12/2019,10:00,Long Beach,Downtown Station,,47,San Francisco,Transbay Terminal,FALSE
direct,3/2/2019,11:10,Los Angeles,North Hollywood Station,,24,San Diego,El Cajon Bus Stop,FALSE
direct,3/9/2019,12:30,Portland,SW Arthur & 1st,,28,Seattle,Westlake Station,FALSE
direct,3/8/2019,19:50,Long Beach,Downtown Station,,12,Los Angeles,North Hollywood Station,FALSE
direct,3/6/2019,10:10,Las Vegas,Union Plaza,,46,Fresno,2660 Tulare St,FALSE
direct,3/11/2019,15:30,Los Angeles,North Hollywood Station,,13,Anaheim,Anaheim Bus Station,FALSE
direct,3/12/2019,11:10,Philadelphia,10th and Filbert,,32,Washington,Silver Spring Bus Stop,FALSE
direct,3/7/2019,9:00,Fresno,2660 Tulare St,,40,Long Beach,Downtown Station,FALSE
direct,3/4/2019,8:10,Long Beach,Downtown Station,,43,Fresno,2660 Tulare St,FALSE
one-stop,3/3/2019,6:50,San Diego,El Cajon Bus Stop,,75,Sacramento,65th Light Rail Station,TRUE
direct,3/6/2019,14:20,San Diego,El Cajon Bus Stop,,38,Los Angeles,North Hollywood Station,TRUE
one-stop,3/9/2019,9:00,Las Vegas,Union Plaza,,58,Sacramento,65th Light Rail Station,FALSE
direct,3/8/2019,17:00,San Francisco,Transbay Terminal,,48,Long Beach,Downtown Station,FALSE
one-stop,3/1/2019,15:10,Sacramento,65th Light Rail Station,,66,Long Beach,Downtown Station,FALSE
direct,3/10/2019,19:30,San Francisco,Transbay Terminal,,34,Fresno,2660 Tulare St,FALSE
one-stop,3/11/2019,9:10,San Diego,El Cajon Bus Stop,,64,Sacramento,65th Light Rail Station,FALSE
direct,3/1/2019,15:10,Fresno,2660 Tulare St,,47,Anaheim,Anaheim Bus Station,FALSE
one-stop,3/5/2019,10:50,Sacramento,65th Light Rail Station,,55,Anaheim,Anaheim Bus Station,FALSE
direct,3/7/2019,10:30,San Diego,El Cajon Bus Stop,,52,San Francisco,Transbay Terminal,FALSE
direct,3/11/2019,11:10,San Francisco,Transbay Terminal,,55,Long Beach,Downtown Station,TRUE
direct,3/1/2019,11:50,San Francisco,Transbay Terminal,,23,Sacramento,65th Light Rail Station,FALSE
direct,3/1/2019,19:30,Long Beach,Downtown Station,,12,Los Angeles,North Hollywood Station,FALSE
direct,3/11/2019,12:30,Las Vegas,Union Plaza,,49,San Francisco,Transbay Terminal,FALSE
direct,3/1/2019,18:20,San Francisco,Transbay Terminal,,42,Fresno,2660 Tulare St,TRUE
direct,3/4/2019,12:20,Fresno,2660 Tulare St,,35,Long Beach,Downtown Station,FALSE
direct,3/7/2019,12:30,San Diego,El Cajon Bus Stop,,30,Long Beach,Downtown Station,TRUE
direct,3/3/2019,6:20,Fresno,2660 Tulare St,,32,Sacramento,65th Light Rail Station,FALSE
direct,3/1/2019,7:40,Los Angeles,North Hollywood Station,,45,Fresno,2660 Tulare St,TRUE
direct,3/4/2019,7:10,Portland,SW Arthur & 1st,,46,Vancouver,Pacific Central Station,FALSE
direct,3/7/2019,15:20,San Diego,El Cajon Bus Stop,,22,Long Beach,Downtown Station,FALSE
direct,3/3/2019,13:30,Fresno,2660 Tulare St,,29,San Francisco,Transbay Terminal,FALSE
one-stop,3/2/2019,6:30,San Diego,El Cajon Bus Stop,,58,Sacramento,65th Light Rail Station,FALSE
one-stop,3/7/2019,9:10,Anaheim,Anaheim Bus Station,,57,Sacramento,65th Light Rail Station,FALSE
direct,3/8/2019,13:10,Fresno,2660 Tulare St,,35,Sacramento,65th Light Rail Station,FALSE
direct,3/5/2019,18:50,Fresno,2660 Tulare St,,39,Long Beach,Downtown Station,FALSE
direct,3/12/2019,15:30,San Francisco,Transbay Terminal,,45,Los Angeles,North Hollywood Station,FALSE
direct,3/3/2019,15:40,Vancouver,Pacific Central Station,,24,Seattle,Westlake Station,FALSE
direct,3/10/2019,10:30,Anaheim,Anaheim Bus Station,,22,San Diego,El Cajon Bus Stop,FALSE
direct,3/7/2019,7:40,San Francisco,Transbay Terminal,,44,Long Beach,Downtown Station,FALSE
one-stop,3/11/2019,13:00,Sacramento,65th Light Rail Station,,65,Anaheim,Anaheim Bus Station,TRUE
direct,3/9/2019,10:30,Anaheim,Anaheim Bus Station,,21,San Diego,El Cajon Bus Stop,FALSE
one-stop,3/4/2019,15:50,Long Beach,Downtown Station,,55,Sacramento,65th Light Rail Station,TRUE
direct,3/4/2019,15:30,San Francisco,Transbay Terminal,,59,Las Vegas,Union Plaza,TRUE
direct,3/1/2019,10:30,San Francisco,Transbay Terminal,,45,Anaheim,Anaheim Bus Station,FALSE
direct,3/4/2019,18:10,Fresno,2660 Tulare St,,39,Anaheim,Anaheim Bus Station,FALSE
direct,3/1/2019,6:00,Long Beach,Downtown Station,,13,Los Angeles,North Hollywood Station,FALSE
direct,3/11/2019,19:00,Los Angeles,North Hollywood Station,,50,Sacramento,65th Light Rail Station,FALSE
direct,3/3/2019,12:30,San Diego,El Cajon Bus Stop,,32,Long Beach,Downtown Station,TRUE
direct,3/5/2019,6:50,San Diego,El Cajon Bus Stop,,41,Fresno,2660 Tulare St,
direct,3/5/2019,7:20,San Diego,El Cajon Bus Stop,,52,Fresno,2660 Tulare St,
direct,3/5/2019,11:30,San Diego,El Cajon Bus Stop,,44,Fresno,2660 Tulare St,
direct,3/5/2019,11:50,San Diego,El Cajon Bus Stop,,49,Fresno,2660 Tulare St,
direct,3/5/2019,14:20,San Diego,El Cajon Bus Stop,,48,Fresno,2660 Tulare St,
direct,3/5/2019,15:10,San Diego,El Cajon Bus Stop,,49,Fresno,2660 Tulare St,
direct,3/5/2019,7:20,San Diego,El Cajon Bus Stop,,52,Fresno,2660 Tulare St,FALSE
direct,3/13/2019,6:50,San Diego,El Cajon Bus Stop,,46,Fresno,2660 Tulare St,
direct,3/13/2019,7:20,San Diego,El Cajon Bus Stop,,41,Fresno,2660 Tulare St,
direct,3/13/2019,11:30,San Diego,El Cajon Bus Stop,,43,Fresno,2660 Tulare St,
direct,3/13/2019,11:50,San Diego,El Cajon Bus Stop,,37,Fresno,2660 Tulare St,
direct,3/13/2019,14:20,San Diego,El Cajon Bus Stop,,54,Fresno,2660 Tulare St,
direct,3/13/2019,15:10,San Diego,El Cajon Bus Stop,,47,Fresno,2660 Tulare St,
direct,3/13/2019,6:50,San Diego,El Cajon Bus Stop,,46,Fresno,2660 Tulare St,FALSE
direct,3/8/2019,7:40,Los Angeles,North Hollywood Station,,36,Fresno,2660 Tulare St,
direct,3/8/2019,8:20,Los Angeles,North Hollywood Station,,38,Fresno,2660 Tulare St,
direct,3/8/2019,9:40,Los Angeles,North Hollywood Station,,31,Fresno,2660 Tulare St,
direct,3/8/2019,12:40,Los Angeles,North Hollywood Station,,34,Fresno,2660 Tulare St,
direct,3/8/2019,13:10,Los Angeles,North Hollywood Station,,41,Fresno,2660 Tulare St,
direct,3/8/2019,16:30,Los Angeles,North Hollywood Station,,35,Fresno,2660 Tulare St,
direct,3/8/2019,18:00,Los Angeles,North Hollywood Station,,32,Fresno,2660 Tulare St,
direct,3/8/2019,18:20,Los Angeles,North Hollywood Station,,39,Fresno,2660 Tulare St,
direct,3/8/2019,18:40,Los Angeles,North Hollywood Station,,37,Fresno,2660 Tulare St,
direct,3/8/2019,7:40,Los Angeles,North Hollywood Station,,44,Fresno,2660 Tulare St,TRUE
direct,3/7/2019,7:00,San Francisco,Transbay Terminal,,48,Long Beach,Downtown Station,
direct,3/7/2019,7:40,San Francisco,Transbay Terminal,,44,Long Beach,Downtown Station,
direct,3/7/2019,9:10,San Francisco,Transbay Terminal,,40,Long Beach,Downtown Station,
direct,3/7/2019,11:10,San Francisco,Transbay Terminal,,52,Long Beach,Downtown Station,
direct,3/7/2019,13:00,San Francisco,Transbay Terminal,,54,Long Beach,Downtown Station,
direct,3/7/2019,17:00,San Francisco,Transbay Terminal,,54,Long Beach,Downtown Station,
direct,3/7/2019,19:50,San Francisco,Transbay Terminal,,40,Long Beach,Downtown Station,
direct,3/7/2019,7:00,San Francisco,Transbay Terminal,,48,Long Beach,Downtown Station,FALSE
direct,3/13/2019,9:00,Philadelphia,10th and Filbert,,22,New York,Penn Station,
direct,3/13/2019,10:10,Philadelphia,10th and Filbert,,20,New York,Penn Station,
direct,3/13/2019,12:30,Philadelphia,10th and Filbert,,22,New York,Penn Station,
direct,3/13/2019,13:10,Philadelphia,10th and Filbert,,25,New York,Penn Station,
direct,3/13/2019,13:50,Philadelphia,10th and Filbert,,21,New York,Penn Station,
direct,3/13/2019,18:00,Philadelphia,10th and Filbert,,22,New York,Penn Station,
direct,3/13/2019,9:00,Philadelphia,10th and Filbert,,22,New York,Penn Station,FALSE
direct,3/9/2019,7:10,Fresno,2660 Tulare St,,37,Las Vegas,Union Plaza,
direct,3/9/2019,7:40,Fresno,2660 Tulare St,,41,Las Vegas,Union Plaza,
direct,3/9/2019,10:50,Fresno,2660 Tulare St,,39,Las Vegas,Union Plaza,
direct,3/9/2019,12:20,Fresno,2660 Tulare St,,37,Las Vegas,Union Plaza,
direct,3/9/2019,12:30,Fresno,2660 Tulare St,,44,Las Vegas,Union Plaza,
direct,3/9/2019,13:10,Fresno,2660 Tulare St,,41,Las Vegas,Union Plaza,
direct,3/9/2019,15:20,Fresno,2660 Tulare St,,34,Las Vegas,Union Plaza,
direct,3/9/2019,15:50,Fresno,2660 Tulare St,,44,Las Vegas,Union Plaza,
direct,3/9/2019,18:00,Fresno,2660 Tulare St,,42,Las Vegas,Union Plaza,
direct,3/9/2019,18:10,Fresno,2660 Tulare St,,42,Las Vegas,Union Plaza,
direct,3/9/2019,7:10,Fresno,2660 Tulare St,,45,Las Vegas,Union Plaza,TRUE
one-stop,3/7/2019,7:10,Sacramento,65th Light Rail Station,,62,Las Vegas,Union Plaza,
one-stop,3/7/2019,7:40,Sacramento,65th Light Rail Station,,62,Las Vegas,Union Plaza,
one-stop,3/7/2019,7:50,Sacramento,65th Light Rail Station,,62,Las Vegas,Union Plaza,
one-stop,3/7/2019,10:50,Sacramento,65th Light Rail Station,,58,Las Vegas,Union Plaza,
one-stop,3/7/2019,12:00,Sacramento,65th Light Rail Station,,61,Las Vegas,Union Plaza,
one-stop,3/7/2019,12:10,Sacramento,65th Light Rail Station,,53,Las Vegas,Union Plaza,
one-stop,3/7/2019,13:20,Sacramento,65th Light Rail Station,,65,Las Vegas,Union Plaza,
one-stop,3/7/2019,15:10,Sacramento,65th Light Rail Station,,54,Las Vegas,Union Plaza,
one-stop,3/7/2019,15:20,Sacramento,65th Light Rail Station,,58,Las Vegas,Union Plaza,
one-stop,3/7/2019,16:20,Sacramento,65th Light Rail Station,,64,Las Vegas,Union Plaza,
one-stop,3/7/2019,7:10,Sacramento,65th Light Rail Station,,62,Las Vegas,Union Plaza,FALSE
direct,3/11/2019,7:30,San Francisco,Transbay Terminal,,54,Los Angeles,North Hollywood Station,
direct,3/11/2019,7:50,San Francisco,Transbay Terminal,,45,Los Angeles,North Hollywood Station,
direct,3/11/2019,11:20,San Francisco,Transbay Terminal,,51,Los Angeles,North Hollywood Station,
direct,3/11/2019,12:20,San Francisco,Transbay Terminal,,49,Los Angeles,North Hollywood Station,
direct,3/11/2019,13:40,San Francisco,Transbay Terminal,,51,Los Angeles,North Hollywood Station,
direct,3/11/2019,15:20,San Francisco,Transbay Terminal,,47,Los Angeles,North Hollywood Station,
direct,3/11/2019,15:30,San Francisco,Transbay Terminal,,52,Los Angeles,North Hollywood Station,
direct,3/11/2019,18:20,San Francisco,Transbay Terminal,,49,Los Angeles,North Hollywood Station,
direct,3/11/2019,18:50,San Francisco,Transbay Terminal,,47,Los Angeles,North Hollywood Station,
direct,3/11/2019,7:30,San Francisco,Transbay Terminal,,54,Los Angeles,North Hollywood Station,FALSE
direct,3/6/2019,6:50,San Diego,El Cajon Bus Stop,,24,Long Beach,Downtown Station,
direct,3/6/2019,7:10,San Diego,El Cajon Bus Stop,,24,Long Beach,Downtown Station,
direct,3/6/2019,8:30,San Diego,El Cajon Bus Stop,,25,Long Beach,Downtown Station,
direct,3/6/2019,9:50,San Diego,El Cajon Bus Stop,,25,Long Beach,Downtown Station,
direct,3/6/2019,10:10,San Diego,El Cajon Bus Stop,,20,Long Beach,Downtown Station,
direct,3/6/2019,12:30,San Diego,El Cajon Bus Stop,,23,Long Beach,Downtown Station,
direct,3/6/2019,15:20,San Diego,El Cajon Bus Stop,,26,Long Beach,Downtown Station,
direct,3/6/2019,15:50,San Diego,El Cajon Bus Stop,,24,Long Beach,Downtown Station,
direct,3/6/2019,16:10,San Diego,El Cajon Bus Stop,,26,Long Beach,Downtown Station,
direct,3/6/2019,17:10,San Diego,El Cajon Bus Stop,,22,Long Beach,Downtown Station,
direct,3/6/2019,7:10,San Diego,El Cajon Bus Stop,,24,Long Beach,Downtown Station,FALSE
