genre,location,movie_name,price,show_type,street_address,theater_name,show_date,show_time,number_of_tickets
Fantasy,Newark,Hellboy,19,imax,400 Newpark Mall,AMC NewPark 12,3/1/2019,22:30,
Comedy,Santa Clara,Long Shot,7,regular,3111 Mission College Boulevard,AMC Mercado 20,3/11/2019,22:30,
Fantasy,Martinez,Dumbo,10,regular,555 Center Avenue,Contra Costa Stadium Cinemas,,,
Comedy,Martinez,Little,5,3d,555 Center Avenue,Contra Costa Stadium Cinemas,,,
Comedy,Martinez,Long Shot,20,regular,555 Center Avenue,Contra Costa Stadium Cinemas,,,
Comedy,Martinez,Missing Link,22,3d,555 Center Avenue,Contra Costa Stadium Cinemas,,,
Comedy,Martinez,Long Shot,20,regular,555 Center Avenue,Contra Costa Stadium Cinemas,3/9/2019,22:00,
Drama,Livermore,High Life,23,3d,1722 First Street,Vine Cinema & Alehouse,3/3/2019,18:30,
Romance,Santa Rosa,After,9,regular,85 Santa Rosa Avenue,Roxy Stadium 14,3/1/2019,22:00,
Fantasy,Vacaville,Hellboy,15,regular,531 Davis Street,Brenden Vacaville 16,3/2/2019,17:30,
Comedy,San Francisco,Missing Link,5,imax,835 Market Street,Century San Francisco Centre 9 & XD,,,
Horror,San Francisco,The Curse of La Llorona,8,3d,835 Market Street,Century San Francisco Centre 9 & XD,,,
Horror,San Francisco,The Curse of La Llorona,8,3d,835 Market Street,Century San Francisco Centre 9 & XD,3/7/2019,23:00,
Musical,San Bruno,Teen Spirit,18,imax,1188 El Camino Real 4th Floor,Century at Tanforan & XD,3/2/2019,12:30,
Romance,Redwood City,After,19,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
Fantasy,Redwood City,Dumbo,18,imax,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
Comedy,Redwood City,Little,6,3d,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
Adventure,Redwood City,Shazam!,10,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
Musical,Redwood City,Teen Spirit,18,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
Horror,Redwood City,The Curse of La Llorona,21,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,,,
Romance,Redwood City,After,19,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,3/1/2019,22:00,
Drama,San Rafael,High Life,13,regular,280 Smith Ranch Road,Century Regency,,,
Drama,San Rafael,The Mustang,11,3d,280 Smith Ranch Road,Century Regency,,,
Drama,San Rafael,Wild Nights with Emily,12,imax,1118 4th Street,Smith Rafael Film Center,,,
Drama,San Rafael,High Life,13,regular,280 Smith Ranch Road,Century Regency,3/1/2019,19:30,
Drama,Larkspur,Transit,10,3d,549 Magnolia Avenue,Lark Theater,3/5/2019,20:00,
Comedy,San Jose,Little,9,3d,700 El Paseo de Saratoga,AMC Saratoga 14,,,
Horror,San Jose,The Curse of La Llorona,7,3d,700 El Paseo de Saratoga,AMC Saratoga 14,,,
Comedy,San Jose,Missing Link,7,3d,700 El Paseo de Saratoga,AMC Saratoga 14,3/2/2019,15:30,
Adventure,Union City,Shazam!,15,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,3/4/2019,21:30,
Romance,Napa,After,15,3d,195 Gasser Drive,Century Napa Valley and XD Theater,,,
Adventure,Napa,Captain Marvel,9,regular,195 Gasser Drive,Century Napa Valley and XD Theater,,,
Fantasy,Napa,Hellboy,6,3d,195 Gasser Drive,Century Napa Valley and XD Theater,,,
Comedy,Napa,Little,8,3d,195 Gasser Drive,Century Napa Valley and XD Theater,,,
Adventure,Napa,Captain Marvel,9,regular,195 Gasser Drive,Century Napa Valley and XD Theater,3/3/2019,22:30,
Comedy,San Francisco,Josie and the Pussycats,7,imax,3630 Balboa Street,Balboa Theatre,,,
Comedy,San Francisco,Missing Link,5,imax,835 Market Street,Century San Francisco Centre 9 & XD,3/1/2019,23:00,
Fantasy,Santa Rosa,Dumbo,9,3d,409 Aviation Boulevard,Airport Stadium 12,3/1/2019,22:00,
Comedy,Santa Clara,Little,15,regular,3111 Mission College Boulevard,AMC Mercado 20,3/6/2019,17:00,
Drama,Oakland,The Best of Enemies,5,3d,100 Washington Street,Regal Cinemas Jack London 9,3/2/2019,18:30,
Biographical,San Ramon,Breakthrough,21,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,,,
Adventure,San Ramon,Captain Marvel,6,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,,,
Adventure,San Ramon,Shazam!,6,regular,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,,,
Horror,San Ramon,The Curse of La Llorona,11,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,,,
Adventure,San Ramon,Captain Marvel,6,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/1/2019,19:30,
Thriller,Morgan Hill,Pet Sematary,15,imax,750 Tennant Station,CineLux Tennant Station Stadium 11,3/1/2019,22:30,
Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,3/6/2019,20:30,
Drama,San Francisco,Ramen Shop,19,regular,2221,Landmark's Clay Theatre,,,
Drama,San Francisco,Suburban Birds,8,regular,3117 16th St,Roxie Theater,3/17/2019,19:00,
Adventure,San Bruno,Shazam!,25,regular,1188 El Camino Real 4th Floor,Century at Tanforan & XD,3/1/2019,22:30,
Comedy,San Ramon,Little,19,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/1/2019,14:30,
Biographical,Vallejo,Breakthrough,19,3d,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,3/4/2019,21:30,
Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,3/3/2019,21:30,
Biographical,San Ramon,Breakthrough,21,imax,1603,Regal Cinemas Crow Canyon 6,3/9/2019,16:00,
Biographical,San Ramon,Breakthrough,21,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/9/2019,22:00,
Animation,San Jose,How to Train Your Dragon: The Hidden World,15,3d,2190 Eastridge Loop,AMC Eastridge 15,3/1/2019,12:00,
Adventure,Union City,Captain Marvel,12,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,3/7/2019,21:00,
Fantasy,San Francisco,Mad Max: Fury Road,11,imax,3630 Balboa Street,Balboa Theatre,,,
Thriller,San Francisco,Hotel Mumbai,10,imax,2340 Chestnut Street,Presidio Theatre,3/1/2019,20:30,
Thriller,Pleasant Hill,Hotel Mumbai,7,3d,125 Crescent Drive,Century 16 Downtown,3/2/2019,16:30,
Fantasy,San Ramon,Hellboy,24,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/1/2019,20:00,
Comedy,Martinez,Missing Link,22,3d,555 Center Avenue,Contra Costa Stadium Cinemas,3/1/2019,21:00,
Thriller,Emeryville,Pet Sematary,22,3d,5614 Bay Street Suite 220,AMC Bay Street 16,3/8/2019,21:00,
Thriller,Emeryville,Pet Sematary,22,3d,5614 Bay Street Suite 220,AMC Bay Street 16,3/2/2019,17:30,
Fantasy,Concord,Dumbo,23,regular,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,,,
Comedy,Concord,Little,11,regular,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,,,
Fantasy,Concord,Dumbo,23,regular,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,3/1/2019,21:00,
Romance,San Francisco,Say Anything,23,regular,2550 Mission Street,Alamo Drafthouse Cinema,,,
Adventure,San Francisco,Shazam!,9,regular,85 West Portal Avenue,CineArts at the Empire,,,
Biographical,Antioch,Breakthrough,15,3d,4204 Lone Tree Way,AMC Deer Valley 16,,,
Adventure,Antioch,Captain Marvel,8,regular,4204 Lone Tree Way,AMC Deer Valley 16,,,
Fantasy,Antioch,Dumbo,7,regular,4204 Lone Tree Way,AMC Deer Valley 16,,,
Comedy,Antioch,Green Book,21,3d,4204 Lone Tree Way,AMC Deer Valley 16,,,
Fantasy,Antioch,Hellboy,21,3d,4204 Lone Tree Way,AMC Deer Valley 16,,,
Comedy,Antioch,Missing Link,6,3d,4204 Lone Tree Way,AMC Deer Valley 16,,,
Adventure,Antioch,Shazam!,12,3d,4204 Lone Tree Way,AMC Deer Valley 16,,,
Fantasy,Antioch,Hellboy,21,3d,4204 Lone Tree Way,AMC Deer Valley 16,3/4/2019,16:00,
Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,,,
Drama,Palo Alto,The Man Who Knew Too Much,14,regular,221 University Avenue,Stanford Theatre,,,
Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,3/5/2019,19:30,
Adventure,Alameda,Captain Marvel,15,3d,2317 Central Avenue,Alameda Theatre & Cineplex,,,
Fantasy,Alameda,Dumbo,19,imax,2317 Central Avenue,Alameda Theatre & Cineplex,,,
Fantasy,Alameda,Hellboy,6,imax,2317 Central Avenue,Alameda Theatre & Cineplex,,,
Comedy,Alameda,Missing Link,23,3d,2317 Central Avenue,Alameda Theatre & Cineplex,,,
Adventure,Alameda,Shazam!,20,3d,2317 Central Avenue,Alameda Theatre & Cineplex,,,
Adventure,Alameda,The Poseidon Adventure,9,imax,2317 Central Avenue,Alameda Theatre & Cineplex,,,
Adventure,Alameda,The Poseidon Adventure,9,imax,2317 Central Avenue,Alameda Theatre & Cineplex,3/8/2019,19:00,
Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/8/2019,15:00,
Drama,Mill Valley,The Best of Enemies,21,3d,25 Throckmorton Avenue,CineArts at Sequoia,,,
Drama,Mill Valley,The Best of Enemies,21,3d,25 Throckmorton Avenue,CineArts at Sequoia,3/1/2019,19:00,
Romance,San Leandro,After,21,3d,15555 East 14th Street,Century 16,,,
Biographical,San Leandro,Breakthrough,7,3d,15555 East 14th Street,Century 16,,,
Fantasy,San Leandro,Dumbo,18,3d,15555 East 14th Street,Century 16,,,
Comedy,San Leandro,Little,10,3d,15555 East 14th Street,Century 16,,,
Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,,,
Biographical,San Leandro,Breakthrough,7,3d,15555 East 14th Street,Century 16,3/2/2019,22:30,
Adventure,Livermore,Shazam!,24,imax,2490 First Street,Livermore 13 Cinema,3/2/2019,16:00,
Adventure,Livermore,Shazam!,24,imax,2490 First Street,Livermore 13 Cinema,3/8/2019,21:00,
Biographical,Fairfield,Breakthrough,22,regular,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,,,
Fantasy,Fairfield,Dumbo,9,3d,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,,,
Fantasy,Fairfield,Hellboy,12,3d,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,,,
Animation,Fairfield,How to Train Your Dragon: The Hidden World,17,3d,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,,,
Horror,Fairfield,The Curse of La Llorona,17,imax,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,,,
Animation,Fairfield,How to Train Your Dragon: The Hidden World,17,3d,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,3/1/2019,22:30,
Comedy,Emeryville,Missing Link,15,imax,5614 Bay Street Suite 220,AMC Bay Street 16,3/8/2019,16:00,
Adventure,San Francisco,Shazam!,21,imax,2149 Chestnut Street,Marina Theatre,,,
Drama,San Francisco,The Mustang,10,imax,501 Buckingham Way,United Artists Stonestown Twin,,,
Drama,San Francisco,The Mustang,10,imax,501 Buckingham Way,United Artists Stonestown Twin,3/6/2019,19:00,
Comedy,Napa,Little,8,3d,195 Gasser Drive,Century Napa Valley and XD Theater,3/1/2019,22:00,
Adventure,Walnut Creek,Shazam!,16,imax,1201 Locust Street,Century Walnut Creek 14 & XD,3/4/2019,22:00,
Comedy,San Ramon,Missing Link,22,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/2/2019,15:30,
Drama,San Jose,Mary Magdalene,24,imax,288 South 2nd Street,3 Below Theaters And Lounge,3/2/2019,20:00,
Adventure,Concord,Captain Marvel,16,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,,,
Adventure,Concord,Shazam!,24,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,3/6/2019,21:00,
Action,Oakland,The Last Dragon,10,3d,474 24th Street,The New Parkway Theater,,,
Action,Oakland,The Last Dragon,10,3d,474 24th Street,The New Parkway Theater,3/3/2019,22:30,
Drama,Santa Rosa,Wild Nights with Emily,11,imax,551 Summerfield Road,Summerfield Cinemas,3/2/2019,19:00,
Adventure,Oakland,Shazam!,13,3d,3200 Grand Avenue,Grand Lake Theatre,3/1/2019,19:00,
Thriller,Union City,Pet Sematary,10,3d,32100 Union Landing Boulevard,Century 25 Union Landing & XD,3/1/2019,22:00,
Adventure,San Ramon,Shazam!,6,regular,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/4/2019,19:00,
Thriller,Brentwood,Pet Sematary,13,3d,2525 Sand Creek Road,AMC Brentwood 14,3/5/2019,21:00,
Comedy,San Jose,Little,20,3d,2306 Almaden Road,CineLux Almaden Cinema,3/8/2019,13:30,
Comedy,San Francisco,Gloria Bell,16,imax,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,3/3/2019,21:30,
Horror,Hillsborough,The Curse of La Llorona,20,imax,320 East 2nd Avenue,Century 12 San Mateo,,,
Horror,Hillsborough,The Curse of La Llorona,20,imax,320 East 2nd Avenue,Century 12 San Mateo,3/1/2019,22:00,
Fantasy,San Jose,Hellboy,11,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,,,
Comedy,San Jose,Missing Link,20,regular,2190 Eastridge Loop,AMC Eastridge 15,,,
Biographical,Hayward,Breakthrough,19,regular,1069 B Street,Century at Hayward,,,
Biographical,Hayward,Breakthrough,19,regular,1069 B Street,Century at Hayward,3/7/2019,22:30,
Fantasy,Brentwood,Dumbo,8,imax,2525 Sand Creek Road,AMC Brentwood 14,3/2/2019,17:00,
Horror,Campbell,The Curse of La Llorona,10,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/9/2019,21:30,
Biographical,Oakland,Breakthrough,16,regular,100 Washington Street,Regal Cinemas Jack London 9,3/8/2019,21:30,
Drama,San Jose,Dogman,15,regular,288 South 2nd Street,3 Below Theaters And Lounge,3/11/2019,19:00,
Thriller,Santa Clara,Hotel Mumbai,10,imax,3111 Mission College Boulevard,AMC Mercado 20,3/1/2019,21:00,
Fantasy,San Francisco,Dumbo,15,imax,135 4th Street Suite 3000,AMC Metreon 16,3/3/2019,10:00,
Romance,Pleasant Hill,After,19,regular,125 Crescent Drive,Century 16 Downtown,3/1/2019,22:00,
Fantasy,San Jose,Dumbo,13,imax,3088 Olsen Drive,Cinemark USA,3/1/2019,21:30,
Comedy,Emeryville,Family,21,regular,5614 Bay Street Suite 220,AMC Bay Street 16,3/4/2019,22:00,
Horror,Petaluma,The Curse of La Llorona,21,3d,200 C Street,Boulevard 14 Cinema,3/2/2019,16:30,
Comedy,San Francisco,Missing Link,20,imax,135 4th Street Suite 3000,AMC Metreon 16,,,
Comedy,San Francisco,Missing Link,20,imax,135 4th Street Suite 3000,AMC Metreon 16,3/2/2019,15:30,
Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,,,
Comedy,Moraga,Missing Link,8,3d,350 Park Street,Rheem Theatre,,,
Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,3/2/2019,16:00,
Fantasy,Healdsburg,Dumbo,21,imax,415 Center Street,Raven Film Center,,,
Thriller,Healdsburg,Hotel Mumbai,14,regular,415 Center Street,Raven Film Center,,,
Adventure,Healdsburg,Shazam!,11,imax,415 Center Street,Raven Film Center,,,
Drama,Healdsburg,The Mustang,9,regular,415 Center Street,Raven Film Center,,,
Fantasy,Healdsburg,Dumbo,21,imax,415 Center Street,Raven Film Center,3/1/2019,20:30,
Fantasy,Tiburon,Dumbo,16,regular,2508,Tiburon Playhouse,,,
Comedy,Tiburon,Long Shot,13,regular,2508,Tiburon Playhouse,,,
Comedy,Tiburon,Missing Link,23,imax,2508,Tiburon Playhouse,,,
Comedy,Tiburon,Long Shot,13,regular,2508,Tiburon Playhouse,3/9/2019,19:00,
Fantasy,Santa Clara,Dumbo,20,regular,2855 Stevens Creek Boulevard Suite 2160,ShowPlace ICON Valley Fair,,,
Horror,Larkspur,The Curse of La Llorona,20,imax,500 Larkspur Landing Circle,Century Larkspur,3/1/2019,22:00,
Adventure,Redwood City,Shazam!,10,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,3/4/2019,23:00,
Adventure,Morgan Hill,Shazam!,6,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/4/2019,22:00,
Horror,Santa Rosa,The Curse of La Llorona,9,regular,409 Aviation Boulevard,Airport Stadium 12,3/8/2019,21:30,
Thriller,Santa Rosa,Pet Sematary,18,3d,409 Aviation Boulevard,Airport Stadium 12,,,
Adventure,San Ramon,Shazam!,6,regular,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/2/2019,15:00,
Adventure,San Ramon,Shazam!,22,3d,1603,Regal Cinemas Crow Canyon 6,3/2/2019,22:30,
Adventure,Concord,Shazam!,24,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,,,
Horror,Brentwood,The Curse of La Llorona,19,3d,2525 Sand Creek Road,AMC Brentwood 14,3/7/2019,22:00,
Thriller,Union City,Hotel Mumbai,8,regular,32100 Union Landing Boulevard,Century 25 Union Landing & XD,3/1/2019,21:30,
Fantasy,Alameda,Hellboy,6,imax,2317 Central Avenue,Alameda Theatre & Cineplex,3/1/2019,22:00,
Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,3/3/2019,22:00,
Animation,San Bruno,How to Train Your Dragon: The Hidden World,9,3d,1188 El Camino Real 4th Floor,Century at Tanforan & XD,3/1/2019,12:30,
Horror,Redwood City,The Curse of La Llorona,21,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,3/1/2019,22:30,
Drama,Sebastopol,The Best of Enemies,18,imax,6868 McKinley Street,Rialto Cinemas,3/1/2019,21:00,
Biographical,Morgan Hill,Breakthrough,23,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/1/2019,21:00,
Fantasy,Santa Clara,Hellboy,9,imax,3111 Mission College Boulevard,AMC Mercado 20,3/4/2019,21:30,
Horror,Mountain View,The Curse of La Llorona,10,imax,1500 North Shoreline Boulevard,Century Cinema 16,,,
Horror,Mountain View,The Curse of La Llorona,10,imax,1500 North Shoreline Boulevard,Century Cinema 16,3/2/2019,21:30,
Horror,Pleasant Hill,The Curse of La Llorona,15,regular,125 Crescent Drive,Century 16 Downtown,3/6/2019,22:30,
Comedy,Sonoma,Long Shot,8,regular,4451,Sonoma Cinema,3/9/2019,19:00,
Fantasy,Vallejo,Dumbo,19,imax,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,3/1/2019,22:00,
Fantasy,Hayward,Dumbo,19,regular,1069 B Street,Century at Hayward,,,
Comedy,Hayward,Missing Link,6,imax,1069 B Street,Century at Hayward,,,
Thriller,Hayward,Pet Sematary,8,regular,1069 B Street,Century at Hayward,,,
Fantasy,Hayward,Dumbo,19,regular,1069 B Street,Century at Hayward,3/6/2019,21:30,
Fantasy,Morgan Hill,Dumbo,13,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/1/2019,22:00,
Adventure,Alameda,Shazam!,20,3d,2317 Central Avenue,Alameda Theatre & Cineplex,3/2/2019,22:30,
Adventure,San Jose,Captain Marvel,11,imax,700 El Paseo de Saratoga,AMC Saratoga 14,3/1/2019,22:00,
Thriller,Campbell,Pet Sematary,12,regular,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,,,
Adventure,Campbell,Shazam!,17,3d,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,,,
Fantasy,Brentwood,Dumbo,17,3d,641 1st Street,CineLux Delta Cinema Saver,3/1/2019,18:30,
Fantasy,San Bruno,Dumbo,19,3d,1188 El Camino Real 4th Floor,Century at Tanforan & XD,3/2/2019,13:00,
Biographical,Newark,Breakthrough,24,regular,400 Newpark Mall,AMC NewPark 12,3/5/2019,21:00,
Sports,Oakland,Fighting with My Family,16,3d,474 24th Street,The New Parkway Theater,3/5/2019,14:30,
Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,,,
Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/5/2019,21:30,
Horror,Rohnert Park,The Curse of La Llorona,19,regular,555 Rohnert Park Expwy West,Reading Cinemas Rohnert Park,,,
Horror,Rohnert Park,The Curse of La Llorona,19,regular,555 Rohnert Park Expwy West,Reading Cinemas Rohnert Park,3/1/2019,22:00,
Comedy,Santa Clara,Missing Link,19,3d,3111 Mission College Boulevard,AMC Mercado 20,3/4/2019,15:00,
Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,3/5/2019,19:30,
Comedy,Larkspur,Auntie Mame,7,regular,549 Magnolia Avenue,Lark Theater,3/7/2019,16:30,
Comedy,Santa Rosa,Little,6,3d,409 Aviation Boulevard,Airport Stadium 12,3/1/2019,21:30,
Comedy,San Jose,A Madea Family Funeral,10,regular,3630 Hillcap Avenue,West Wind Capitol Drive-In,3/1/2019,22:30,
Fantasy,Santa Clara,Dumbo,20,regular,2855 Stevens Creek Boulevard Suite 2160,ShowPlace ICON Valley Fair,3/1/2019,22:00,
Comedy,Alameda,Missing Link,23,3d,2317 Central Avenue,Alameda Theatre & Cineplex,3/2/2019,18:30,
Fantasy,Mountain View,Dumbo,17,regular,2575 California Street #90,ShowPlace ICON Mountain View,,,
Fantasy,Mountain View,Hellboy,13,3d,1500 North Shoreline Boulevard,Century Cinema 16,,,
Fantasy,Mountain View,Dumbo,17,regular,2575 California Street #90,ShowPlace ICON Mountain View,3/1/2019,21:00,
Crime,San Rafael,Blackmail - Cinemix Par Chloe,6,regular,1118 4th Street,Smith Rafael Film Center,,,
Adventure,San Rafael,Captain Marvel,19,imax,7000 Northgate Drive,Century,,,
Comedy,San Rafael,Missing Link,19,imax,7000 Northgate Drive,Century,,,
Musical,San Rafael,Teen Spirit,10,regular,280 Smith Ranch Road,Century Regency,,,
Adventure,San Rafael,Captain Marvel,19,imax,7000 Northgate Drive,Century,3/1/2019,22:00,
Animation,Santa Rosa,How to Train Your Dragon: The Hidden World,18,3d,620 3rd Street,3rd Street Cinema,3/2/2019,21:00,
Comedy,Newark,Missing Link,17,3d,400 Newpark Mall,AMC NewPark 12,3/1/2019,22:00,
Adventure,Newark,Captain Marvel,13,3d,400 Newpark Mall,AMC NewPark 12,3/3/2019,22:30,
Biographical,Fairfield,Breakthrough,22,regular,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,3/2/2019,22:00,
Thriller,Fremont,Hotel Mumbai,22,regular,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,,,
Drama,Fremont,The Best of Enemies,17,regular,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,,,
Thriller,Fremont,Hotel Mumbai,22,regular,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,3/2/2019,17:30,
Horror,Fairfield,The Curse of La Llorona,17,imax,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,3/1/2019,22:30,
Comedy,Hayward,Missing Link,6,imax,1069 B Street,Century at Hayward,3/2/2019,15:30,
Comedy,San Francisco,Josie and the Pussycats,7,imax,3630 Balboa Street,Balboa Theatre,3/15/2019,19:30,
Fantasy,Martinez,Dumbo,10,regular,555 Center Avenue,Contra Costa Stadium Cinemas,3/8/2019,16:30,
Documentary,Larkspur,The Invisibles,15,3d,549 Magnolia Avenue,Lark Theater,3/8/2019,16:00,
Thriller,Healdsburg,Hotel Mumbai,14,regular,415 Center Street,Raven Film Center,3/2/2019,15:30,
Biographical,San Francisco,Searching for Sugar Man,25,3d,3630 Balboa Street,Balboa Theatre,3/2/2019,19:30,
Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/5/2019,15:00,
Adventure,Alameda,Captain Marvel,15,3d,2317 Central Avenue,Alameda Theatre & Cineplex,3/9/2019,20:00,
Adventure,Morgan Hill,Shazam!,6,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/3/2019,22:00,
Adventure,Morgan Hill,Captain Marvel,9,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/3/2019,20:30,
Comedy,Mountain View,Little,15,regular,1500 North Shoreline Boulevard,Century Cinema 16,3/4/2019,22:30,
Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,3/4/2019,21:30,
Adventure,Morgan Hill,Captain Marvel,9,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/2/2019,21:30,
Comedy,Sonoma,Little,22,regular,4451,Sonoma Cinema,3/2/2019,15:30,
Adventure,Petaluma,Shazam!,25,3d,200 C Street,Boulevard 14 Cinema,3/6/2019,20:30,
Fantasy,Alameda,Dumbo,19,imax,2317 Central Avenue,Alameda Theatre & Cineplex,3/6/2019,16:30,
Thriller,Daly City,Pet Sematary,21,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,3/3/2019,20:00,
Biographical,Morgan Hill,Breakthrough,23,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/2/2019,21:30,
Drama,San Francisco,Dogman,18,3d,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,3/6/2019,19:30,
Biographical,Morgan Hill,Breakthrough,23,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/8/2019,22:00,
Adventure,Newark,Captain Marvel,13,3d,400 Newpark Mall,AMC NewPark 12,3/1/2019,21:30,
Adventure,Newark,Captain Marvel,13,3d,400 Newpark Mall,AMC NewPark 12,3/4/2019,22:30,
Comedy,Milpitas,Little,15,imax,1010 Great Mall Drive,Century 20 Great Mall & XD,3/2/2019,23:00,
Drama,Oakland,Red Joan,10,imax,5133,Landmark's Piedmont Theatre,3/4/2019,21:30,
Drama,Palo Alto,The Man Who Knew Too Much,14,regular,221 University Avenue,Stanford Theatre,3/1/2019,19:30,
Biographical,San Ramon,Breakthrough,21,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/6/2019,22:00,
Fantasy,Martinez,Dumbo,10,regular,555 Center Avenue,Contra Costa Stadium Cinemas,3/6/2019,16:30,
Biographical,Antioch,Breakthrough,15,3d,4204 Lone Tree Way,AMC Deer Valley 16,3/1/2019,19:00,
Comedy,Antioch,Missing Link,6,3d,4204 Lone Tree Way,AMC Deer Valley 16,3/6/2019,18:30,
Fantasy,San Leandro,Dumbo,18,3d,15555 East 14th Street,Century 16,3/2/2019,16:00,
Fantasy,San Jose,Dumbo,5,regular,2306 Almaden Road,CineLux Almaden Cinema,3/1/2019,22:00,
Fantasy,Vacaville,Hellboy,15,regular,531 Davis Street,Brenden Vacaville 16,3/6/2019,21:30,
Comedy,Mountain View,Little,15,regular,1500 North Shoreline Boulevard,Century Cinema 16,3/5/2019,22:30,
Drama,San Francisco,The Mustang,10,imax,501 Buckingham Way,United Artists Stonestown Twin,3/8/2019,19:00,
Thriller,San Francisco,Hotel Mumbai,10,imax,2340 Chestnut Street,Presidio Theatre,3/2/2019,20:30,
Fantasy,San Jose,Dumbo,7,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,3/8/2019,21:30,
Adventure,Union City,Captain Marvel,12,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,3/5/2019,21:00,
