album,artist,genre,song_name,year,playback_device
Love Crimes,Super Sako,Pop,Mi Gna,2016,Kitchen speaker
Outsider,Three Days Grace,Rock,Right Left Wrong,2018,
Pobrecita,Mo Temsamani,Pop,Mana Zina,2018,
Pobrecita,Mo Temsamani,Pop,Mana Zina,2018,TV
Khayali,Tamer Ashor,Pop,Mahzouz,2017,
Joytime,Marshmello,House,Find Me,2016,
Count Me In,Rebelution,Reggae,Roots Reggae Music,2014,
Cuz I Love You,Lizzo,Pop,Tempo,2019,
Khayali,Tamer Ashor,Pop,Mahzouz,2017,Bedroom speaker
Badlands,Halsey,Electropop,Control,2015,Bedroom speaker
If I Know Me,Morgan Wallen,Country,Up Down,2018,TV
Experiment,Kane Brown,Country,Lose It,2018,
Expectations,Hayley Kiyoko,Pop,Curious,2018,
Voicenotes,Charlie Puth,Pop,The Way I Am,2018,
Vandenynai,Linas Adomaitis,Pop,Vandenynai,2019,
Expectations,Hayley Kiyoko,Pop,Let It Be,2018,
Built On Glass,Nick Murphy,Electronica,Gold,2014,
Experiment,Kane Brown,Country,Lose It,2018,Bedroom speaker
The First Time,Kelsea Ballerini,Pop,Yeah Boy,2014,TV
Lindsey Stirling,Lindsey Stirling,Pop,Elements,2012,
Euphoria,Enrique Iglesias,Pop,Heartbeat,2010,TV
Redemption,Joe Bonamassa,Blues,Redemption,2018,
Always In Between,Jess Glynne,Pop,No One,2018,
Always In Between,Jess Glynne,Pop,All I Am,2018,TV
Radh,Mohammed Al Salem,Pop,Qalb Qalb Party,2016,TV
Only Love,Jordan Smith,Pop,Only Love,2018,TV
Sucker Punch,Sigrid,Pop,Business Dinners,2019,TV
We Need To Talk,Taylor Parks,Pop,I Want You,2019,TV
Pass The Jar,Zac Brown Band,Country,Colder Weather,2010,TV
Pop Evil,Pop Evil,Metalcore,Be Legendary,2018,Kitchen speaker
Title,Meghan Trainor,Pop,All About That Bass,2012,TV
For You,Selena Gomez,Pop,The Heart Wants What It Wants,2014,TV
Prequelle,Ghost,Metal,Rats,2018,TV
The Princess,Parov Stelar,Pop,All Night,2012,Bedroom speaker
Assume Form,James Blake,Pop,Mile High,2019,TV
Icarus Falls,Zayn Malik,Pop,Dusk Till Dawn,2017,Kitchen speaker
Nine Track Mind,Charlie Puth,Pop,Dangerously,2016,TV
Cloud Nine,Kygo,Downtempo,Carry Me,2016,TV
Hold You,Gyptian,Reggae,Hold You,2010,Kitchen speaker
Kuntry,Jawga Boyz,Country,Ridin High,2011,Bedroom speaker
Origins,Shallow Side,Rock,Try To Fight It,2012,Bedroom speaker
Avril Lavigne,Avril Lavigne,Pop,Give You What You Like,2013,Kitchen speaker
Dangerous Woman,Ariana Grande,Pop,Touch It,2016,TV
If I Know Me,Morgan Wallen,Country,The Way I Talk,2016,TV
Camila,Camila Cabello,Pop,Consequences,2018,Bedroom speaker
Heart Miles,Jai Waetford,Pop,Shy,2015,TV
Salam,Harris J,Pop,Salam Alaikum,2015,Kitchen speaker
Your Name,Radwimps,Rock,Zenzenzense,2016,TV
Overthinking,Shy Martin,Pop,Lose You Too,2018,TV
Sen Menga Kerak,Shahzoda,Pop,Qaynona,2014,Bedroom speaker
One More Light,Linkin Park,Electropop,Nobody Can Save Me,2017,TV
Pure Heroine,Lorde,Electropop,Team,2013,TV
Nirvana,The Motans,Pop,Nota De Plata,2017,TV
The Getaway,Red Hot Chili Peppers,Pop,Goodbye Angels,2016,TV
Talk That Talk,Rihanna,Pop,Where Have You Been,2011,TV
Joanne,Lady Gaga,Pop,John Wayne,2016,TV
Blues Of Desperation,Joe Bonamassa,Blues,Drive,2016,TV
Raees,Pavni Pandey,South Asia,Laila Main Laila,2017,TV
Born Free,Kid Rock,Rock,Born Free,2010,TV
Night Train,Jason Aldean,Country,When She Says Baby,2012,TV
Raise Vibration,Lenny Kravitz,Rock,Low,2018,TV
Only Love,Jordan Smith,Pop,Only Love,2018,Kitchen speaker
The Good Parts,Andy Grammer,Pop,Fresh Eyes,2016,TV
So Good,Zara Larsson,Pop,I Would Like,2016,TV
Narrated For You,Alec Benjamin,Pop,If We Have Each Other,2018,TV
Battleground,The Wanted,Pop,Glad You Came,2010,Kitchen speaker
The King Of Limbs,Radiohead,Electronica,Lotus Flower,2011,Kitchen speaker
Blonde,Frank Ocean,Pop,Self Control,2016,TV
Transmissions,Starset,Rock,Carnivore,2013,TV
Illuminate,Shawn Mendes,Pop,Treat You Better,2016,TV
Rearview Town,Jason Aldean,Country,Girl Like You,2018,TV
Seventh Heaven,Ryutaro Nakahara,Anime,Din Don Dan,2015,Kitchen speaker
This Is Acting,Sia,Pop,Unstoppable,2016,TV
Handwritten,Shawn Mendes,Pop,Never Be Alone,2015,TV
Bigger,Sugarland,Country,Babe,2017,TV
Cryptic,Billy Watman,Pop,Bohemian Rhapsody,2018,TV
Best Kind Of Mess,Get Scared,Rock,Sarcasm,2010,Bedroom speaker
Ana Keteer,Sherine,Pop,Ya Layali,2014,TV
Sick Boy,The Chainsmokers,Pop,Side Effects,2018,TV
Happy Endings,Old Dominion,Country,Written In Sand,2017,TV
Flicker,Niall Horan,Pop,On The Loose,2017,TV
Narrated For You,Alec Benjamin,Pop,If I Killed Someone For You,2018,Bedroom speaker
It Feel Good,Konshens,Reggae,Bruk Off Yuh Back,2016,Bedroom speaker
Blood,In This Moment,Metalcore,Whore,2012,TV
Raabta,Arijit Singh,South Asia,Ik Vaari Aa,2017,TV
Narrated For You,Alec Benjamin,Pop,Outrunning Karma,2018,TV
Bittersweet,Brunettes Shoot Blondes,Rock,Knock Knock,2014,TV
Happiness Begins,Jonas Brothers,Pop,Sucker,2019,TV
So Mi Like It,Spice,Reggae,So Mi Like It,2014,TV
Barefoot Blue Jean Night,Jake Owen,Country,Alone With You,2011,TV
Dedicated,Carly Rae Jepsen,Pop,Now That I Found You,2019,TV
My Everything,Ariana Grande,Pop,One Last Time,2014,TV
To Whom It May Concern,Blacklite District,Rock,The Struggle,2016,TV
Dance Again,Jennifer Lopez,Pop,Dance Again,2012,TV
Adobe Sessions,Cody Jinks,Country,Cast No Stones,2015,TV
Unapologetic,Rihanna,Pop,What Now,2012,TV
Unleashed Beyond,Skillet,Rock,The Resistance,2016,TV
Meliora,Ghost,Rock,He Is,2015,TV
The Greatest,Sia,Pop,The Greatest,2012,TV
Sex Rock,Alex Angel,Rock,My Donna,2018,TV
Sick Boy,The Chainsmokers,Pop,Somebody,2018,Bedroom speaker
The Mountain,Dierks Bentley,Country,Burning Man,2018,TV
Badlands,Halsey,Electropop,Gasoline,2015,Kitchen speaker
Tomahawk Technique,Sean Paul,Reggae,How Deep Is Your Love,2012,Kitchen speaker
Love Always,Shane Filan,Pop,Beautiful In White,2017,TV
Nirvana,The Motans,Pop,Nota De Plata,2017,Bedroom speaker
Joanne,Lady Gaga,Pop,John Wayne,2016,Kitchen speaker
Big A Presents One Chance Riddim,Shenseea,Reggae,Time Up,2017,TV
Yomonsan,Janob Rasul,Pop,Yomonsan,2017,Kitchen speaker
Love Songs From A Lolita,Maty Noyes,Pop,New Friends,2018,Bedroom speaker
Origins,Shallow Side,Rock,Try To Fight It,2012,TV
The New Classic,Iggy Azalea,Pop,Bounce,2013,Kitchen speaker
Voicenotes,Charlie Puth,Pop,Attention,2017,TV
Your Name,Radwimps,Soundtracks,Nandemonaiya,2016,Kitchen speaker
Thinking In Textures,Nick Murphy,Electronica,No Diggity,2012,Kitchen speaker
Gravity,Jason Chen,Pop,Music Never Sleeps,2011,TV
Dangerous Woman,Ariana Grande,Pop,Let Me Love You,2016,Kitchen speaker
Climate Change,Pitbull,Pop,Options,2017,
Forbidden,Todrick Hall,Pop,Dem Beats,2018,
Nine Track Mind,Charlie Puth,Pop,One Call Away,2015,
Madness,All That Remains,Rock,The Thunder Rolls,2017,
Climate Change,Pitbull,Pop,Options,2017,Bedroom speaker
Hallelujah Nights,Lanco,Country,Greatest Love Story,2017,
K,Kozoria,Rock,Worst Ends,2016,
Joytime,Marshmello,House,Take It Back,2015,
Camila,Camila Cabello,Pop,Real Friends,2017,
Sucker Punch,Sigrid,Pop,Strangers,2017,
Sing To Me Instead,Ben Platt,Pop,Temporary Love,2019,Kitchen speaker
Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Soundtracks,Show Me How You Burlesque,2010,
Your Name,Radwimps,Rock,Zenzenzense,2016,
Tell Me You Love Me,Cheat Codes,Pop,No Promises,2017,TV
Sen Menga Kerak,Shahzoda,Pop,Qaynona,2014,
Ultraviolence,Lana Del Rey,Rock,Pretty When You Cry,2014,
Just Gonna Send It,Katie Noel,Country,Diesel Gang,2018,
Salam,Harris J,Pop,Salam Alaikum,2015,
Strange Pleasures,Still Corners,Electropop,The Trip,2013,
Sen Menga Kerak,Shahzoda,Pop,Qaynona,2014,Kitchen speaker
Ultraviolence,Lana Del Rey,Rock,Ultraviolence,2014,
Ancient Future,Protoje,Reggae,Who Knows,2014,
Crash My Party,Luke Bryan,Country,Roller Coaster,2013,
Loud,Rihanna,Reggae,Man Down,2010,Bedroom speaker
The New Classic,Iggy Azalea,Pop,Bounce,2013,TV
Kane Brown,Kane Brown,Country,What Ifs,2016,
Historical Misappropriation,Postmodern Jukebox,Jazz,All About That Bass,2014,
Historical Misappropriation,Postmodern Jukebox,Jazz,All About That Bass,2014,TV
Ana Keteer,Sherine,Pop,Ya Layali,2014,Kitchen speaker
Vessel,Twenty One Pilots,Pop,Fake You Out,2012,Bedroom speaker
Sex Rock,Alex Angel,Rock,Easy World,2018,Bedroom speaker
Flicker,Niall Horan,Pop,On The Loose,2017,Kitchen speaker
Nirvana,The Motans,Pop,Nota De Plata,2017,
Pitch Perfect,Anna Kendrick,Soundtracks,Cups,2012,
Reminiscence,Mattia Cupelli,Soundtracks,Love Lost,2014,
Icarus Falls,Zayn Malik,Pop,Dusk Till Dawn,2017,Bedroom speaker
Bittersweet,Brunettes Shoot Blondes,Rock,Knock Knock,2014,
Holy Fire,Foals,Indie,Late Night,2013,
Expectations,Bebe Rexha,Pop,I Got You,2010,Kitchen speaker
How Long,Charlie Puth,Pop,How Long,2017,
Voicenotes,Charlie Puth,Pop,Attention,2017,Kitchen speaker
Got Your Six,Five Finger Death Punch,Metal,Wash It All Away,2015,
Got Your Six,Five Finger Death Punch,Metal,I Apologize,2015,TV
Get Weird,Little Mix,Pop,Love Me Like You,2014,TV
Double Vision,Prince Royce,Pop,Back It Up,2015,TV
Fly,Karolina Protsenko,Pop,Let Me Love You,2018,
Current Mood,Dustin Lynch,Country,Small Town Boy,2017,Kitchen speaker
Rearview Town,Jason Aldean,Country,Rearview Town,2018,
Rearview Town,Jason Aldean,Country,You Make It Easy,2018,
Rearview Town,Jason Aldean,Country,Girl Like You,2018,Bedroom speaker
Dangerous Woman,Ariana Grande,Pop,Dangerous Woman,2016,
The Beautiful Game,Vulfpeck,Pop,Dean Town,2016,
The Getaway,Red Hot Chili Peppers,Pop,Dark Necessities,2016,TV
Blown Away,Carrie Underwood,Country,Blown Away,2012,
Untamed,Cam,Country,Burning House,2015,
Blastoff Blues,Ricky T And The Rockets,Blues,Memory Pain,2016,
Blues Of Desperation,Joe Bonamassa,Blues,Drive,2016,Kitchen speaker
Fight Song,Rachel Platten,Pop,Fight Song,2015,
Avril Lavigne,Avril Lavigne,Pop,Rock N Roll,2013,
Blonde,Frank Ocean,Pop,Ivy,2016,Bedroom speaker
Forever,Popcaan,Reggae,Wine For Me,2018,
Hat Nhan,Phan Dinh Tung,Pop,Khuc Hat Mung Sinh Nhat,2011,
Narrated For You,Alec Benjamin,Pop,The Water Fountain,2018,
Hat Nhan,Phan Dinh Tung,Pop,Khuc Hat Mung Sinh Nhat,2011,Kitchen speaker
Cloud Nine,Kygo,Downtempo,Carry Me,2016,Bedroom speaker
Blood,In This Moment,Metalcore,Adrenalize,2012,Bedroom speaker
Assume Form,James Blake,Pop,Mile High,2019,Kitchen speaker
Pain Killer,Little Big Town,Country,Girl Crush,2014,
Wonders,The Piano Guys,Classical,Let It Go,2014,
Happiness,Hurts,Pop,Wonderful Life,2010,TV
No Line Signal Likhat Ba,Shashi Lal Yadav,Country,Naya Naya Penhi Salwarba,2019,
Glory Days,Little Mix,Pop,Touch,2016,
Piano Songs,Froggy Fresh,Pop,Boyfriend,2018,TV
Illuminate,Shawn Mendes,Pop,Bad Reputation,2016,Bedroom speaker
Raees,Pavni Pandey,South Asia,Laila Main Laila,2017,
Purple Reign,Future,Soundtracks,Wicked,2016,
Enjoy Yourself,Billy Currington,Country,Let Me Down Easy,2010,
Expectations,Hayley Kiyoko,Pop,Sleepover,2017,
Expectations,Hayley Kiyoko,Pop,Curious,2018,TV
Kamayanbaghi,Hoba Hoba Spirit,Rock,Mchat,2018,Bedroom speaker
Dangerous Woman,Ariana Grande,Pop,Let Me Love You,2016,
Dangerous Woman,Ariana Grande,Pop,Touch It,2016,
My Everything,Ariana Grande,Pop,Best Mistake,2014,TV
Genesis,Mark Petrie,Classical,Kara Kul,2012,
Me And My Broken Heart,Push Baby,Pop,Me And My Broken Heart,2014,
Welcome Reality,Nero,Dubstep,Promises,2010,TV
Texoma Shore,Blake Shelton,Country,I Lived It,2017,
Lady Wood,Tove Lo,Electropop,Cool Girl,2016,
Handwritten,Shawn Mendes,Pop,Stitches,2015,Bedroom speaker
Dangerous Woman,Ariana Grande,Pop,Be Alright,2016,TV
Where We Come From,Popcaan,Reggae,Everything Nice,2013,
Voicenotes,Charlie Puth,Pop,The Way I Am,2018,Bedroom speaker
The Martin Garrix Experience,Martin Garrix,House,No Sleep,2019,
The Martin Garrix Experience,Martin Garrix,Pop,High On Life,2018,
The Martin Garrix Experience,Martin Garrix,House,Yottabyte,2018,
The Martin Garrix Experience,Martin Garrix,Pop,High On Life,2018,TV
Born This Way,Lady Gaga,Pop,Bloody Mary,2011,TV
Handwritten,Shawn Mendes,Pop,Something Big,2014,TV
One More Light,Linkin Park,Electropop,Nobody Can Save Me,2017,
One More Light,Linkin Park,Electropop,One More Light,2017,
One More Light,Linkin Park,Electropop,Battle Symphony,2017,Bedroom speaker
Thank You,Meghan Trainor,Pop,Me Too,2016,
The Pains Of Growing,Alessia Cara,Pop,Out Of Love,2018,TV
Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Soundtracks,Show Me How You Burlesque,2010,TV
Elevate,Big Time Rush,Pop,Windows Down,2011,Bedroom speaker
The Seven Deadly Sins Original Soundtrack,Hiroyuki Sawano,Soundtracks,Perfect Time,2014,
Beauty Marks,Ciara,Pop,Thinkin Bout You,2019,Bedroom speaker
Loud,Rihanna,Pop,California King Bed,2011,TV
Sing To Me Instead,Ben Platt,Pop,Bad Habit,2019,TV
Illuminate,Shawn Mendes,Pop,Bad Reputation,2016,TV
Late Nights And Longnecks,Justin Moore,Country,Jesus And Jack Daniels,2019,
Unleashed Beyond,Skillet,Rock,The Resistance,2016,
Reminiscence,Mattia Cupelli,Soundtracks,Love Lost,2014,Kitchen speaker
Honky Tonk Time Machine,George Strait,Country,The Weight Of The Badge,2019,
Do It Again,Pia Mia,Pop,Do It Again,2015,
The Martin Garrix Experience,Martin Garrix,House,No Sleep,2019,Bedroom speaker
Caught Up In The Country,Rodney Atkins,Country,Caught Up In The Country,2018,
Brave Enough,Lindsey Stirling,Pop,The Arena,2016,
Good Company,The Dead South,Folk,Banjo Odyssey,2013,TV
Nine Track Mind,Charlie Puth,Pop,Dangerously,2016,Bedroom speaker
Golden Hour,Kacey Musgraves,Country,High Horse,2018,
Pentatonix,Pentatonix,Pop,Cheerleader,2015,
Heart Miles,Jai Waetford,Pop,Shy,2015,
Visions,Grimes,Electropop,Oblivion,2012,Kitchen speaker
Every Little Thing,Carly Pearce,Country,Every Little Thing,2017,
Brett Eldredge,Brett Eldredge,Country,Love Someone,2017,
Brett Young,Brett Young,Country,Mercy,2017,
Genesis,Mark Petrie,Classical,Kara Kul,2012,Bedroom speaker
Sinner,Aaron Lewis,Country,Lost And Lonely,2016,
Winter Collection,Sivik,Pop,High,2015,TV
Experiment,Kane Brown,Country,Homesick,2018,
Experiment,Kane Brown,Country,Weekend,2018,
Experiment,Kane Brown,Country,Homesick,2018,TV
Hold You,Gyptian,Reggae,Hold You,2010,
Mahandini,Dewa Budjana,Pop,Hyang Giri,2018,TV
Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Soundtracks,Tough Lover,2010,Kitchen speaker
Kuntry,Jawga Boyz,Country,Ridin High,2011,
The Beginning,Sammielz,Reggae,Let Us Be,2014,Bedroom speaker
The Gaza Don,Vybz Kartel,Dancehall,Summer Time,2011,
The Gaza Don,Vybz Kartel,Dancehall,Summer Time,2011,TV
Random Access Memories,Daft Punk,Punk,Get Lucky,2013,
The African Gentleman,Ric Hassani,Pop,Only You,2017,
Ember,Breaking Benjamin,Rock,Tourniquet,2018,
Late Nights And Longnecks,Justin Moore,Country,Jesus And Jack Daniels,2019,Kitchen speaker
Fagun Ke Rang,Awadesh Premi Yadav,Folk,Suna Bhaiya Ke Sali,2019,
Kontraband,Kabaka Pyramid,Reggae,Reggae Music,2018,
Halcyon Days,Ellie Goulding,Pop,How Long Will I Love You,2010,TV
Men Halati,Farfashah,Pop,Ouf Menuh Qalbi,2018,Kitchen speaker
Party Never Ends,Inna,Pop,In Your Eyes,2013,
Party Never Ends,Inna,Pop,In Your Eyes,2013,Kitchen speaker
Try Again,Cindy Santos,Latin,Baby Sexy,2018,Bedroom speaker
Traveller,Chris Stapleton,Country,Tennessee Whiskey,2015,
The Beginning,Sammielz,Reggae,Let Us Be,2014,TV
Awake,Illenium,Dubstep,Free Fall,2017,TV
Sing To Me Instead,Ben Platt,Pop,Bad Habit,2019,Kitchen speaker
Random Access Memories,Daft Punk,Punk,Get Lucky,2013,TV
A War You Cannot Win,All That Remains,Metalcore,What If I Was Nothing,2012,
A War You Cannot Win,All That Remains,Metalcore,What If I Was Nothing,2012,TV
If I Know Me,Morgan Wallen,Country,Up Down,2018,Kitchen speaker
Pitch Perfect,Anna Kendrick,Soundtracks,Cups,2012,TV
Melodrama,Lorde,Electropop,Supercut,2017,
Camila,Camila Cabello,Pop,Consequences,2018,TV
Honky Tonk Time Machine,George Strait,Country,Codigo,2018,TV
Creeker,Upchurch,Rock,Pond Creek Road,2018,
Fly,Karolina Protsenko,Pop,Girls Like You,2018,TV
If I Know Me,Morgan Wallen,Country,The Way I Talk,2016,Kitchen speaker
No More Hollywood Endings,Battle Beast,Metal,Eden,2019,Kitchen speaker
In A Truck Right Now,Riley Green,Country,There Was This Girl,2018,
Laps Around The Sun,Chris Lane,Country,Take Back Home Girl,2017,
A Star Is Born Soundtrack,Lady Gaga,Soundtracks,Before I Cry,2018,Bedroom speaker
Glory Days,Little Mix,Pop,No More Sad Songs,2017,
Glory Days,Little Mix,Pop,Power,2017,
Glory Days,Little Mix,Pop,No More Sad Songs,2017,Bedroom speaker
Black Smoke Rising,Greta Van Fleet,Rock,Highway Tune,2017,Bedroom speaker
Crooked Teeth,Papa Roach,Metal,Born For Greatness,2017,TV
Inna,Inna,Pop,Bad Boys,2015,
Talk That Talk,Rihanna,Pop,Where Have You Been,2011,
Teenage Dream,Katy Perry,Pop,Teenage Dream,2010,
The Princess,Parov Stelar,Pop,All Night,2012,TV
Stony Hill,Damian Marley,Reggae,Speak Life,2017,
The Hunting Party,Linkin Park,Metal,Final Masquerade,2014,Kitchen speaker
Witness,Katy Perry,Electropop,Swish Swish,2010,
Rearview Town,Jason Aldean,Country,Girl Like You,2018,Kitchen speaker
Lush Life,Zara Larsson,Pop,Lush Life,2015,
The Greatest,Sia,Pop,The Greatest,2012,
One More Light,Linkin Park,Electropop,Good Goodbye,2017,TV
Singular Act I,Sabrina Carpenter,Pop,Paris,2018,Kitchen speaker
Tomboy,Destiny Rogers,Pop,Tomboy,2019,
Transmissions,Starset,Rock,It Has Begun,2014,
Ardhito Pramono,Ardhito Pramono,Jazz,The Bitterlove,2017,
Rockefeller Street,Getter Jaani,Pop,Rockefeller Street,2011,
Old Diary,La Min Phyu,Pop,Stage Show,2018,TV
Mirrorwriting,Jamie Woon,Electronica,Lady Luck,2011,Bedroom speaker
Who You Are,Jessie J,Pop,Mamma Knows Best,2011,
After Laughter,Paramore,Rock,Hard Times,2017,TV
Dark Horse,Devin Dawson,Country,All On Me,2017,TV
Vessel,Twenty One Pilots,Pop,Fake You Out,2012,TV
Sick Boy,The Chainsmokers,Pop,Everybody Hates Me,2018,TV
Voicenotes,Charlie Puth,Pop,The Way I Am,2018,TV
Harry Styles,Harry Styles,Rock,Kiwi,2017,
Singular Act I,Sabrina Carpenter,Pop,Almost Love,2018,Bedroom speaker
The Princess,Parov Stelar,Pop,All Night,2012,Kitchen speaker
Muse Box,Madilyn Bailey,Pop,Titanium,2012,
Summer House,Concorde,Pop,Just Kiss Her,2012,TV
Caroline,Citizen Soldier,Rock,Let It Burn,2017,TV
Black Widow,In This Moment,Metalcore,Sex Metal Barbie,2014,TV
My Dream,Karolina Protsenko,Pop,Despacito,2018,TV
Enjoy Yourself,Billy Currington,Country,Let Me Down Easy,2010,TV
Bu Muhabbat,Shahzoda,Pop,Chicco,2013,Bedroom speaker
Speak Now,Taylor Swift,Pop,The Story Of Us,2010,TV
Handwritten,Shawn Mendes,Pop,Aftertaste,2015,TV
Old Diary,La Min Phyu,Pop,Stage Show,2018,Kitchen speaker
The Martin Garrix Experience,Martin Garrix,House,No Sleep,2019,TV
Purple Reign,Future,Soundtracks,Wicked,2016,Bedroom speaker
Swim,Dan Snaith,Electropop,Sun,2010,TV
The Martin Garrix Experience,Martin Garrix,House,Yottabyte,2018,TV
Last Year Was Complicated,Nick Jonas,Pop,Under You,2016,TV
Creeker,Upchurch,Rock,Pond Creek Road,2018,TV
Dzieciom,Lao Che,Rock,Wojenka,2015,TV
Badlands,Halsey,Electropop,Ghost,2014,TV
Philharmonics,Agnes Obel,Folk,Riverside,2010,TV
Purpose,Justin Bieber,Pop,Sorry,2010,TV
Purpose,Justin Bieber,Pop,Sorry,2010,Kitchen speaker
Summer Anthems,Common Kings,Reggae,No Other Love,2013,Bedroom speaker
Bittersweet,Brunettes Shoot Blondes,Rock,Knock Knock,2014,Bedroom speaker
Camila,Camila Cabello,Pop,Consequences,2018,Kitchen speaker
Expectations,Bebe Rexha,Pop,Knees,2018,TV
Badlands,Halsey,Electropop,Ghost,2014,Kitchen speaker
It Feel Good,Konshens,Reggae,Turn Me On,2017,Bedroom speaker
Black Widow,In This Moment,Metalcore,Sex Metal Barbie,2014,Kitchen speaker
Trench,Twenty One Pilots,Indietronica,Neon Gravestones,2018,TV
Spectrum,Westlife,Pop,Better Man,2019,Kitchen speaker
Gotta Be Me,Cody Johnson,Country,With You I Am,2016,TV
Safe Haven,Ruth B,Pop,Superficial Love,2015,TV
Brett Eldredge,Brett Eldredge,Country,Love Someone,2017,Kitchen speaker
El Hombre,El Alfa,Latin,Suave,2017,TV
Enjoy Yourself,Billy Currington,Country,Let Me Down Easy,2010,Bedroom speaker
Love Town,Kolohe Kai,Reggae,First True Love,2011,TV
Thank You,Meghan Trainor,Pop,Me Too,2016,TV
Witness,Katy Perry,Pop,Hey Hey Hey,2017,TV
Night Visions,Imagine Dragons,Rock,Radioactive,2012,Bedroom speaker
Outsider,Three Days Grace,Rock,The Mountain,2018,TV
Honky Tonk Time Machine,George Strait,Country,Every Little Honky Tonk Bar,2019,TV
Born This Way,Lady Gaga,Pop,Bloody Mary,2011,Kitchen speaker
Blonde,Frank Ocean,Pop,Ivy,2016,TV
How Long,Charlie Puth,Pop,How Long,2017,Kitchen speaker
The Getaway,Red Hot Chili Peppers,Pop,Go Robot,2016,Kitchen speaker
The Last Stand,Sabaton,Metal,The Lost Battalion,2016,Kitchen speaker
Avril Lavigne,Avril Lavigne,Pop,Rock N Roll,2013,TV
The Night We Met,Lord Huron,Rock,The Night We Met,2015,TV
You Know I Know,Olly Murs,Pop,Moves,2018,TV
Anesthetic,Mark Morton,Metal,Cross Off,2019,Bedroom speaker
Sing To Me Instead,Ben Platt,Pop,Grow As We Go,2019,Bedroom speaker
The Martin Garrix Experience,Martin Garrix,House,Latency,2018,TV
Pop Food,Jack Stauber,Pop,Buttercup,2017,TV
Built On Glass,Nick Murphy,Electronica,Gold,2014,Bedroom speaker
Chapters,Yuna,Pop,Crush,2016,Kitchen speaker
Fight Song,Rachel Platten,Pop,Fight Song,2015,Bedroom speaker
Trench,Twenty One Pilots,Indietronica,Neon Gravestones,2018,Bedroom speaker
Limitless,The Piano Guys,Classical,Epiphany,2018,Bedroom speaker
Icarus Falls,Zayn Malik,Pop,Satisfaction,2018,Bedroom speaker
Quarter,Witwisit Hiranyawongkul,Pop,Fortunately I Met You,2014,TV
Crazy,Ornette,Pop,Crazy,2011,TV
When Was The Last Time,Darius Rucker,Country,If I Told You,2017,Bedroom speaker
Kamayanbaghi,Hoba Hoba Spirit,Rock,Mchat,2018,TV
Ready,Ruel,Pop,Younger,2018,TV
Instant Regrets,Instant Regrets,Rock,Instant Regret,2018,Kitchen speaker
Unapologetically,Kelsea Ballerini,Country,Miss Me More,2017,TV
Late Nights And Longnecks,Justin Moore,Country,Jesus And Jack Daniels,2019,TV
Glory Days,Little Mix,Pop,Power,2017,TV
Your Name,Radwimps,Soundtracks,Nandemonaiya,2016,TV
Evolution,Disturbed,Rock,Are You Ready,2018,Kitchen speaker
Pure Heroine,Lorde,Electropop,Tennis Court,2013,TV
Tomboy,Destiny Rogers,Pop,Tomboy,2019,TV
Firestone,Kygo,Downtempo,Firestone,2014,TV
Salam,Harris J,Pop,Salam Alaikum,2015,TV
Always In Between,Jess Glynne,Pop,No One,2018,TV
Pumped Up Kicks,Foster The People,Indie,Pumped Up Kicks,2010,TV
Glory Days,Little Mix,Pop,No More Sad Songs,2017,TV
What Makes You Country,Luke Bryan,Country,What Makes You Country,2017,Kitchen speaker
Sing To Me Instead,Ben Platt,Pop,Grow As We Go,2019,TV
Charice,Jake Zyrus,Pop,Pyramid,2010,TV
Sunset Season,Conan Gray,Pop,Generation Why,2018,TV
Got Your Six,Five Finger Death Punch,Metal,I Apologize,2015,Bedroom speaker
The Tattva Trip,Suraj Mani,Rock,The Tattva Trip,2012,TV
K,Kozoria,Rock,Worst Ends,2016,Kitchen speaker
Happy Endings,Old Dominion,Country,Hotel Key,2017,TV
Amos,Michael Ray,Country,One That Got Away,2018,Bedroom speaker
Thinking In Textures,Nick Murphy,Electronica,No Diggity,2012,Bedroom speaker
Lady Wood,Tove Lo,Electropop,Cool Girl,2016,TV
Lindsey Stirling,Lindsey Stirling,Pop,Crystallize,2012,TV
Expectations,Hayley Kiyoko,Pop,Let It Be,2018,TV
Stony Hill,Damian Marley,Reggae,Speak Life,2017,TV
Peace Of Mind,Rebelution,Reggae,So High,2011,TV
To Whom It May Concern,Blacklite District,Rock,Them Days,2016,Kitchen speaker
Beautiful World,Connie Talbot,Pop,Count On Me,2012,Bedroom speaker
Yours,Russell Dickerson,Country,Yours,2015,TV
The Awakening,Onlap,Rock,The Awakening,2011,Bedroom speaker
Sing To Me Instead,Ben Platt,Pop,Temporary Love,2019,TV
The Devil You Know,Blues Saraceno,Rock,The Devil You Know,2018,TV
Sick Boy,The Chainsmokers,Pop,Side Effects,2018,Bedroom speaker
Golden Hour,Kacey Musgraves,Country,Butterflies,2018,TV
Torches,Foster The People,Indie,Houdini,2011,TV
Presence,Petit Biscuit,Electronica,Sunset Lover,2015,
Assume Form,James Blake,Pop,Barefoot In The Park,2019,Kitchen speaker
The Beautiful Game,Vulfpeck,Pop,Dean Town,2016,TV
Fagun Ke Rang,Awadesh Premi Yadav,Folk,Suna Bhaiya Ke Sali,2019,Bedroom speaker
Pure Heroine,Lorde,Electropop,Buzzcut Season,2013,Kitchen speaker
