location,number_of_rooms,phone_number,place_name,price_per_night,smoking_allowed,star_rating,street_address,check_in_date,stay_length
Vancouver,,+1 604-263-1555,Coast Vancouver Airport Hotel,207,FALSE,3,1041 Southwest Marine Drive,,
Vancouver,,+1 604-681-4335,Days Inn By Wyndham Vancouver Downtown,234,FALSE,3,921 West Pender Street,,
Vancouver,,+1 604-689-8188,Delta Hotels By Marriott Vancouver Downtown Suites,396,FALSE,4,550 West Hastings Street,,
Vancouver,,+1 604-563-4693,Exchange Hotel Vancouver,432,TRUE,4,475 Howe Street,,
Atlanta,,+1 470-231-3030,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,256,FALSE,4,3600 Wieuca Road Northeast,,
Atlanta,,+1 404-524-5555,Ac Hotel By Marriott Atlanta Downtown,288,FALSE,3,101 Andrew Young International Boulevard Northwest,,
Atlanta,,+1 404-563-7900,The St. Regis Atlanta,345,FALSE,5,"Eighty-Eight, West Paces Ferry Road Northwest",,
Atlanta,,+1 404-237-2700,"The Whitley, A Luxury Collection Hotel, Atlanta Buckhead",165,FALSE,5,3434 Peachtree Road Northeast,,
Philadelphia,,+1 215-825-7000,Aka Rittenhouse Square,148,FALSE,4,135 South 18th Street,,
Philadelphia,,+1 215-372-9000,Aka University City,342,TRUE,3,"Cira Centre South, 2929 Walnut Street",,
Philadelphia,,+1 267-298-1700,Aloft Philadelphia Airport,198,FALSE,3,4301 Island Avenue,,
Philadelphia,,+1 215-607-2020,Aloft Philadelphia Downtown,324,FALSE,3,101 North Broad Street,,
Philadelphia,,+1 215-398-3080,Best Western Plus Philadelphia Convention Center Hotel,174,FALSE,3,1225 Vine Street,,
Philadelphia,,+1 215-732-5500,Cambria Hotel Philadelphia Downtown Center City,84,FALSE,3,219 South Broad Street,,
Philadelphia,,+1 215-242-5905,Chestnut Hill Hotel,228,FALSE,3,8229 Germantown Avenue,,
Philadelphia,,+1 215-282-5000,"Club Quarters Hotel, Philadelphia",75,FALSE,3,1628 Chestnut Street,,
Philadelphia,,+1 215-477-0200,Courtyard By Marriott Philadelphia City Avenue,288,FALSE,3,4100 Presidential Boulevard,,
Philadelphia,,+1 215-644-9200,Courtyard By Marriott Philadelphia South At The Navy Yard,138,FALSE,3,1001 Intrepid Avenue,,
Atlanta,,+1 404-685-1677,Canopy By Hilton Atlanta Midtown,152,FALSE,4,1414 West Peachtree Street Northwest,,
Atlanta,,+1 404-521-2250,"Glenn Hotel, Autograph Collection",288,FALSE,4,110 Marietta Street NorthWest,,
Atlanta,,+1 470-485-0485,Hotel Clermont,240,TRUE,4,789 Ponce De Leon Avenue Northeast,,
Atlanta,,+1 404-443-1234,Hyatt Centric Midtown Atlanta,156,FALSE,4,125 10th Street Northeast,,
Atlanta,,+1 404-745-5000,Loews Atlanta Hotel,148,FALSE,4,1065 Peachtree Street Northeast,,
Atlanta,,+1 678-412-2400,Renaissance Atlanta Midtown Hotel,104,FALSE,4,866 W. Peachtree Street NW,,
Atlanta,,+1 404-659-6500,Sheraton Atlanta Hotel,276,FALSE,4,165 Courtland Street Northeast,,
Atlanta,,+1 404-365-0065,The Westin Buckhead Atlanta,100,FALSE,4,3391 Peachtree Road N.E,,
Atlanta,,+1 404-892-6000,W Atlanta - Midtown,92,FALSE,4,188 14th Street NE,,
Philadelphia,,+1 215-365-4150,Doubletree By Hilton Hotel Philadelphia Airport,99,FALSE,3,4509 Island Avenue,,
Berlin,,+49 30 2000320,Adina Apartment Hotel Berlin Mitte,160,TRUE,4,"Platz vor dem Neuen Tor 6, 10115",,
Berlin,,+49 30 399200,Ameron Hotel Abion Spreebogen Waterside,360,FALSE,4,"Alt-Moabit 99, 10559",,
Berlin,,+49 30 4050460,Arcotel John F Berlin,248,TRUE,4,"Werderscher Markt 11, 10117",,
Berlin,,+49 30 383890,Holiday Inn Berlin - City West,408,TRUE,4,"Rohrdamm 80, 13629",,
Berlin,,+49 30 978080,Holiday Inn Berlin City East-Landsberger,432,FALSE,4,"Landsberger Allee 203, 13055",,
Berlin,,+49 30 43036000,Hotel Am Borsigturm,444,TRUE,4,"Am Borsigturm 1, 13507",,
Berlin,,+49 30 206740,Hotel Novotel Berlin Mitte,280,FALSE,4,"Fischerinsel 12, 10179",,
Berlin,,+49 30 41060,Mercure Airport Hotel Berlin Tegel,160,TRUE,4,"Kurt-Schumacher-Damm 202, 13405",,
Berlin,,+49 30 2593550,Mercure Hotel Berlin Wittenbergplatz,256,FALSE,4,"Wittenbergplatz 3, 10789",,
Berlin,,+49 30 896030,Novum Hotel Kronprinz Berlin,408,FALSE,4,"Kronprinzendamm 1, 10711",,
Atlanta,,+1 404-261-7733,Embassy Suites By Hilton Atlanta Buckhead,252,TRUE,3,3285 Peachtree Road Northeast,,
Atlanta,,+1 404-589-1111,Hampton Inn & Suites Atlanta-Downtown,279,TRUE,3,161 Ted Turner Drive Northwest,,
Atlanta,,+1 404-524-4006,Hilton Garden Inn Atlanta Midtown,270,TRUE,3,97 10th Street Northwest,,
Philadelphia,,+1 215-764-3144,Hawthorn Suites By Wyndham Philadelphia Airport,132,TRUE,3,7890 Penrose Avenue,,
Philadelphia,,+1 215-966-3000,Homewood Suites By Hilton Philadelphia-City Avenue,144,TRUE,3,4200 City Avenue,,
Philadelphia,,+1 215-922-7600,Penn'S View Hotel,222,TRUE,3,14 North Front Street,,
Philadelphia,,+1 215-546-7000,Rodeway Inn Center City,156,TRUE,2,1208 Walnut Street,,
Philadelphia,,+1 215-981-5678,The Windsor Suites,186,TRUE,3,1700 Benjamin Franklin Parkway,,
Philadelphia,,+1 215-291-1355,Wm. Mulherin'S Sons,168,TRUE,3,1355 North Front Street,,
London,,+44 20 7262 0537,Central London Budget Hotel,78,TRUE,2,12 Westbourne Street,,
London,,+44 20 3310 5555,Courthouse Hotel Shoreditch,330,TRUE,5,335-337 Old Street,,
London,,+44 20 3750 4545,Devonshire Club By Mantis,110,TRUE,5,5 Devonshire Square,,
London,,+44 20 3297 9200,Four Seasons Hotel London At Ten Trinity Square,390,TRUE,5,10 Trinity Square,,
London,,+44 20 7470 4000,Haymarket Hotel,330,TRUE,5,1 Suffolk Place,,
London,,+44 20 7683 1200,Nobu Hotel Shoreditch,345,TRUE,5,10-50 Willow Street,,
London,,+44 20 7589 5895,The Ampersand Hotel,115,TRUE,5,10 Harrington Road,,
London,,+44 20 3765 0000,The Lalit London,230,TRUE,5,181 Tooley Street,,
London,,+44 20 3873 4000,The Montcalm Royal London House,370,TRUE,5,22-25 Finsbury Square,,
New York,,+1 212-235-1111,11 Howard,186,TRUE,3,11 Howard Street,,
Portland,,+1 503-255-2700,"Country Inn & Suites By Radisson, Portland International Airport, Or",342,FALSE,3,7025 Northeast Alderwood Road,,
Portland,,+1 503-234-3200,Courtyard By Marriott Portland Downtown/Convention Center,252,FALSE,3,435 Northeast Wasco Street,,
Portland,,+1 503-233-2401,Crowne Plaza Portland-Downtown Conv Ctr,297,FALSE,3,1441 Northeast 2nd Avenue,,
Portland,,+1 503-288-2423,Hampton Inn Portland-Airport,63,FALSE,3,8633 Northeast Airport Way,,
Portland,,+1 503-200-5678,Aloft Portland Airport At Cascade Station,93,FALSE,3,9920 Northeast Cascades Parkway,,
San Francisco,,+1 415-673-3277,Amsterdam Hostel San Francisco,111,FALSE,1,749 Taylor Street,,
San Francisco,,+1 415-563-0800,Argonaut Hotel,276,FALSE,4,495 Jefferson Street,,
San Francisco,,+1 415-626-6103,Bei Hotel San Francisco,225,TRUE,3,50 8th Street,,
San Francisco,,+1 415-287-3657,Calista Organic Hotel,297,TRUE,3,1485 Bush Street,,
San Francisco,,+1 415-552-7100,Casa Loma Hotel,186,FALSE,2,610 Fillmore Street,,
San Francisco,,+1 415-928-5000,Comfort Inn By The Bay,156,FALSE,2,2775 Van Ness Avenue,,
San Francisco,,+1 415-421-3154,Cornell Hotel De France,270,FALSE,3,715 Bush Street,,
San Francisco,,+1 415-947-0700,Courtyard By Marriott San Francisco Downtown,198,FALSE,3,299 2nd Street,,
San Francisco,,+1 415-346-3800,Courtyard By Marriott San Francisco Union Square,270,FALSE,3,761 Post Street,,
San Francisco,,+1 415-626-6103,Bei Hotel San Francisco,180,TRUE,3,50 8th Street,,
Sacramento,,+1 916-929-7900,Courtyard By Marriott Sacramento Cal Expo,198,FALSE,3,1782 Tribute Road,,
Sacramento,,+1 916-455-6800,Courtyard By Marriott Sacramento Midtown,93,FALSE,3,4422 Y Street,,
Long Beach,,+1 562-432-1234,Hyatt Centric The Pike Long Beach,288,FALSE,4,285 Bay Street,,
Long Beach,,+1 562-436-3000,The Westin Long Beach,300,FALSE,4,333 East Ocean Boulevard,,
Long Beach,,+1 562-491-1234,Hyatt Regency Long Beach,360,FALSE,4,200 South Pine Avenue,,
Sacramento,,+1 916-929-7900,Courtyard By Marriott Sacramento Cal Expo,144,FALSE,3,1782 Tribute Road,,
Sacramento,,+1 916-455-6800,Courtyard By Marriott Sacramento Midtown,102,FALSE,3,4422 Y Street,,
Las Vegas,,+1 702-256-3766,Best Western Plus Las Vegas West,234,FALSE,3,8669 West Sahara Avenue,,
Long Beach,,+1 562-599-5555,Best Western Of Long Beach,261,FALSE,3,1725 Long Beach Boulevard,,
Sacramento,,+1 916-929-7900,Courtyard By Marriott Sacramento Cal Expo,261,FALSE,3,1782 Tribute Road,,
San Diego,,+1 858-488-0551,Bahia Resort Hotel,306,FALSE,3,998 West Mission Bay Drive,,
Anaheim,,+1 714-750-3000,Doubletree Suites By Hilton Hotel Anaheim Resort - Convention Center,216,FALSE,4,2085 South Harbor Boulevard,,
Anaheim,,+1 714-750-1811,Sheraton Park Hotel At The Anaheim Resort,248,FALSE,4,1855 South Harbor Boulevard,,
Anaheim,,+1 714-750-3000,Doubletree Suites By Hilton Hotel Anaheim Resort - Convention Center,144,FALSE,4,2085 South Harbor Boulevard,,
San Francisco,,+1 415-673-3277,Amsterdam Hostel San Francisco,69,FALSE,1,749 Taylor Street,,
Los Angeles,,+1 310-645-2200,La Quinta Inn & Suites By Wyndham Lax,216,TRUE,3,5249 West Century Boulevard,,
Los Angeles,,+1 323-463-7171,The Dixie Hollywood Hotel,120,TRUE,3,5410 Hollywood Boulevard,,
Los Angeles,,+1 833-583-6423,The Ellison Suites,228,TRUE,3,"15 Paloma Avenue, Venice, CA 90291, USA",,
Los Angeles,,+1 213-632-1200,The Mayfair Hotel,297,TRUE,3,1256 West 7th Street,,
Los Angeles,,+1 310-825-2923,Ucla Guest House,288,TRUE,3,330 Charles E Young Drive East,,
Los Angeles,,+1 310-645-2200,La Quinta Inn & Suites By Wyndham Lax,234,TRUE,3,5249 West Century Boulevard,,
Los Angeles,,+1 323-463-7171,The Dixie Hollywood Hotel,216,TRUE,3,5410 Hollywood Boulevard,,
Los Angeles,,+1 833-583-6423,The Ellison Suites,216,TRUE,3,"15 Paloma Avenue, Venice, CA 90291, USA",,
Los Angeles,,+1 310-821-2557,Inn At Venice Beach,333,TRUE,3,"327 West Washington Boulevard, Venice, California 90291, United States",,
Los Angeles,,+1 323-852-7000,Ac Hotel By Marriott Beverly Hills,78,FALSE,3,6399 Wilshire Boulevard,,
Anaheim,,+1 714-772-5050,Anaheim Desert Inn And Suites,76,FALSE,2,1600 South Harbor Boulevard,,
Philadelphia,,+1 215-372-9000,Aka University City,333,TRUE,3,"Cira Centre South, 2929 Walnut Street",,
Anaheim,,+1 714-635-8070,Alamo Inn & Suites,168,FALSE,2,1140 West Katella Avenue,,
Seattle,,+1 206-448-4721,Ace Hotel Seattle,120,FALSE,2,2423 1st Avenue,,
San Diego,,+1 858-488-0551,Bahia Resort Hotel,351,FALSE,3,998 West Mission Bay Drive,,
San Diego,,+1 619-298-4707,Best Western Plus Hacienda Hotel Old Town,234,FALSE,3,4041 Harney Street,,
San Diego,,+1 619-222-0561,Best Western Plus Island Palms Hotel & Marina,243,FALSE,3,2051 Shelter Island Drive,,
San Diego,,+1 858-488-4700,Blue Sea Beach Hotel,180,FALSE,3,707 Pacific Beach Drive,,
San Diego,,+1 619-881-6200,Comfort Inn & Suites San Diego - Zoo Seaworld Area,288,FALSE,3,2485 Hotel Circle Place,,
San Diego,,+1 619-221-1900,Courtyard By Marriott San Diego Airport/Liberty Station,279,FALSE,3,2592 Laning Road,,
San Diego,,+1 858-573-0700,Courtyard By Marriott San Diego Central,333,FALSE,3,8651 Spectrum Center Boulevard,,
San Diego,,+1 858-488-1081,Catamaran Resort Hotel And Spa,264,FALSE,4,3999 Mission Boulevard,,
San Diego,,+1 855-430-7503,Estancia La Jolla Hotel & Spa,336,FALSE,4,"9700 North Torrey Pines Road, La Jolla, California 92037, United States",,
San Diego,,+1 858-558-1500,Hilton La Jolla Torrey Pines,384,FALSE,4,"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,
San Diego,,+1 619-231-4040,Hilton San Diego Gaslamp Quarter,456,FALSE,4,401 K Street,,
San Diego,,+1 619-543-9000,Hilton San Diego Mission Valley,456,FALSE,4,901 Camino del Rio South,,
San Diego,,+1 619-276-4010,Hilton San Diego Resort & Spa,312,FALSE,4,1775 East Mission Bay Drive,,
San Diego,,+1 619-727-4000,Hotel Indigo San Diego-Gaslamp Quarter,444,FALSE,4,509 Ninth Avenue,,
San Diego,,+1 858-551-3600,"Hotel La Jolla, Curio Collection By Hilton",456,FALSE,4,"7955 La Jolla Shores Drive, La Jolla, California 92037, United States",,
San Diego,,+1 858-552-1234,Hyatt Regency La Jolla At Aventine,444,FALSE,4,3777 La Jolla Village Drive,,
San Diego,,+1 619-224-1234,Hyatt Regency Mission Bay Spa And Marina,360,FALSE,4,1441 Quivira Road,,
San Diego,,+1 858-488-1081,Catamaran Resort Hotel And Spa,468,FALSE,4,3999 Mission Boulevard,,
Sacramento,,+1 916-929-8855,Doubletree By Hilton Hotel Sacramento,120,FALSE,3,2001 Point West Way,,
San Diego,,+1 858-488-0551,Bahia Resort Hotel,63,FALSE,3,998 West Mission Bay Drive,,
San Francisco,,+1 415-834-1000,Green Tortoise Hostel San Francisco,75,FALSE,1,494 Broadway,,
San Francisco,,+1 415-776-8688,San Remo Hotel,78,FALSE,1,2237 Mason Street,,
San Francisco,,+1 415-834-1000,Green Tortoise Hostel San Francisco,42,FALSE,1,494 Broadway,,
Long Beach,,+1 562-599-5555,Best Western Of Long Beach,162,FALSE,3,1725 Long Beach Boulevard,,
Sacramento,,+1 916-929-8855,Doubletree By Hilton Hotel Sacramento,222,FALSE,3,2001 Point West Way,,
Sacramento,,+1 916-568-5400,Hilton Garden Inn Sacramento/South Natomas,333,FALSE,3,2540 Venture Oaks Way,,
Sacramento,,+1 916-929-7900,Courtyard By Marriott Sacramento Cal Expo,234,FALSE,3,1782 Tribute Road,,
Long Beach,,+1 562-435-8511,Courtyard By Marriott Long Beach Downtown,114,FALSE,3,500 East 1st Street,,
Long Beach,,+1 562-599-5555,Best Western Of Long Beach,234,FALSE,3,1725 Long Beach Boulevard,,
Fresno,,+1 559-268-1000,Doubletree By Hilton Hotel Fresno Convention Center,63,FALSE,3,2233 Ventura Street,,
Fresno,,+1 559-268-1000,Doubletree By Hilton Hotel Fresno Convention Center,81,FALSE,3,2233 Ventura Street,,
Philadelphia,,+1 215-825-7000,Aka Rittenhouse Square,88,FALSE,4,135 South 18th Street,,
Anaheim,,+1 714-635-8070,Alamo Inn & Suites,140,FALSE,2,1140 West Katella Avenue,,
Anaheim,,+1 714-778-1700,Anaheim Majestic Garden Hotel,72,FALSE,3,900 South Disneyland Drive,,
Portland,,+1 971-351-0230,Canopy By Hilton Portland Pearl District,124,FALSE,4,425 Northwest 9th Avenue,,
Vancouver,,+1 604-254-1000,Atrium Inn Vancouver,111,FALSE,3,2889 East Hastings Street,,
Las Vegas,,+1 702-256-3766,Best Western Plus Las Vegas West,252,FALSE,3,8669 West Sahara Avenue,,
Anaheim,,+1 714-635-8070,Alamo Inn & Suites,216,FALSE,2,1140 West Katella Avenue,,
Anaheim,,+1 714-635-8070,Alamo Inn & Suites,162,FALSE,2,1140 West Katella Avenue,,
Las Vegas,,+1 702-256-3766,Best Western Plus Las Vegas West,222,FALSE,3,8669 West Sahara Avenue,,
Seattle,,+1 206-448-4721,Ace Hotel Seattle,198,FALSE,2,2423 1st Avenue,,
Los Angeles,,+1 323-952-6900,Hampton Inn & Suites Los Angeles/Hollywood,132,FALSE,2,"1133 Vine Street, Hollywood, CA 90038, USA",,
Los Angeles,,+1 818-821-8031,Holiday Inn Express North Hollywood - Burbank Area,222,FALSE,2,"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,
Los Angeles,,+1 323-850-6464,Hollywood Celebrity Hotel,168,TRUE,2,1775 Orchid Avenue,,
Los Angeles,,+1 213-413-6699,Hollywood Inn Express South,228,FALSE,2,141 North Alvarado Street,,
Los Angeles,,+1 323-874-9678,Hollywood Orchid Suites,228,FALSE,2,1753 Orchid Avenue,,
Los Angeles,,+1 213-413-6699,Hollywood Inn Express South,56,FALSE,2,141 North Alvarado Street,,
Los Angeles,,+1 310-834-3400,Best Western Los Angeles Worldport Hotel,222,FALSE,2,"1402 West Pacific Coast Highway, Wilmington, CA 90744, USA",,
Sacramento,,+1 916-929-7900,Courtyard By Marriott Sacramento Cal Expo,279,FALSE,3,1782 Tribute Road,,
San Diego,,+1 619-202-4324,Comfort Inn Gaslamp Convention Center,70,FALSE,2,660 G Street,,
San Diego,,+1 619-543-9944,Good Nite Inn Near Seaworld,148,FALSE,2,3880 Greenwood Street,,
San Diego,,+1 619-543-1130,Holiday Inn Express San Diego Airport-Old Town,132,FALSE,2,1955 San Diego Avenue,,
San Diego,,+1 619-297-1691,Hotel Iris,76,FALSE,2,625 Hotel Circle South,,
San Diego,,+1 619-224-8266,Howard Johnson By Wyndham San Diego Sea World,180,FALSE,2,3330 Rosecrans Street,,
San Diego,,+1 619-297-2231,Kings Inn San Diego,100,TRUE,2,1333 Hotel Circle South,,
San Diego,,+1 619-296-1612,Motel 6 San Diego Hotel Circle - Mission Valley,180,TRUE,2,2424 Hotel Circle North,,
San Diego,,+1 858-578-6600,Best Western San Diego/Miramar Hotel,222,FALSE,2,9310 Kearny Mesa Road,,
London,,+44 20 7493 4545,45 Park Lane,195,FALSE,5,45 Park Lane,,
New York,,+1 212-749-4000,Aloft Harlem,342,FALSE,3,2296 Frederick Douglass Boulevard,,
New York,,+1 212-513-0003,Aloft Manhattan Downtown - Financial District,252,FALSE,3,49-53 Ann Street,,
New York,,+1 212-245-7000,Belvedere Hotel,162,FALSE,3,319 West 48th Street,,
New York,,+1 212-235-1111,11 Howard,174,TRUE,3,11 Howard Street,,
Anaheim,,+1 714-782-7600,Anaheim Portofino Inn & Suites,192,FALSE,3,1831 South Harbor Boulevard,,
New York,,+1 212-703-2001,1 Hotel Central Park,270,TRUE,5,1414 6th Avenue,,
Toronto,,+1 416-663-9500,Best Western Plus Toronto North York Hotel & Suites,270,FALSE,3,"50 Norfinch Drive, North York, Ontario M3N 1X1, Canada",,
Cape Town,,+27 21 535 3611,City Lodge Hotel Grandwest,90,TRUE,3,"GrandWest Casino & Entertainment World, Jakes Gerwel Drive, Goodwood",,
Cape Town,,+27 21 448 4123,Garden Court Nelson Mandela Boulevard,270,TRUE,3,"Corner Melbourne and Coronation Road &, Melbourne Road, Walmer Estate",,
Cape Town,,+27 21 424 5092,Happy Rhino Hotel,210,FALSE,3,179 Loop Street,,
Cape Town,,+27 21 480 8300,Holiday Inn Express Cape Town City Centre,216,TRUE,3,101 St. George's Mall Cnr Church Str. & St George's Mall,,
Cape Town,,+27 87 940 7474,Mojo Hotel,207,FALSE,3,"30 Regent Road, Sea Point",,
Cape Town,,+27 21 789 1391,Monkey Valley Resort,90,FALSE,3,"1 Mountain Road, Chapmans Peak",,
Cape Town,,+27 21 913 9256,Protea Hotel By Marriott Cape Town Durbanville,216,TRUE,3,"Vineyards Office Estate, 99 Jip De Jager Laan, Tyger Valley, 7530, Suid-Afrika",,
Cape Town,,+27 21 434 3344,Protea Hotel By Marriott Cape Town Sea Point,132,FALSE,3,"Arthurs Road, Sea Point",,
Cape Town,,+27 21 913 2000,Protea Hotel By Marriott Cape Town Tyger Valley,93,TRUE,3,"Uys Krige Drive, Welgemoed",,
Cape Town,,+27 21 975 5677,"Ruslamere Hotel, Spa And Conference Centre Durbanville",168,TRUE,4,"14 Langeberg Road, Durbanville",,
Cape Town,,+27 21 488 5100,Southern Sun Cape Sun,136,TRUE,4,"23 Strand Street, Cape Town City Centre",,
Cape Town,,+27 21 415 4000,Southern Sun The Cullinan,252,TRUE,4,"1 Cullinan Street, Cape Town City Centre",,
Cape Town,,+27 21 492 9999,Sunsquare Cape Town City Bowl,304,TRUE,4,"23 Buitengracht Street, Cape Town City Centre",,
Sydney,,+61 2 9665 0000,Coogee Bay Hotel,240,TRUE,4,"253 Coogee Bay Road, Coogee New South Wales 2034, Australia",,
Sydney,,+61 2 9955 1685,Glenferrie Lodge,432,TRUE,4,"12 Carabella Street, Kirribilli New South Wales 2061, Australia",,
Sydney,,+61 2 9439 6000,Hotel Urban,240,TRUE,4,"194 Pacific Highway corner Bellevue Ave and, Pacific Highway, Greenwich New South Wales 2065, Australia",,
Sydney,,+61 2 9264 6001,Hyde Park Inn,360,TRUE,4,271 Elizabeth Street,,
Sydney,,+61 2 9974 5599,Jonah'S Restaurant & Boutique Hotel,152,TRUE,4,"69 Bynya Road, Palm Beach New South Wales 2108, Australia",,
Sydney,,+61 2 9249 7000,Adina Apartment Hotel Sydney Darling Harbour,372,TRUE,4,55 Shelley Street,,
New York,,+1 347-696-2500,1 Hotel Brooklyn Bridge,330,TRUE,5,"60 Furman Street, Brooklyn",,
Chicago,,+1 312-894-0800,Acme Hotel Company,186,TRUE,3,15 East Ohio Street,,
Atlanta,,+1 404-524-7000,Holiday Inn Express & Suites Atlanta Downtown,156,FALSE,2,111 Cone Street Northwest,,
Atlanta,,+1 404-524-7000,Holiday Inn Express & Suites Atlanta Downtown,126,FALSE,2,111 Cone Street Northwest,,
New York,,+1 212-235-1111,11 Howard,198,TRUE,3,11 Howard Street,,
New York,,+1 212-204-3000,6 Columbus - Central Park Hotel,312,TRUE,4,308 West 58th Street,,
New York,,+1 718-631-5900,Adria Hotel & Conference Center,351,TRUE,3,"221-17 Northern Boulevard, Bayside",,
New York,,+1 212-752-8888,Aka Sutton Place,324,TRUE,4,330 East 56th Street,,
Sydney,,+61 2 9211 8633,Capitol Square Hotel,192,FALSE,3,3 Campbell Street,,
Sydney,,+61 2 9389 3093,Charing Cross Hotel Waverley,156,TRUE,3,"81 Carrington Road, Waverley New South Wales 2024, Australia",,
Sydney,,+61 2 9556 1555,Cks Sydney Airport Hotel,228,FALSE,3,"35 Levey Street, Wolli Creek New South Wales 2205, Australia",,
Sydney,,+61 2 9567 8910,Comfort Hotel Sydney Airport,261,FALSE,3,"185 Princes Highway, Arncliffe New South Wales 2205, Australia",,
Sydney,,+61 2 9602 8194,Crossroads Hotel,114,TRUE,3,"Hume Hwy & Camden Valley Way, Casula New South Wales 2170, Australia",,
Sydney,,+61 2 9130 3271,Hotel Bondi,63,FALSE,3,"178 Campbell Parade, Bondi Beach New South Wales 2026, Australia",,
Sydney,,+61 2 9955 2675,Blues Point Hotel,198,TRUE,3,"116 Blues Point Road, McMahons Point New South Wales 2060, Australia",,
London,,+44 20 8563 8692,Abercorn House,56,FALSE,1,28-30 Bute Gardens,,
New York,,+1 347-696-2500,1 Hotel Brooklyn Bridge,350,TRUE,5,"60 Furman Street, Brooklyn",,
Paris,,+33 1 84 82 49 09,Ac Hotel By Marriott Paris Porte Maillot,160,FALSE,4,"6 Rue Gustave Charpentier, 75017",,
Paris,,+33 1 44 72 42 00,Aparthotel Adagio Access Paris La Villette,204,FALSE,3,"28bis Avenue Corentin Cariou, 75019",,
Paris,,+33 1 42 85 50 00,Avalon Hotel Paris Gare Du Nord,234,FALSE,3,"131 Boulevard de Magenta, 75010",,
Paris,,+33 1 45 38 52 59,Best Western Bretagne Montparnasse,232,TRUE,4,"33 Rue Raymond Losserand, 75014",,
Paris,,+33 1 44 30 10 00,Brach Paris,480,TRUE,5,"1-7 Rue Jean Richepin, 75016",,
Philadelphia,,+1 215-825-7000,Aka Rittenhouse Square,240,FALSE,4,135 South 18th Street,,
Los Angeles,,+1 310-642-7500,Crowne Plaza Los Angeles Airport,280,FALSE,4,5985 West Century Boulevard,,
Los Angeles,,+1 818-595-1000,Hilton Woodland Hills/Los Angeles,408,FALSE,4,"6360 Canoga Avenue, Woodland Hills, California 91367, United States",,
Los Angeles,,+1 866-734-6018,Hotel Figueroa,104,FALSE,4,939 South Figueroa Street,,
Los Angeles,,+1 213-232-8800,Hotel Indigo Los Angeles Downtown,300,FALSE,4,899 Francisco Street,,
Los Angeles,,+1 310-284-6500,Intercontinental Los Angeles Century City,156,FALSE,4,2151 Avenue of the Stars,,
Los Angeles,,+1 310-553-6561,Beverly Hills Marriott,116,FALSE,4,1150 South Beverly Drive,,
Sydney,,+61 2 9224 6400,Adina Serviced Apartments Sydney Martin Place (Formerly Medina),120,FALSE,4,1 Hosking Place,,
Sydney,,+61 2 9011 5757,57 Hotel,256,FALSE,4,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia",,
Washington D.C.,,+1 202-337-6620,Arc The. Hotel Washington D.C.,252,FALSE,3,"824 New Hampshire Avenue Northwest, Washington, DC 20037, USA",,
London,,+44 20 7613 9800,Ace Hotel London,184,FALSE,4,100 Shoreditch High Street,,
London,,+44 20 7493 4545,45 Park Lane,345,FALSE,5,45 Park Lane,,
New York,,+1 212-703-2001,1 Hotel Central Park,300,TRUE,5,1414 6th Avenue,,
Atlanta,,+1 678-515-0300,Aloft Atlanta Downtown,225,FALSE,3,300 Ted Turner Drive Northwest,,
Atlanta,,+1 404-876-6100,Artmore Hotel,222,FALSE,3,1302 West Peachtree Street Northwest,,
Atlanta,,+1 404-876-8888,Atlanta Marriott Suites Midtown,60,FALSE,3,35 14th Street Northeast,,
Atlanta,,+1 404-658-1961,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",63,FALSE,3,759 Pollard Boulevard Southwest,,
Atlanta,,+1 404-869-0818,Courtyard By Marriott Atlanta Buckhead,114,FALSE,3,3332 Peachtree Road Northeast,,
Atlanta,,+1 404-877-9000,Crowne Plaza Atlanta - Midtown,225,FALSE,3,590 West Peachtree Street Northwest,,
Atlanta,,+1 404-223-2300,Embassy Suites By Hilton Atlanta At Centennial Olympic Park,228,FALSE,3,267 Marietta Street NorthWest,,
Atlanta,,+1 404-261-7733,Embassy Suites By Hilton Atlanta Buckhead,66,TRUE,3,3285 Peachtree Road Northeast,,
Atlanta,,+1 404-347-9440,Georgia Tech Hotel And Conference Center,288,FALSE,3,800 Spring Street Northwest,,
Atlanta,,+1 678-515-0300,Aloft Atlanta Downtown,126,FALSE,3,300 Ted Turner Drive Northwest,,
New York,,+1 212-790-8800,Baccarat Hotel,570,TRUE,5,28 West 53rd Street,,
New York,,+1 212-226-6400,Crosby Street Hotel,340,FALSE,5,79 Crosby Street,,
New York,,+1 646-880-1999,Four Seasons Hotel New York Downtown,405,TRUE,5,27 Barclay Street,,
London,,+44 20 7377 4390,Batty Langley'S Hotel,350,FALSE,5,12 Folgate Street,,
London,,+44 20 3327 4142,Chelsea Bridge Apartments,315,FALSE,5,124 Prince Of Wales Drive,,
London,,+44 20 7447 1000,Como Metropolitan London,465,FALSE,5,19 Old Park Lane,,
London,,+44 20 3750 4545,Devonshire Club By Mantis,240,TRUE,5,5 Devonshire Square,,
London,,+44 20 7491 4840,Dukes London,270,FALSE,5,35 Saint James's Place,,
London,,+44 20 7341 2666,Fraser Suites Kensington,525,FALSE,5,75 Stanhope Gardens,,
