average_rating,check_in_date,check_out_date,hotel_name,location,number_of_rooms,pets_welcome,phone_number,price,street_address
4.4,,,Hyatt Place Portland Airport /Cascade Station,Portland,,TRUE,+1 503-288-2808,2600,9750 Northeast Cascades Parkway
4.6,,,Kimpton Hotel Monaco Portland,Portland,,TRUE,+1 503-222-0001,160,506 Southwest Washington Street
4.5,,,Kimpton Riverplace Hotel,Portland,,TRUE,+1 888-869-3108,304,1510 Southwest Harbor Way
4.2,,,Citadines Trafalgar Square London (Apart Hotel London),London,,TRUE,+44 20 7766 3700,540,18-21 Northumberland Avenue
4.1,,,De Vere Devonport House,London,,TRUE,+44 871 222 4796,736,King William Walk
4.3,,,Dorset Square Hotel,London,,TRUE,+44 20 7723 7874,3348,39-40 Dorset Square
4.3,,,Bahia Resort Hotel,San Diego,,TRUE,+1 858-539-8666,4896,998 West Mission Bay Drive
3.8,,,Best Western Mission Bay,San Diego,,TRUE,+1 619-275-5700,3240,2575 Clairemont Drive
4.3,,,Best Western Plus Bayside Inn,San Diego,,FALSE,+1 619-233-7500,1620,555 West Ash Street
4.5,,,Best Western Plus Island Palms Hotel & Marina,San Diego,,FALSE,+1 619-222-0561,1116,2051 Shelter Island Drive
3.7,,,Best Western Seven Seas,San Diego,,FALSE,+1 619-291-1300,2079,411 Hotel Circle South
4,,,Best Western Yacht Harbor Hotel,San Diego,,FALSE,+1 619-224-3254,1392,5005 North Harbor Drive
4.4,,,Blue Sea Beach Hotel,San Diego,,FALSE,+1 858-488-4700,5772,707 Pacific Beach Drive
3.7,,,Atrium Inn Vancouver,Vancouver,,TRUE,+1 604-254-1000,198,2889 East Hastings Street
4,,,Best Western Plus Sands,Vancouver,,TRUE,+1 604-682-1831,1512,1755 Davie Street
4.3,,,Coast Coal Harbour Vancouver Hotel By Apa,Vancouver,,TRUE,+1 604-697-0202,3024,1180 West Hastings Street
3.7,,,Atrium Inn Vancouver,Vancouver,,TRUE,+1 604-254-1000,1485,2889 East Hastings Street
3.7,,,Four Points By Sheraton Los Angeles International Airport,Los Angeles,,TRUE,+1 310-645-4600,1155,9750 Airport Boulevard
4.6,,,Four Seasons Hotel Los Angeles At Beverly Hills,Los Angeles,,TRUE,+1 310-273-2222,3828,300 Doheny Drive
4.3,,,Freehand Los Angeles,Los Angeles,,TRUE,+1 213-612-0021,800,416 West 8th Street
4.5,,,Hotel Indigo Los Angeles Downtown,Los Angeles,,TRUE,+1 213-232-8800,2100,899 Francisco Street
4.5,,,Intercontinental Los Angeles Downtown,Los Angeles,,TRUE,+1 213-688-7777,920,900 Wilshire Boulevard
4.6,,,Kimpton Everly Hotel,Los Angeles,,TRUE,+1 213-279-3532,1352,1800 Argyle Avenue
4.4,,,Kimpton Hotel Palomar Los Angeles Beverly Hills,Los Angeles,,TRUE,+1 310-475-8711,2640,10740 Wilshire Boulevard
4.2,,,Kimpton Hotel Wilshire,Los Angeles,,TRUE,+1 323-852-6000,1440,6317 Wilshire Boulevard
3.7,,,La Quinta Inn & Suites By Wyndham Lax,Los Angeles,,TRUE,+1 310-645-2200,324,5249 West Century Boulevard
4.6,,,Four Seasons Hotel Los Angeles At Beverly Hills,Los Angeles,,TRUE,+1 310-273-2222,444,300 Doheny Drive
4.5,,,1 Hotel Central Park,New York,,TRUE,+1 212-703-2001,4488,1414 6th Avenue
4.1,,,Doubletree By Hilton Hotel Sacramento,Sacramento,,TRUE,+1 916-929-8855,1728,2001 Point West Way
4.2,,,Hilton Sacramento Arden West,Sacramento,,TRUE,+1 916-922-4700,300,2200 Harvard Street
3.8,,,Holiday Inn Express Sacramento Convention Center,Sacramento,,TRUE,+1 916-444-4436,756,728 16th Street
4.5,,,Kimpton Sawyer Hotel,Sacramento,,TRUE,+1 916-545-7100,1620,500 J Street
3.5,,,La Quinta Inn By Wyndham Sacramento Downtown,Sacramento,,TRUE,+1 916-448-8100,528,200 Jibboom Street
4.4,,,Residence Inn By Marriott Sacramento Downtown At Capitol Park,Sacramento,,TRUE,+1 916-443-0500,1116,1121 15th Street
4.3,,,Sheraton Grand Sacramento Hotel,Sacramento,,TRUE,+1 916-447-1700,312,"13th And, J Street"
3.4,,,Surestay Plus Hotel By Best Western Sacramento North,Sacramento,,TRUE,+1 916-497-0955,720,350 Bercut Drive
4.4,,,"The Citizen Hotel, Autograph Collection",Sacramento,,TRUE,+1 916-447-2700,1260,926 J Street
4.5,,,The Westin Sacramento,Sacramento,,TRUE,+1 916-443-8400,4320,4800 Riverside Boulevard
4.2,,,Hilton Sacramento Arden West,Sacramento,,TRUE,+1 916-922-4700,736,2200 Harvard Street
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,168,45 Park Lane
3.5,,,Abercorn House,London,,FALSE,+44 20 8563 8692,1092,28-30 Bute Gardens
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,2552,45 Park Lane
3.7,,,Avalon Hotel Paris Gare Du Nord,Paris,,TRUE,+33 1 42 85 50 00,918,"131 Boulevard de Magenta, 75010"
3.6,,,Best Western Bretagne Montparnasse,Paris,,FALSE,+33 1 45 38 52 59,1260,"33 Rue Raymond Losserand, 75014"
4.4,,,Bob Hotel By Elegancia,Paris,,FALSE,+33 1 40 43 02 33,1440,"30 Rue Pernety, 75014"
4.6,,,Amastan Paris,Paris,,FALSE,+33 1 49 52 99 70,528,"34 Rue Jean Mermoz, 75008"
4.5,,,1 Hotel Brooklyn Bridge,New York,,TRUE,+1 833-625-6111,420,"60 Furman Street, Brooklyn"
3.9,,,Aloft Chicago Mag Mile,Chicago,,TRUE,+1 312-429-6600,819,243 East Ontario Street
4.2,,,Cambria Hotel Chicago Magnificent Mile,Chicago,,FALSE,+1 312-787-6000,1300,166 East Superior Street
4.5,,,Acme Hotel Company Chicago,Chicago,,FALSE,+1 312-894-0800,1440,15 East Ohio Street
4.2,,,Azure Hotel Nairobi Westlands,Nairobi,,FALSE,+254 709 716000,4560,Lantana Road
4.4,,,Crowne Plaza Nairobi,Nairobi,,FALSE,+254 719 096000,1056,"Kenya Road, Upper Hill"
4.4,,,Crowne Plaza Nairobi Airport,Nairobi,,FALSE,+254 709 222444,480,First Freight Lane Jomo Kenyatta International Airport
4.4,,,Doubletree By Hilton Nairobi Hurlingham,Nairobi,,FALSE,+254 709 090000,1872,Ngong Lane Ngong Road
4.5,,,Dusitd2 Nairobi,Nairobi,,FALSE,+254 787 657000,2520,14 Riverside Westlands
4.4,,,Eka Hotel Nairobi,Nairobi,,FALSE,+254 719 045000,4752,"Eka Hotel, Along Mombasa Road"
4.5,,,Four Points By Sheraton Nairobi Airport,Nairobi,,FALSE,+254 709 760000,320,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
4.7,,,Hemingways Nairobi,Nairobi,,FALSE,+254 711 032000,240,Mbagathi Ridge
4.5,,,Hilton Garden Inn Nairobi Airport,Nairobi,,FALSE,+254 20 4075000,1480,Jomo Kenyatta International Airport Mombasa Road
4.4,,,Intercontinental Hotel,Nairobi,,FALSE,+254 20 3200000,144,City Hall Way
4.1,,,Best Western Plus Dragon Gate Inn,Los Angeles,,TRUE,+1 213-617-3077,4080,818 North Hill Street
4.2,,,Beverly Hills Marriott,Los Angeles,,FALSE,+1 310-553-6561,1152,1150 South Beverly Drive
4.4,,,Courtyard By Marriott Los Angeles L.A. Live,Los Angeles,,FALSE,+1 213-443-9222,2432,901 West Olympic Boulevard
4.2,,,Courtyard By Marriott Los Angeles Lax/Century Boulevard,Los Angeles,,FALSE,+1 310-649-1400,2160,6161 West Century Boulevard
4.3,,,Embassy Suites By Hilton Los Angeles International Airport North,Los Angeles,,FALSE,+1 310-215-1000,792,9801 Airport Boulevard
4.4,,,Catamaran Resort Hotel And Spa,San Diego,,TRUE,+1 858-488-1081,1512,3999 Mission Boulevard
3.9,,,Crowne Plaza San Diego - Mission Valley,San Diego,,TRUE,+1 619-297-1101,1701,2270 Hotel Circle North
4.2,,,Doubletree By Hilton Hotel San Diego - Del Mar,San Diego,,TRUE,+1 858-481-5900,1296,11915 El Camino Real
4.2,,,Doubletree By Hilton Hotel San Diego - Mission Valley,San Diego,,TRUE,+1 619-297-5466,3672,7450 Hazard Center Drive
4.2,,,Hampton Inn San Diego/Del Mar,San Diego,,TRUE,+1 858-792-5557,720,11920 El Camino Real
4.2,,,Hilton San Diego Airport/Harbor Island,San Diego,,TRUE,+1 619-291-6700,1872,1960 Harbor Island Drive
4.4,,,Catamaran Resort Hotel And Spa,San Diego,,TRUE,+1 858-488-1081,3552,3999 Mission Boulevard
4.2,,,Aloft Harlem,New York,,TRUE,+1 212-749-4000,368,2296 Frederick Douglass Boulevard
4,,,Aloft New York Brooklyn,New York,,TRUE,+1 718-256-3833,1000,"216 Duffield Street, Brooklyn"
4.3,,,Best Western Plus Sutter House,Sacramento,,FALSE,+1 916-441-1314,1400,1100 H Street
4.1,,,Courtyard By Marriott Sacramento Midtown,Sacramento,,FALSE,+1 916-455-6800,1080,4422 Y Street
4.4,,,Embassy Suites By Hilton Sacramento Riverfront Promenade,Sacramento,,FALSE,+1 916-326-5000,4356,100 Capitol Mall
4.1,,,Fairfield Inn By Marriott Sacramento Cal Expo,Sacramento,,FALSE,+1 916-920-5300,480,1780 Tribute Road
3.5,,,Four Points By Sheraton Sacramento International Airport,Sacramento,,FALSE,+1 916-263-9000,525,4900 Duckhorn Drive
4.3,,,Hilton Garden Inn Sacramento/South Natomas,Sacramento,,FALSE,+1 916-568-5400,936,2540 Venture Oaks Way
4.1,,,Holiday Inn Sacramento Downtown - Arena,Sacramento,,FALSE,+1 916-446-0100,276,300 J Street
4.5,,,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,Atlanta,,FALSE,+1 470-231-3030,1344,3600 Wieuca Road Northeast
4.1,,,Ibis London City - Shoreditch Hotel,London,,FALSE,+44 20 7422 8400,1848,5 Commercial Street
3.6,,,Casa Loma Hotel,San Francisco,,FALSE,+1 415-552-7100,810,610 Fillmore Street
4.2,,,Concorde Hotel Kuala Lumpur,Kuala Lumpur,,FALSE,+60 3-2144 2200,928,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan"
4.2,,,Holiday Inn London - Whitechapel,London,,FALSE,+44 871 942 9299,2856,5 Cavell Street
4.1,,,Hilton Checkers Los Angeles,Los Angeles,,FALSE,+1 213-624-0000,1628,535 South Grand Avenue
4.5,,,Springhill Suites By Marriott San Diego Downtown/Bayfront,San Diego,,FALSE,+1 888-287-9400,2400,900 Bayfront Court
4.4,,,The Kitano Hotel New York,New York,,FALSE,+1 212-885-7000,3120,66 Park Avenue
3.7,,,Hotel 91,New York,,FALSE,+1 212-266-6800,1827,91 E Broadway
4.1,,,Auberge Vancouver Hotel,Vancouver,,FALSE,+1 604-678-8899,2432,837 West Hastings Street
4.3,,,Ac Hotel By Marriott Chicago Downtown,Chicago,,TRUE,+1 312-981-6600,3240,630 North Rush Street
4.6,,,Ace Hotel Chicago,Chicago,,TRUE,+1 312-764-1919,4212,311 North Morgan Street
4.5,,,Aloft Chicago Downtown River North,Chicago,,TRUE,+1 312-661-1000,3744,515 North Clark Street
4.3,,,Best Western Plus Hawthorne Terrace Hotel,Chicago,,TRUE,+1 773-244-3434,2592,3434 N Broadway Ave
4.6,,,Chicago Athletic Association,Chicago,,TRUE,+1 312-940-3552,3744,12 South Michigan Avenue
3.7,,,Chicago Lake Shore Hotel,Chicago,,TRUE,+1 773-288-5800,540,"3250, 4900B South Lake Shore Drive"
4.2,,,Comfort Suites Michigan Avenue - Loop,Chicago,,TRUE,+1 623-432-0770,2088,320 North Michigan Avenue
3.9,,,Crowne Plaza Chicago West Loop,Chicago,,TRUE,+1 312-829-5000,1152,25 South Halsted Street
4.2,,,Hampton Inn Chicago Downtown/Magnificent Mile,Chicago,,TRUE,+1 312-706-0888,3564,160 East Huron Street
4.6,,,Ace Hotel Chicago,Chicago,,TRUE,+1 312-764-1919,1008,311 North Morgan Street
3.7,,,Cova Hotel,San Francisco,,TRUE,+1 415-771-3000,1728,655 Ellis Street
3.9,,,Executive Hotel Vintage Court San Francisco,San Francisco,,TRUE,+1 800-654-1100,1584,650 Bush Street
3.5,,,Hotel Beresford,San Francisco,,TRUE,+1 415-673-9900,240,635 Sutter Street
3.6,,,Hotel Bijou,San Francisco,,TRUE,+1 415-771-1200,1053,111 Mason Street
3.8,,,Hotel Diva,San Francisco,,TRUE,+1 844-592-4559,315,440 Geary Street
3.9,,,Hotel Spero,San Francisco,,TRUE,+1 415-885-2500,540,405 Taylor Street
3.8,,,Hotel Triton,San Francisco,,TRUE,+1 415-394-0500,180,342 Grant Avenue
4,,,Beresford Arms Hotel,San Francisco,,TRUE,+1 415-673-2600,4056,701 Post Street
3.7,,,Cova Hotel,San Francisco,,TRUE,+1 415-771-3000,486,655 Ellis Street
3.9,,,Executive Hotel Vintage Court San Francisco,San Francisco,,TRUE,+1 800-654-1100,3366,650 Bush Street
3.5,,,Hotel Beresford,San Francisco,,TRUE,+1 415-673-9900,2016,635 Sutter Street
3.8,,,Hotel Diva,San Francisco,,TRUE,+1 844-592-4559,2079,440 Geary Street
3.9,,,Hotel Spero,San Francisco,,TRUE,+1 415-885-2500,189,405 Taylor Street
3.8,,,Hotel Triton,San Francisco,,TRUE,+1 415-394-0500,1440,342 Grant Avenue
4.5,,,Ace Hotel Seattle,Seattle,,TRUE,+1 206-448-4721,2856,2423 1st Avenue
4.2,,,Belltown Inn,Seattle,,TRUE,+1 866-525-4704,416,2301 3rd Avenue
4.2,,,Best Western Plus Pioneer Square Hotel Downtown,Seattle,,FALSE,+1 206-340-1234,1288,77 Yesler Way
4.2,,,Courtyard By Marriott Seattle Downtown/Lake Union,Seattle,,FALSE,+1 206-213-0100,864,925 Westlake Avenue North
4.4,,,Crowne Plaza Seattle Downtown,Seattle,,FALSE,+1 206-464-1980,1368,1113 6th Avenue
3,,,Days Inn By Wyndham Seattle North Of Downtown,Seattle,,FALSE,+1 800-615-3107,588,9100 Aurora Avenue North
4.5,,,Embassy Suites By Hilton Seattle Downtown Pioneer Square,Seattle,,FALSE,+1 206-859-4400,96,255 South King Street
4.4,,,Even Hotel Seattle Downtown - Lake Union,Seattle,,TRUE,+1 206-596-2302,1036,527 Fairview Avenue North
3.3,,,Extended Stay America - Seattle - Northgate,Seattle,,TRUE,+1 206-365-8100,468,13300 Stone Avenue North
4,,,Four Points By Sheraton Downtown Seattle Center,Seattle,,FALSE,+1 206-282-2600,648,601 Roy Street
4.5,,,Ace Hotel Seattle,Seattle,,TRUE,+1 206-448-4721,276,2423 1st Avenue
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,792,45 Park Lane
3.2,,,Abc Hyde Park Hotel,London,,FALSE,+44 20 7706 4660,1008,121 Sussex Gardens
3.5,,,Abercorn House,London,,FALSE,+44 20 8563 8692,1674,28-30 Bute Gardens
4.1,,,Accommodation London Bridge,London,,FALSE,+44 20 7403 4299,464,58 Great Dover Street
4.3,,,Ace Hotel London,London,,TRUE,+44 20 7613 9800,128,100 Shoreditch High Street
3.7,,,Airways Hotel London Victoria,London,,FALSE,+44 20 7834 0205,240,29-31 Saint George's Drive
4.5,,,Amba Hotel Charing Cross,London,,FALSE,+44 871 376 9012,1624,Strand
4.2,,,Amba Hotel Marble Arch,London,,FALSE,+44 800 330 8523,252,Bryanston Street
3.9,,,Ambassadors Bloomsbury Hotel,London,,FALSE,+44 20 7388 9930,300,12 Upper Woburn Place
3,,,Ambassadors Hotel,London,,FALSE,+44 20 7373 1075,150,16 Collingham Road
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,672,45 Park Lane
4.5,,,1 Hotel Brooklyn Bridge,New York,,TRUE,+1 833-625-6111,360,"60 Furman Street, Brooklyn"
4.5,,,1 Hotel Central Park,New York,,TRUE,+1 212-703-2001,1680,1414 6th Avenue
4.3,,,11 Howard,New York,,FALSE,+1 212-235-1111,544,11 Howard Street
4,,,6 Columbus Hotel,New York,,TRUE,+1 212-204-3000,1440,308 West 58th Street
4.5,,,Ac Hotel New York Times Square,New York,,FALSE,+1 212-398-2700,280,260 West 40th Street
4.3,,,Ace Hotel,New York,,TRUE,+1 212-991-0551,720,20 West 29th Street
3.9,,,Adria Hotel & Conference Center,New York,,FALSE,+1 718-631-5900,648,"221-17 Northern Boulevard, Bayside"
4.4,,,Aka Central Park,New York,,FALSE,+1 646-744-3100,1536,42 West 58th Street
4.4,,,Aka Times Square,New York,,TRUE,+1 212-764-5700,1440,123 West 44th Street
4.6,,,Aka Wall Street,New York,,FALSE,+1 212-252-9090,832,84 William Street
4.5,,,1 Hotel Brooklyn Bridge,New York,,TRUE,+1 833-625-6111,1488,"60 Furman Street, Brooklyn"
4.3,,,11 Howard,New York,,FALSE,+1 212-235-1111,3024,11 Howard Street
4.5,,,Ac Hotel New York Times Square,New York,,FALSE,+1 212-398-2700,2376,260 West 40th Street
4.3,,,Ace Hotel,New York,,TRUE,+1 212-991-0551,912,20 West 29th Street
4.4,,,Aka Times Square,New York,,TRUE,+1 212-764-5700,1656,123 West 44th Street
4.6,,,Aka Wall Street,New York,,FALSE,+1 212-252-9090,2772,84 William Street
4.5,,,1 Hotel Brooklyn Bridge,New York,,TRUE,+1 833-625-6111,1320,"60 Furman Street, Brooklyn"
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,1824,"6 Rue Gustave Charpentier, 75017"
4.6,,,Amastan Paris,Paris,,FALSE,+33 1 49 52 99 70,384,"34 Rue Jean Mermoz, 75008"
3.4,,,Aparthotel Adagio Access Paris La Villette,Paris,,TRUE,+33 1 44 72 42 00,864,"28bis Avenue Corentin Cariou, 75019"
4.1,,,Aparthotel Adagio Paris Montmartre,Paris,,TRUE,+33 1 42 57 14 55,800,"10 Place Charles Dullin, 75018"
3.7,,,Austin'S Saint Lazare HoTel,Paris,,FALSE,+33 1 48 74 48 71,288,"26 Rue d'Amsterdam, 75009"
3.7,,,Avalon Hotel Paris Gare Du Nord,Paris,,TRUE,+33 1 42 85 50 00,315,"131 Boulevard de Magenta, 75010"
3.6,,,Best Western Bretagne Montparnasse,Paris,,FALSE,+33 1 45 38 52 59,690,"33 Rue Raymond Losserand, 75014"
4.4,,,Bob Hotel By Elegancia,Paris,,FALSE,+33 1 40 43 02 33,588,"30 Rue Pernety, 75014"
4.1,,,Brach Paris,Paris,,FALSE,+33 1 44 30 10 00,1728,"1-7 Rue Jean Richepin, 75016"
4.5,,,Buddha-Bar Hotel Paris,Paris,,TRUE,+33 1 83 96 88 88,2520,"4 Rue d'Anjou, 75008"
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,576,"6 Rue Gustave Charpentier, 75017"
4.5,,,1 Hotel Brooklyn Bridge,New York,,TRUE,+1 833-625-6111,2352,"60 Furman Street, Brooklyn"
4.2,,,28 Hotel Sydney,Sydney,,FALSE,+61 2 9102 2828,1512,"28 Regent Street, Chippendale New South Wales 2008, Australia"
4,,,57 Hotel,Sydney,,FALSE,+61 2 9011 5756,264,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
4.3,,,Adina Apartment Hotel Bondi Beach Sydney,Sydney,,FALSE,+61 2 9300 4800,880,"69/73 Hall Street, Bondi Beach New South Wales 2026, Australia"
4,,,Adina Apartment Hotel Coogee Sydney,Sydney,,FALSE,+61 2 9578 6000,1092,"183 Coogee Bay Road, Coogee New South Wales 2034, Australia"
4.3,,,Adina Apartment Hotel Sydney Airport,Sydney,,FALSE,+61 2 9381 2000,504,"17 Bourke Road, Mascot New South Wales 2020, Australia"
4.2,,,Adina Apartment Hotel Sydney Central,Sydney,,FALSE,+61 2 8396 9800,1280,"2 Lee Street, Haymarket New South Wales 2000, Australia"
4.1,,,Adina Apartment Hotel Sydney Darling Harbour,Sydney,,FALSE,+61 2 9249 7000,348,55 Shelley Street
4.2,,,Adina Apartment Hotel Sydney Surry Hills,Sydney,,FALSE,+61 2 8302 1000,1728,"359 Crown Street, Surry Hills New South Wales 2010, Australia"
4,,,Adina Apartment Hotel Sydney Town Hall,Sydney,,FALSE,+61 2 9274 0000,240,511 Kent Street
3.6,,,Adina Serviced Apartments Sydney Martin Place (Formerly Medina),Sydney,,FALSE,+61 1300 633 462,1620,1 Hosking Place
4,,,57 Hotel,Sydney,,FALSE,+61 2 9011 5756,1944,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
4.4,,,Ac Hotel By Marriott Beverly Hills,Los Angeles,,FALSE,+1 323-852-7000,736,6399 Wilshire Boulevard
3.9,,,Airtel Plaza Hotel,Los Angeles,,TRUE,+1 800-224-7835,420,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
4.1,,,Banana Bungalow - Hollywood Hostel,Los Angeles,,FALSE,+1 323-469-2500,200,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
4.2,,,Best Western Burbank Airport Inn,Los Angeles,,FALSE,+1 818-765-2900,1680,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
4,,,Best Western Hollywood Plaza Inn,Los Angeles,,FALSE,+1 323-851-1800,120,"2011 North Highland Avenue, Hollywood, California 90068, United States"
3.8,,,Best Western Los Angeles Worldport Hotel,Los Angeles,,FALSE,+1 310-834-3400,408,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States"
4.1,,,Best Western Plus Dragon Gate Inn,Los Angeles,,TRUE,+1 213-617-3077,1680,818 North Hill Street
4.2,,,Best Western Plus Hollywood Hills Hotel,Los Angeles,,FALSE,+1 323-464-5181,1736,"6141 Franklin Avenue, Hollywood, California 90028, United States"
4.2,,,Best Western Plus San Pedro Hotel & Suites,Los Angeles,,FALSE,+1 310-514-1414,840,"111 South Gaffey Street, San Pedro, California 90731, United States"
4.2,,,Beverly Hills Marriott,Los Angeles,,FALSE,+1 310-553-6561,2268,1150 South Beverly Drive
4,,,Aloft Philadelphia Airport,Philadelphia,,TRUE,+1 267-298-1700,1248,4301 Island Avenue
4.4,,,Aloft Philadelphia Downtown,Philadelphia,,TRUE,+1 215-607-2020,396,101 North Broad Street
3.8,,,Four Points By Sheraton Philadelphia Airport,Philadelphia,,TRUE,+1 215-492-0400,216,4101A Island Avenue
4.4,,,Hilton Philadelphia At Penn'S Landing,Philadelphia,,TRUE,+1 215-521-6500,552,201 South Christopher Columbus Boulevard
4.3,,,"Home2 Suites By Hilton Philadelphia - Convention Center, Pa",Philadelphia,,TRUE,+1 215-627-1850,432,1200 Arch Street
4.5,,,Kimpton Hotel Monaco Philadelphia,Philadelphia,,TRUE,+1 855-295-2355,1224,433 Chestnut Street
4.3,,,Le MeRidien Philadelphia,Philadelphia,,TRUE,+1 215-422-8200,192,1421 Arch Street
4.2,,,Renaissance Philadelphia Downtown Hotel,Philadelphia,,TRUE,+1 800-468-3571,600,401 Chestnut Street
4.2,,,Sheraton Philadelphia Society Hill Hotel,Philadelphia,,TRUE,+1 215-238-6000,148,One Dock Street
4.1,,,Sheraton Philadelphia University City Hotel,Philadelphia,,TRUE,+1 215-387-8000,448,3549 Chestnut Street
3.8,,,Four Points By Sheraton Philadelphia Airport,Philadelphia,,TRUE,+1 215-492-0400,1638,4101A Island Avenue
4.2,,,Renaissance Philadelphia Downtown Hotel,Philadelphia,,TRUE,+1 800-468-3571,1568,401 Chestnut Street
4.2,,,Sheraton Philadelphia Society Hill Hotel,Philadelphia,,TRUE,+1 215-238-6000,2304,One Dock Street
4.4,,,Aloft Philadelphia Downtown,Philadelphia,,TRUE,+1 215-607-2020,1260,101 North Broad Street
3.4,,,Aparthotel Adagio Access Paris La Villette,Paris,,TRUE,+33 1 44 72 42 00,69,"28bis Avenue Corentin Cariou, 75019"
3.5,,,Amsterdam Hostel San Francisco,San Francisco,,FALSE,+1 415-673-3277,1116,749 Taylor Street
4.4,,,Argonaut Hotel,San Francisco,,TRUE,+1 415-563-0800,1200,495 Jefferson Street
4.4,,,Beck'S Motor Lodge,San Francisco,,FALSE,+1 415-621-8212,2184,2222 Market Street
2.6,,,Bei Hotel San Francisco,San Francisco,,TRUE,+1 415-626-6103,608,50 8th Street
4,,,Beresford Arms Hotel,San Francisco,,TRUE,+1 415-673-2600,92,701 Post Street
3.6,,,Casa Loma Hotel,San Francisco,,FALSE,+1 415-552-7100,504,610 Fillmore Street
4.3,,,Chancellor Hotel On Union Square,San Francisco,,FALSE,+1 415-362-2004,1160,433 Powell Street
4.1,,,Chelsea,San Francisco,,FALSE,+1 415-563-5600,1152,2095 Lombard Street
3.9,,,Comfort Inn By The Bay,San Francisco,,FALSE,+1 415-928-5000,828,2775 Van Ness Avenue
4.3,,,Cornell Hotel De France,San Francisco,,FALSE,+1 415-421-3154,640,715 Bush Street
3.5,,,Amsterdam Hostel San Francisco,San Francisco,,FALSE,+1 415-673-3277,504,749 Taylor Street
4.5,,,Ace Hotel Seattle,Seattle,,TRUE,+1 206-448-4721,840,2423 1st Avenue
3.8,,,Four Points By Sheraton Philadelphia Airport,Philadelphia,,TRUE,+1 215-492-0400,1344,4101A Island Avenue
3.5,,,Amsterdam Hostel San Francisco,San Francisco,,FALSE,+1 415-673-3277,1188,749 Taylor Street
4.3,,,Doubletree By Hilton Hotel San Pedro - Port Of Los Angeles,Los Angeles,,TRUE,+1 310-514-3344,1248,"2800 Via Cabrillo-Marina, San Pedro, California 90731, United States"
3.7,,,Four Points By Sheraton Los Angeles International Airport,Los Angeles,,TRUE,+1 310-645-4600,312,9750 Airport Boulevard
4.6,,,Four Seasons Hotel Los Angeles At Beverly Hills,Los Angeles,,TRUE,+1 310-273-2222,680,300 Doheny Drive
4.3,,,Freehand Los Angeles,Los Angeles,,TRUE,+1 213-612-0021,1160,416 West 8th Street
4.1,,,Holiday Inn Los Angeles Gateway - Torrance,Los Angeles,,TRUE,+1 310-781-9100,80,"19800 South Vermont Avenue, Torrance, California 90502, United States"
4.5,,,Hotel Indigo Los Angeles Downtown,Los Angeles,,TRUE,+1 213-232-8800,720,899 Francisco Street
4.1,,,Hotel Mdr Marina Del Rey - A Doubletree By Hilton,Los Angeles,,TRUE,+1 310-822-8555,1480,"13480 Maxella Avenue, Marina del Rey, California 90292, United States"
4.5,,,Intercontinental Los Angeles Downtown,Los Angeles,,TRUE,+1 213-688-7777,528,900 Wilshire Boulevard
3.9,,,Airtel Plaza Hotel,Los Angeles,,TRUE,+1 800-224-7835,1260,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
3.5,,,Abercorn House,London,,FALSE,+44 20 8563 8692,768,28-30 Bute Gardens
4.3,,,Adina Apartment Hotel Bondi Beach Sydney,Sydney,,FALSE,+61 2 9300 4800,864,"69/73 Hall Street, Bondi Beach New South Wales 2026, Australia"
4,,,Adina Apartment Hotel Coogee Sydney,Sydney,,FALSE,+61 2 9578 6000,1800,"183 Coogee Bay Road, Coogee New South Wales 2034, Australia"
4.2,,,Adina Apartment Hotel Sydney Central,Sydney,,FALSE,+61 2 8396 9800,1584,"2 Lee Street, Haymarket New South Wales 2000, Australia"
4.1,,,Adina Apartment Hotel Sydney Darling Harbour,Sydney,,FALSE,+61 2 9249 7000,888,55 Shelley Street
4,,,Adina Apartment Hotel Sydney Town Hall,Sydney,,FALSE,+61 2 9274 0000,1728,511 Kent Street
4.2,,,28 Hotel Sydney,Sydney,,FALSE,+61 2 9102 2828,840,"28 Regent Street, Chippendale New South Wales 2008, Australia"
4.3,,,Bahia Resort Hotel,San Diego,,TRUE,+1 858-539-8666,936,998 West Mission Bay Drive
3.8,,,Best Western Mission Bay,San Diego,,TRUE,+1 619-275-5700,1755,2575 Clairemont Drive
4.3,,,Best Western Plus Bayside Inn,San Diego,,FALSE,+1 619-233-7500,1000,555 West Ash Street
