car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
Prius,2019-03-08,Paris,2019-03-07,Charles de Gaulle International Airport,13:30,28,Standard
Sentra,2019-03-08,Paris,2019-03-07,Charles de Gaulle International Airport,13:30,38,Standard
Accord,2019-03-08,,2019-03-07,Charles de Gaulle International Airport,13:30,29,Standard
Accord,2019-03-14,New York,2019-03-12,Grand Central Station,12:00,58,Standard
Altima,2019-03-14,New York,2019-03-12,Port Authority Station,12:00,64,Standard
Camry,2019-03-14,New York,2019-03-12,JFK International Airport,12:00,64,Standard
Civic,2019-03-14,New York,2019-03-12,JFK International Airport,12:00,74,Standard
Corolla,2019-03-14,New York,2019-03-12,Grand Central Station,12:00,62,Standard
Elantra,2019-03-14,New York,2019-03-12,Port Authority Station,12:00,64,Standard
Prius,2019-03-14,New York,2019-03-12,Port Authority Station,12:00,64,Standard
Accord,2019-03-14,,2019-03-12,Grand Central Station,12:00,58,Standard
Civic,2019-03-12,Seattle,2019-03-11,King Street Station,12:00,26,Standard
Elantra,2019-03-12,Seattle,2019-03-11,King Street Station,12:00,30,Standard
Fusion,2019-03-12,Seattle,2019-03-11,King Street Station,12:00,30,Standard
Prius,2019-03-12,Seattle,2019-03-11,King Street Station,12:00,24,Standard
Civic,2019-03-12,,2019-03-11,King Street Station,12:00,26,Standard
Camry,2019-03-06,Atlanta,2019-03-04,Hartsfield-Jackson International Airport,13:30,60,Standard
Cruze,2019-03-06,Atlanta,2019-03-04,Hartsfield-Jackson International Airport,13:30,64,Standard
Prius,2019-03-06,Atlanta,2019-03-04,Peachtree Station,13:30,56,Standard
Sentra,2019-03-06,Atlanta,2019-03-04,Hartsfield-Jackson International Airport,13:30,64,Standard
Camry,2019-03-06,,2019-03-04,Hartsfield-Jackson International Airport,13:30,60,Standard
Fit,2019-03-07,Los Angeles,2019-03-06,Union Station,10:30,26,Compact
GTI,2019-03-07,Los Angeles,2019-03-06,Union Station,10:30,26,Compact
Fit,2019-03-07,,2019-03-06,Union Station,10:30,26,Compact
Accord,2019-03-13,Portland,2019-03-11,PDX International Airport,18:30,68,Standard
Camry,2019-03-13,Portland,2019-03-11,Portland Bus Station,18:30,58,Standard
Civic,2019-03-13,Portland,2019-03-11,PDX International Airport,18:30,64,Standard
Cruze,2019-03-13,Portland,2019-03-11,PDX International Airport,18:30,58,Standard
Prius,2019-03-13,Portland,2019-03-11,PDX International Airport,18:30,66,Standard
Sentra,2019-03-13,Portland,2019-03-11,Portland Bus Station,18:30,54,Standard
Accord,2019-03-13,,2019-03-11,PDX International Airport,18:30,68,Standard
Camry,2019-03-11,Los Angeles,2019-03-10,LAX International Airport,14:00,31,Standard
Civic,2019-03-11,Los Angeles,2019-03-10,Union Station,14:00,28,Standard
Corolla,2019-03-11,Los Angeles,2019-03-10,LAX International Airport,14:00,24,Standard
Cruze,2019-03-11,Los Angeles,2019-03-10,Union Station,14:00,26,Standard
Elantra,2019-03-11,Los Angeles,2019-03-10,LAX International Airport,14:00,28,Standard
Fusion,2019-03-11,Los Angeles,2019-03-10,LAX International Airport,14:00,36,Standard
Camry,2019-03-11,,2019-03-10,LAX International Airport,14:00,31,Standard
Accord,2019-03-10,Washington,2019-03-09,Union Station,15:00,34,Standard
Camry,2019-03-10,Washington,2019-03-09,Dulles International Airport,15:00,36,Standard
Civic,2019-03-10,Washington,2019-03-09,Union Station,15:00,30,Standard
Prius,2019-03-10,Washington,2019-03-09,Dulles International Airport,15:00,33,Standard
Accord,2019-03-10,,2019-03-09,Union Station,15:00,34,Standard
Camry,2019-03-05,Atlanta,2019-03-04,Hartsfield-Jackson International Airport,14:00,35,Standard
Cruze,2019-03-05,Atlanta,2019-03-04,Hartsfield-Jackson International Airport,14:00,36,Standard
Prius,2019-03-05,Atlanta,2019-03-04,Peachtree Station,14:00,29,Standard
Sentra,2019-03-05,Atlanta,2019-03-04,Hartsfield-Jackson International Airport,14:00,33,Standard
Camry,2019-03-05,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,14:00,68,Standard
Cruze,2019-03-05,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,14:00,60,Standard
Prius,2019-03-05,Atlanta,2019-03-03,Peachtree Station,14:00,50,Standard
Cruze,2019-03-05,,2019-03-03,Hartsfield-Jackson International Airport,14:00,60,Standard
Civic,2019-03-10,New York,2019-03-03,JFK International Airport,18:30,189,Standard
Corolla,2019-03-10,New York,2019-03-03,Grand Central Station,18:30,203,Standard
Civic,2019-03-10,,2019-03-03,JFK International Airport,18:30,189,Standard
Corolla,2019-03-08,Sydney,2019-03-06,Kingsford Smith International Airport,16:30,70,Standard
Cruze,2019-03-08,Sydney,2019-03-06,Kingsford Smith International Airport,16:30,60,Standard
Elantra,2019-03-08,Sydney,2019-03-06,Kingsford Smith International Airport,16:30,58,Standard
Fusion,2019-03-08,Sydney,2019-03-06,Kingsford Smith International Airport,16:30,74,Standard
Corolla,2019-03-08,,2019-03-06,Kingsford Smith International Airport,16:30,70,Standard
Accord,2019-03-13,New York,2019-03-10,Grand Central Station,12:30,81,Standard
Altima,2019-03-13,New York,2019-03-10,Port Authority Station,12:30,105,Standard
Camry,2019-03-13,New York,2019-03-10,JFK International Airport,12:30,72,Standard
Civic,2019-03-13,New York,2019-03-10,JFK International Airport,12:30,117,Standard
Corolla,2019-03-13,New York,2019-03-10,Grand Central Station,12:30,99,Standard
Elantra,2019-03-13,New York,2019-03-10,Port Authority Station,12:30,93,Standard
Prius,2019-03-13,New York,2019-03-10,Port Authority Station,12:30,81,Standard
Bolt,2019-03-13,New York,2019-03-10,Port Authority Station,12:30,78,Compact
Cooper,2019-03-13,New York,2019-03-10,JFK International Airport,12:30,87,Compact
Fit,2019-03-13,New York,2019-03-10,Grand Central Station,12:30,87,Compact
Forte,2019-03-13,New York,2019-03-10,Port Authority Station,12:30,81,Compact
Golf,2019-03-13,New York,2019-03-10,Port Authority Station,12:30,81,Compact
Leaf,2019-03-13,New York,2019-03-10,Port Authority Station,12:30,72,Compact
Bolt,2019-03-13,New York,2019-03-07,Port Authority Station,12:30,132,Compact
Cooper,2019-03-13,New York,2019-03-07,JFK International Airport,12:30,180,Compact
Fit,2019-03-13,New York,2019-03-07,Grand Central Station,12:30,174,Compact
Forte,2019-03-13,New York,2019-03-07,JFK International Airport,12:30,180,Compact
Golf,2019-03-13,New York,2019-03-07,Port Authority Station,12:30,150,Compact
Cooper,2019-03-13,,2019-03-07,JFK International Airport,12:30,180,Compact
Altima,2019-03-14,San Francisco,2019-03-11,SFO International Airport,20:00,81,Standard
Cruze,2019-03-14,San Francisco,2019-03-11,SFO International Airport,20:00,126,Standard
Fusion,2019-03-14,San Francisco,2019-03-11,SFO International Airport,20:00,93,Standard
Prius,2019-03-14,San Francisco,2019-03-11,SFO International Airport,20:00,102,Standard
Altima,2019-03-14,,2019-03-11,SFO International Airport,20:00,81,Standard
Altima,2019-03-07,San Francisco,2019-03-06,SFO International Airport,13:30,29,Standard
Civic,2019-03-07,San Francisco,2019-03-06,Salesforce Transit Center,13:30,29,Standard
Cruze,2019-03-07,San Francisco,2019-03-06,SFO International Airport,13:30,37,Standard
Fusion,2019-03-07,San Francisco,2019-03-06,SFO International Airport,13:30,27,Standard
Prius,2019-03-07,San Francisco,2019-03-06,SFO International Airport,13:30,42,Standard
Sentra,2019-03-07,San Francisco,2019-03-06,Salesforce Transit Center,13:30,30,Standard
Civic,2019-03-07,,2019-03-06,Salesforce Transit Center,13:30,29,Standard
Accord,2019-03-05,New York,2019-03-04,Grand Central Station,12:00,24,Standard
Altima,2019-03-05,New York,2019-03-04,Port Authority Station,12:00,26,Standard
Bolt,2019-03-05,New York,2019-03-04,Port Authority Station,12:00,24,Compact
Camry,2019-03-05,New York,2019-03-04,JFK International Airport,12:00,36,Standard
Cherokee,2019-03-05,New York,2019-03-04,Grand Central Station,12:00,38,Full-size
Civic,2019-03-05,New York,2019-03-04,JFK International Airport,12:00,33,Standard
Cooper,2019-03-05,New York,2019-03-04,JFK International Airport,12:00,28,Compact
Corolla,2019-03-05,New York,2019-03-04,Grand Central Station,12:00,27,Standard
Elantra,2019-03-05,New York,2019-03-04,Port Authority Station,12:00,31,Standard
Equinox,2019-03-05,New York,2019-03-04,Port Authority Station,12:00,42,Full-size
Accord,2019-03-05,,2019-03-04,Grand Central Station,12:00,24,Standard
Forester,2019-03-12,Washington,2019-03-09,Union Station,19:30,123,Full-size
Rogue,2019-03-12,Washington,2019-03-09,Union Station,19:30,108,Full-size
Forester,2019-03-12,,2019-03-09,Union Station,19:30,123,Full-size
Bolt,2019-03-07,Vancouver,2019-03-06,YVR International Airport,18:00,26,Compact
Cooper,2019-03-07,Vancouver,2019-03-06,YVR International Airport,18:00,26,Compact
Fit,2019-03-07,Vancouver,2019-03-06,YVR International Airport,18:00,29,Compact
Forte,2019-03-07,Vancouver,2019-03-06,Pacific Central Station,18:00,27,Compact
Golf,2019-03-07,Vancouver,2019-03-06,Pacific Central Station,18:00,21,Compact
Bolt,2019-03-07,,2019-03-06,YVR International Airport,18:00,26,Compact
Camry,2019-03-07,San Diego,2019-03-06,SAN International Airport,12:30,41,Standard
Elantra,2019-03-07,San Diego,2019-03-06,SAN International Airport,12:30,32,Standard
Fusion,2019-03-07,San Diego,2019-03-06,SAN International Airport,12:30,36,Standard
Accord,2019-03-07,San Diego,2019-03-06,Santa Fe Depot,13:00,32,Standard
Civic,2019-03-07,San Diego,2019-03-06,Santa Fe Depot,13:00,26,Standard
Sentra,2019-03-07,San Diego,2019-03-06,Santa Fe Depot,13:00,31,Standard
Camry,2019-03-07,,2019-03-06,SAN International Airport,12:30,41,Standard
Accord,2019-03-03,Phoenix,2019-03-02,Sky Harbor International Airport,14:00,27,Standard
Camry,2019-03-03,Phoenix,2019-03-02,Sky Harbor International Airport,14:00,30,Standard
Prius,2019-03-03,Phoenix,2019-03-02,Sky Harbor International Airport,14:00,30,Standard
Accord,2019-03-03,,2019-03-02,Sky Harbor International Airport,14:00,27,Standard
Camry,2019-03-11,Los Angeles,2019-03-08,LAX International Airport,18:00,102,Standard
Civic,2019-03-11,Los Angeles,2019-03-08,Union Station,18:00,96,Standard
Corolla,2019-03-11,Los Angeles,2019-03-08,LAX International Airport,18:00,90,Standard
Cruze,2019-03-11,Los Angeles,2019-03-08,Union Station,18:00,72,Standard
Elantra,2019-03-11,Los Angeles,2019-03-08,LAX International Airport,18:00,93,Standard
Fusion,2019-03-11,Los Angeles,2019-03-08,LAX International Airport,18:00,105,Standard
Camry,2019-03-11,,2019-03-08,LAX International Airport,18:00,102,Standard
Accord,2019-03-12,Washington,2019-03-11,Union Station,19:30,29,Standard
Civic,2019-03-12,Washington,2019-03-11,Union Station,19:30,26,Standard
Accord,2019-03-12,,2019-03-11,Union Station,19:30,29,Standard
Accord,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,18:30,33,Standard
Cruze,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,18:30,36,Standard
Prius,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,18:30,29,Standard
Sentra,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,18:30,36,Standard
Prius,2019-03-03,,2019-03-02,Charles de Gaulle International Airport,18:30,29,Standard
Accord,2019-03-11,Chicago,2019-03-09,O'Hare International Airport,16:30,66,Standard
Altima,2019-03-11,Chicago,2019-03-09,O'Hare International Airport,16:30,70,Standard
Fusion,2019-03-11,Chicago,2019-03-09,Chicago Union Station,16:30,62,Standard
Prius,2019-03-11,Chicago,2019-03-09,O'Hare International Airport,16:30,60,Standard
Sentra,2019-03-11,Chicago,2019-03-09,Chicago Union Station,16:30,62,Standard
Accord,2019-03-11,,2019-03-09,O'Hare International Airport,16:30,66,Standard
Accord,2019-03-08,Chicago,2019-03-07,O'Hare International Airport,20:00,33,Standard
Altima,2019-03-08,Chicago,2019-03-07,O'Hare International Airport,20:00,37,Standard
Prius,2019-03-08,Chicago,2019-03-07,O'Hare International Airport,20:00,28,Standard
CR-V,2019-03-08,Chicago,2019-03-07,O'Hare International Airport,19:30,41,Full-size
RAV4,2019-03-08,Chicago,2019-03-07,O'Hare International Airport,19:30,42,Full-size
CR-V,2019-03-08,,2019-03-07,O'Hare International Airport,19:30,41,Full-size
Cooper,2019-03-12,San Francisco,2019-03-10,SFO International Airport,10:30,56,Compact
Forte,2019-03-12,San Francisco,2019-03-10,SFO International Airport,10:30,56,Compact
GTI,2019-03-12,San Francisco,2019-03-10,SFO International Airport,10:30,58,Compact
Leaf,2019-03-12,San Francisco,2019-03-10,SFO International Airport,10:30,56,Compact
Cooper,2019-03-12,,2019-03-10,SFO International Airport,10:30,56,Compact
Civic,2019-03-08,Seattle,2019-03-06,Seattle-Tacoma International Airport,17:00,68,Standard
Elantra,2019-03-08,Seattle,2019-03-06,King Street Station,17:00,58,Standard
Fusion,2019-03-08,Seattle,2019-03-06,King Street Station,17:00,68,Standard
Prius,2019-03-08,Seattle,2019-03-06,Seattle-Tacoma International Airport,17:00,64,Standard
Sentra,2019-03-08,Seattle,2019-03-06,Seattle-Tacoma International Airport,17:00,62,Standard
Civic,2019-03-08,,2019-03-06,Seattle-Tacoma International Airport,17:00,68,Standard
Corolla,2019-03-14,Mexico City,2019-03-13,Benito Juarez International Airport,18:30,21,Standard
Prius,2019-03-14,Mexico City,2019-03-13,Benito Juarez International Airport,18:30,24,Standard
Sentra,2019-03-14,Mexico City,2019-03-13,Benito Juarez International Airport,18:30,23,Standard
Corolla,2019-03-14,,2019-03-13,Benito Juarez International Airport,18:30,21,Standard
Accord,2019-03-08,New York,2019-03-06,Grand Central Station,18:30,54,Standard
Camry,2019-03-08,New York,2019-03-06,JFK International Airport,18:30,66,Standard
Civic,2019-03-08,New York,2019-03-06,JFK International Airport,18:30,64,Standard
Corolla,2019-03-08,New York,2019-03-06,Grand Central Station,18:30,60,Standard
Elantra,2019-03-08,New York,2019-03-06,JFK International Airport,18:30,68,Standard
Camry,2019-03-08,,2019-03-06,JFK International Airport,18:30,66,Standard
Altima,2019-03-09,New York,2019-03-07,Port Authority Station,10:30,60,Standard
Camry,2019-03-09,New York,2019-03-07,JFK International Airport,10:30,62,Standard
Civic,2019-03-09,New York,2019-03-07,JFK International Airport,10:30,68,Standard
Corolla,2019-03-09,New York,2019-03-07,JFK International Airport,10:30,54,Standard
Elantra,2019-03-09,New York,2019-03-07,Port Authority Station,10:30,64,Standard
Prius,2019-03-09,New York,2019-03-07,Port Authority Station,10:30,60,Standard
Cherokee,2019-03-09,New York,2019-03-07,Grand Central Station,12:00,64,Full-size
Equinox,2019-03-09,New York,2019-03-07,Port Authority Station,12:00,94,Full-size
Escape,2019-03-09,New York,2019-03-07,JFK International Airport,12:00,88,Full-size
Forester,2019-03-09,New York,2019-03-07,Grand Central Station,12:00,76,Full-size
Tucson,2019-03-09,New York,2019-03-07,Port Authority Station,12:00,76,Full-size
Cherokee,2019-03-09,,2019-03-07,Grand Central Station,12:00,64,Full-size
Accord,2019-03-07,Paris,2019-03-04,Charles de Gaulle International Airport,12:00,99,Standard
Cruze,2019-03-07,Paris,2019-03-04,Charles de Gaulle International Airport,12:00,93,Standard
Prius,2019-03-07,Paris,2019-03-04,Charles de Gaulle International Airport,12:00,96,Standard
Sentra,2019-03-07,Paris,2019-03-04,Charles de Gaulle International Airport,12:00,87,Standard
Accord,2019-03-07,,2019-03-04,Charles de Gaulle International Airport,12:00,99,Standard
Accord,2019-03-06,Phoenix,2019-03-04,Sky Harbor International Airport,15:00,72,Standard
Camry,2019-03-06,Phoenix,2019-03-04,Sky Harbor International Airport,15:00,56,Standard
Prius,2019-03-06,Phoenix,2019-03-04,Sky Harbor International Airport,15:00,76,Standard
Accord,2019-03-06,,2019-03-04,Sky Harbor International Airport,15:00,72,Standard
Accord,2019-03-10,Vancouver,2019-03-06,YVR International Airport,18:30,144,Standard
Altima,2019-03-10,Vancouver,2019-03-06,YVR International Airport,18:30,156,Standard
Corolla,2019-03-10,Vancouver,2019-03-06,YVR International Airport,18:30,144,Standard
Cruze,2019-03-10,Vancouver,2019-03-06,Pacific Central Station,18:30,108,Standard
Elantra,2019-03-10,Vancouver,2019-03-06,YVR International Airport,18:30,156,Standard
Prius,2019-03-10,Vancouver,2019-03-06,Pacific Central Station,18:30,124,Standard
Sentra,2019-03-10,Vancouver,2019-03-06,Pacific Central Station,18:30,120,Standard
Accord,2019-03-10,,2019-03-06,YVR International Airport,18:30,144,Standard
Camry,2019-03-03,Los Angeles,2019-03-02,LAX International Airport,18:00,34,Standard
Civic,2019-03-03,Los Angeles,2019-03-02,Union Station,18:00,33,Standard
Corolla,2019-03-03,Los Angeles,2019-03-02,LAX International Airport,18:00,30,Standard
Cruze,2019-03-03,Los Angeles,2019-03-02,Union Station,18:00,31,Standard
Elantra,2019-03-03,Los Angeles,2019-03-02,LAX International Airport,18:00,30,Standard
Fusion,2019-03-03,Los Angeles,2019-03-02,LAX International Airport,18:00,32,Standard
Camry,2019-03-03,,2019-03-02,LAX International Airport,18:00,34,Standard
Altima,2019-03-09,San Francisco,2019-03-07,SFO International Airport,18:00,62,Standard
Civic,2019-03-09,San Francisco,2019-03-07,Salesforce Transit Center,18:00,64,Standard
Cruze,2019-03-09,San Francisco,2019-03-07,SFO International Airport,18:00,68,Standard
Fusion,2019-03-09,San Francisco,2019-03-07,SFO International Airport,18:00,62,Standard
Prius,2019-03-09,San Francisco,2019-03-07,SFO International Airport,18:00,68,Standard
Sentra,2019-03-09,San Francisco,2019-03-07,Salesforce Transit Center,18:00,56,Standard
Altima,2019-03-09,,2019-03-07,SFO International Airport,18:00,62,Standard
Cooper,2019-03-12,Phoenix,2019-03-07,Sky Harbor International Airport,15:30,150,Compact
GTI,2019-03-12,Phoenix,2019-03-07,Sky Harbor International Airport,15:30,145,Compact
Leaf,2019-03-12,Phoenix,2019-03-07,Sky Harbor International Airport,15:30,160,Compact
Cooper,2019-03-12,,2019-03-07,Sky Harbor International Airport,15:30,150,Compact
Civic,2019-03-06,Seattle,2019-03-04,King Street Station,18:30,66,Standard
Elantra,2019-03-06,Seattle,2019-03-04,King Street Station,18:30,60,Standard
Fit,2019-03-06,Seattle,2019-03-04,King Street Station,18:30,52,Compact
Fusion,2019-03-06,Seattle,2019-03-04,King Street Station,18:30,74,Standard
Leaf,2019-03-06,Seattle,2019-03-04,King Street Station,18:30,46,Compact
Prius,2019-03-06,Seattle,2019-03-04,King Street Station,18:30,68,Standard
RAV4,2019-03-06,Seattle,2019-03-04,King Street Station,18:30,78,Full-size
Elantra,2019-03-06,,2019-03-04,King Street Station,18:30,60,Standard
Accord,2019-03-04,Vancouver,2019-03-03,YVR International Airport,17:00,31,Standard
Altima,2019-03-04,Vancouver,2019-03-03,YVR International Airport,17:00,35,Standard
Corolla,2019-03-04,Vancouver,2019-03-03,YVR International Airport,17:00,33,Standard
Cruze,2019-03-04,Vancouver,2019-03-03,Pacific Central Station,17:00,27,Standard
Elantra,2019-03-04,Vancouver,2019-03-03,YVR International Airport,17:00,32,Standard
Prius,2019-03-04,Vancouver,2019-03-03,Pacific Central Station,17:00,30,Standard
Sentra,2019-03-04,Vancouver,2019-03-03,Pacific Central Station,17:00,31,Standard
Accord,2019-03-04,,2019-03-03,YVR International Airport,17:00,31,Standard
Camry,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,15:00,30,Standard
Cruze,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,15:00,34,Standard
Prius,2019-03-11,Atlanta,2019-03-10,Peachtree Station,15:00,31,Standard
Sentra,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,15:00,33,Standard
Cruze,2019-03-11,Atlanta,2019-03-06,Hartsfield-Jackson International Airport,15:00,145,Standard
Sentra,2019-03-11,Atlanta,2019-03-06,Peachtree Station,15:00,130,Standard
Sentra,2019-03-11,,2019-03-06,Peachtree Station,15:00,130,Standard
Accord,2019-03-07,London,2019-03-03,Gatwick International Airport,13:30,132,Standard
Altima,2019-03-07,London,2019-03-03,Heathrow International Airport,13:30,132,Standard
Cruze,2019-03-07,London,2019-03-03,Heathrow International Airport,13:30,112,Standard
Elantra,2019-03-07,London,2019-03-03,Heathrow International Airport,13:30,136,Standard
Prius,2019-03-07,London,2019-03-03,Heathrow International Airport,13:30,140,Standard
Fit,2019-03-04,London,2019-03-03,Heathrow International Airport,13:30,35,Compact
Forte,2019-03-04,London,2019-03-03,Heathrow International Airport,13:30,30,Compact
Leaf,2019-03-04,London,2019-03-03,Gatwick International Airport,13:30,27,Compact
Fit,2019-03-04,,2019-03-03,Heathrow International Airport,13:30,35,Compact
Accord,2019-03-14,Phoenix,2019-03-13,Sky Harbor International Airport,12:00,28,Standard
Camry,2019-03-14,Phoenix,2019-03-13,Sky Harbor International Airport,12:00,32,Standard
Prius,2019-03-14,Phoenix,2019-03-13,Sky Harbor International Airport,12:00,35,Standard
Accord,2019-03-14,,2019-03-13,Sky Harbor International Airport,12:00,28,Standard
Accord,2019-03-10,New York,2019-03-07,Grand Central Station,18:00,102,Standard
Altima,2019-03-10,New York,2019-03-07,Port Authority Station,18:00,84,Standard
Camry,2019-03-10,New York,2019-03-07,JFK International Airport,18:00,81,Standard
Civic,2019-03-10,New York,2019-03-07,JFK International Airport,18:00,102,Standard
Corolla,2019-03-10,New York,2019-03-07,Grand Central Station,18:00,87,Standard
Elantra,2019-03-10,New York,2019-03-07,Port Authority Station,18:00,84,Standard
Prius,2019-03-10,New York,2019-03-07,Port Authority Station,18:00,93,Standard
Accord,2019-03-10,,2019-03-07,Grand Central Station,18:00,102,Standard
Accord,2019-03-11,Chicago,2019-03-07,O'Hare International Airport,20:00,140,Standard
Altima,2019-03-11,Chicago,2019-03-07,O'Hare International Airport,20:00,148,Standard
Prius,2019-03-11,Chicago,2019-03-07,O'Hare International Airport,20:00,140,Standard
Accord,2019-03-11,,2019-03-07,O'Hare International Airport,20:00,140,Standard
Camry,2019-03-12,Los Angeles,2019-03-07,LAX International Airport,13:00,160,Standard
Elantra,2019-03-12,Los Angeles,2019-03-07,LAX International Airport,13:00,185,Standard
Civic,2019-03-12,Los Angeles,2019-03-07,Union Station,12:30,175,Standard
Corolla,2019-03-12,Los Angeles,2019-03-07,Union Station,12:30,130,Standard
Camry,2019-03-12,,2019-03-07,LAX International Airport,13:00,160,Standard
Accord,2019-03-05,Chicago,2019-03-03,O'Hare International Airport,15:00,72,Standard
Altima,2019-03-05,Chicago,2019-03-03,O'Hare International Airport,15:00,68,Standard
Fusion,2019-03-05,Chicago,2019-03-03,Chicago Union Station,15:00,66,Standard
Prius,2019-03-05,Chicago,2019-03-03,O'Hare International Airport,15:00,68,Standard
Sentra,2019-03-05,Chicago,2019-03-03,Chicago Union Station,15:00,68,Standard
Accord,2019-03-05,,2019-03-03,O'Hare International Airport,15:00,72,Standard
Accord,2019-03-03,Chicago,2019-03-02,O'Hare International Airport,15:30,33,Standard
Altima,2019-03-03,Chicago,2019-03-02,O'Hare International Airport,15:30,34,Standard
Fusion,2019-03-03,Chicago,2019-03-02,Chicago Union Station,15:30,26,Standard
Prius,2019-03-03,Chicago,2019-03-02,O'Hare International Airport,15:30,39,Standard
Sentra,2019-03-03,Chicago,2019-03-02,Chicago Union Station,15:30,32,Standard
Accord,2019-03-03,,2019-03-02,O'Hare International Airport,15:30,33,Standard
Camry,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,16:30,37,Standard
Cruze,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,16:30,31,Standard
Prius,2019-03-03,Atlanta,2019-03-02,Peachtree Station,16:30,29,Standard
Sentra,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,16:30,35,Standard
Camry,2019-03-03,,2019-03-02,Hartsfield-Jackson International Airport,16:30,37,Standard
Bolt,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,18:00,26,Compact
Fit,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,18:00,23,Compact
GTI,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,18:00,25,Compact
Golf,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,18:00,29,Compact
Bolt,2019-03-05,,2019-03-04,LAX International Airport,18:00,26,Compact
Accord,2019-03-08,London,2019-03-05,Gatwick International Airport,18:00,81,Standard
Altima,2019-03-08,London,2019-03-05,Heathrow International Airport,18:00,90,Standard
Cruze,2019-03-08,London,2019-03-05,Heathrow International Airport,18:00,111,Standard
Elantra,2019-03-08,London,2019-03-05,Heathrow International Airport,18:00,99,Standard
Prius,2019-03-08,London,2019-03-05,Heathrow International Airport,18:00,96,Standard
Accord,2019-03-08,,2019-03-05,Gatwick International Airport,18:00,81,Standard
Accord,2019-03-04,London,2019-03-02,Gatwick International Airport,12:30,54,Standard
Altima,2019-03-04,London,2019-03-02,Heathrow International Airport,12:30,74,Standard
Cruze,2019-03-04,London,2019-03-02,Heathrow International Airport,12:30,74,Standard
Elantra,2019-03-04,London,2019-03-02,Heathrow International Airport,12:30,66,Standard
Prius,2019-03-04,London,2019-03-02,Heathrow International Airport,12:30,70,Standard
Accord,2019-03-04,,2019-03-02,Gatwick International Airport,12:30,54,Standard
Camry,2019-03-04,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,15:30,72,Standard
Cruze,2019-03-04,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,15:30,62,Standard
Prius,2019-03-04,Atlanta,2019-03-02,Peachtree Station,15:30,76,Standard
Sentra,2019-03-04,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,15:30,60,Standard
Bolt,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,15:30,21,Compact
Cooper,2019-03-03,Atlanta,2019-03-02,Peachtree Station,15:30,26,Compact
Fit,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,15:30,27,Compact
Forte,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,15:30,31,Compact
GTI,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,15:30,30,Compact
Golf,2019-03-03,Atlanta,2019-03-02,Peachtree Station,15:30,27,Compact
Bolt,2019-03-03,,2019-03-02,Hartsfield-Jackson International Airport,15:30,21,Compact
Accord,2019-03-14,London,2019-03-12,Gatwick International Airport,15:30,64,Standard
Altima,2019-03-14,London,2019-03-12,Heathrow International Airport,15:30,58,Standard
Cruze,2019-03-14,London,2019-03-12,Heathrow International Airport,15:30,66,Standard
Elantra,2019-03-14,London,2019-03-12,Heathrow International Airport,15:30,68,Standard
Prius,2019-03-14,London,2019-03-12,Heathrow International Airport,15:30,64,Standard
Accord,2019-03-14,,2019-03-12,Gatwick International Airport,15:30,64,Standard
Camry,2019-03-10,Los Angeles,2019-03-07,LAX International Airport,16:30,93,Standard
Civic,2019-03-10,Los Angeles,2019-03-07,Union Station,16:30,93,Standard
Corolla,2019-03-10,Los Angeles,2019-03-07,LAX International Airport,16:30,93,Standard
Cruze,2019-03-10,Los Angeles,2019-03-07,Union Station,16:30,99,Standard
Elantra,2019-03-10,Los Angeles,2019-03-07,LAX International Airport,16:30,87,Standard
Fusion,2019-03-10,Los Angeles,2019-03-07,LAX International Airport,16:30,114,Standard
Camry,2019-03-10,,2019-03-07,LAX International Airport,16:30,93,Standard
Escape,2019-03-13,San Francisco,2019-03-12,SFO International Airport,18:00,46,Full-size
Highlander,2019-03-13,San Francisco,2019-03-12,Salesforce Transit Center,18:00,48,Full-size
Tucson,2019-03-13,San Francisco,2019-03-12,Salesforce Transit Center,18:00,50,Full-size
Escape,2019-03-13,,2019-03-12,SFO International Airport,18:00,46,Full-size
