city,date,event_name,event_type,price_per_ticket,time,venue,venue_address,number_of_tickets
Seattle,3/3/2019,Improv Camp For Teens,Theater,20,17:00,Unexpected Productions Improv,1428 Post Alley,
Seattle,3/2/2019,Improv For Content Creators,Theater,40,16:00,The Atlas Theatre,3509 Fremont Avenue North,
Seattle,3/4/2019,Improv For Everyone,Theater,20,17:30,Theater Puget Sound,"Armory, 305 Harrison Street",
Seattle,3/14/2019,Improv Happy Hour,Theater,35,18:30,Unexpected Productions Improv,1428 Post Alley,
Seattle,3/11/2019,Improv Workshop,Theater,35,17:00,Queen Anne Branch - The Seattle Public Library,400 West Garfield Street,
Seattle,3/7/2019,Maritess Zurbano Hypnotist,Theater,35,18:30,Copious,2220 Northwest Market Street,
Chicago,3/4/2019,All That He Was,Theater,55,17:30,"The Buena, Pride Arts Center",4147 North Broadway,
Chicago,3/4/2019,Casa Valentina,Theater,20,16:30,PRIDE ARTS CENTER,4139 North Broadway,
Chicago,3/4/2019,Comedysportz,Theater,30,16:00,CSz Theater Chicago,929 West Belmont Avenue,
Chicago,3/4/2019,Countess Dracula,Theater,30,19:30,Otherworld Theatre Performance Venue and Bar,3914 North Clark Street,
Chicago,3/4/2019,Dinner Detective,Theater,25,19:30,Chicago Marriott Downtown Magnificent Mile,540 North Michigan Avenue,
Chicago,3/4/2019,Drunk Shakespeare,Theater,20,16:00,The Lion Theatre,182 North Wabash Avenue,
Chicago,3/4/2019,Emma,Theater,60,18:00,Lifeline Theatre,6912 North Glenwood Avenue,
Chicago,3/4/2019,Every Brilliant Thing,Theater,45,18:00,Windy City Playhouse,3014 West Irving Park Road,
Chicago,3/4/2019,Frankenstein,Theater,50,19:30,Lookingglass Theatre Company,821 North Michigan Avenue,
Chicago,3/4/2019,Helvetica,Theater,20,17:30,Nox Arca Theatre,4001 North Ravenswood Avenue #405,
Cape Town,3/7/2019,Fiddler On The Roof,Theater,20,19:30,The Playhouse Theatre Somerset West,"Swalle Street, Golden Acre",
Cape Town,3/6/2019,Klippies Van Die Grond,Theater,20,19:30,Theatre Arts Admin Collective,"26 Wesley Street, Observatory",
Atlanta,3/3/2019,Benjamin Francis Leftwich,Music,30,19:00,Vinyl,1374 West Peachtree Street Northwest,
Atlanta,3/3/2019,Chicago,Music,35,18:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/3/2019,Gipsy Kings,Music,30,19:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/3/2019,Indigo Girls,Music,50,19:00,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
Atlanta,3/3/2019,Kaskade,Music,55,16:30,Ravine,1021 Peachtree Street Northeast,
Atlanta,3/3/2019,Mark Knopfler,Music,25,17:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/3/2019,Maxwell,Music,20,19:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/3/2019,Ra Ra Riot,Music,30,19:00,The Loft,1374 West Peachtree Street Northwest,
Portland,3/9/2019,Annual School Performance,Theater,30,19:00,Newmark Theatre,1111 Southwest Broadway,
Portland,3/9/2019,Beirut By Alan Bowne,Theater,60,16:30,Shoe Box Theater,2110 Southeast 10th Avenue,
Portland,3/9/2019,Escaped Alone,Theater,30,17:30,Shaking the Tree Theatre,823 Southeast Grant Street,
Portland,3/9/2019,Mala By Melinda Lopez,Theater,30,18:30,CoHo Productions,2257 Northwest Raleigh Street,
Portland,3/9/2019,Pdx Improv All Stars,Theater,35,17:00,Curious Comedy Annex,5229 Northeast Martin Luther King Junior Boulevard,
Portland,3/9/2019,Princess Ida,Theater,50,17:30,Alpenrose Opera House,6149 Southwest Shattuck Road,
Portland,3/9/2019,Red By John Logan,Theater,30,18:00,Shaking the Tree Theatre,823 Southeast Grant Street,
Portland,3/9/2019,Troilus And Cressida,Theater,35,17:30,Shaking the Tree Theatre,823 Southeast Grant Street,
Portland,3/9/2019,West Side Story,Theater,30,19:30,Dolores Winningstad Theatre,1111 Southwest Broadway,
Portland,3/3/2019,Annual School Performance,Theater,40,16:00,Newmark Theatre,1111 Southwest Broadway,
Portland,3/3/2019,Beirut By Alan Bowne,Theater,50,17:30,Shoe Box Theater,2110 Southeast 10th Avenue,
Portland,3/3/2019,Escaped Alone,Theater,45,16:30,Shaking the Tree Theatre,823 Southeast Grant Street,
Portland,3/3/2019,Heathers The Musical,Theater,40,18:30,Funhouse Lounge,2432 Southeast 11th Avenue,
Portland,3/3/2019,Mala By Melinda Lopez,Theater,25,19:30,CoHo Productions,2257 Northwest Raleigh Street,
Portland,3/3/2019,Oregon Ballet Theatre,Theater,40,19:30,Newmark Theatre,1111 Southwest Broadway,
Portland,3/3/2019,Pdx Improv All Stars,Theater,50,16:30,Curious Comedy Annex,5229 Northeast Martin Luther King Junior Boulevard,
Portland,3/3/2019,Princess Ida,Theater,30,16:30,Alpenrose Opera House,6149 Southwest Shattuck Road,
Portland,3/3/2019,Red By John Logan,Theater,50,18:00,Shaking the Tree Theatre,823 Southeast Grant Street,
Portland,3/3/2019,Summer Improv Intensive,Theater,20,17:30,Curious Comedy Theater,5225 Northeast Martin Luther King Junior Boulevard,
New York,3/13/2019,Abbi Jacobson,Music,50,19:30,Kaufmann Concert Hall,1395 Lexington Avenue,
New York,3/13/2019,Alma Deutscher,Music,25,17:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/13/2019,Ben Harper,Music,55,17:00,Pier 17,89 South Street,
New York,3/13/2019,Black Uhuru,Music,35,16:00,Sony Hall,235 West 46th Street,
New York,3/13/2019,Buddy Guy,Music,60,19:00,Sony Hall,235 West 46th Street,
New York,3/13/2019,Carbon Leaf,Music,30,16:30,Sony Hall,235 West 46th Street,
New York,3/13/2019,Crystal Method,Music,30,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",
New York,3/13/2019,Denis Matsuev,Music,55,17:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
San Rafael,3/7/2019,Cabaret Kids,Theater,20,16:30,Marin Center Showcase Theater,10 Avenue of the Flags,
San Rafael,3/7/2019,Circular By Laura Shamas,Theater,35,19:00,Altertheater Ensemble,1333 4th Street,
San Rafael,3/7/2019,Measure For Measure,Theater,35,18:30,Forest Meadows Amphitheatre,890 Belle Avenue,
San Rafael,3/7/2019,Spamalot,Theater,35,16:00,Forest Meadows Amphitheatre,890 Belle Avenue,
San Rafael,3/7/2019,Theatre Of Dreams,Theater,25,18:30,Marin Center Showcase Theater,10 Avenue of the Flags,
Portland,3/10/2019,Bastille,Music,20,17:30,Theater Of The Clouds,1016-1098 North Center Court Street,
Portland,3/2/2019,Benjamin Francis Leftwich,Music,55,19:00,The Old Church Concert Hall,1422 Southwest 11th Avenue,
Portland,3/13/2019,Bryan Adams,Music,20,18:30,Theater Of The Clouds,1016-1098 North Center Court Street,
Portland,3/4/2019,Damien Jurado,Music,25,19:30,The Old Church Concert Hall,1422 Southwest 11th Avenue,
Portland,3/6/2019,Dave Alvin Oregon,Music,35,18:30,The Old Church Concert Hall,1422 Southwest 11th Avenue,
Portland,3/14/2019,Friends,Music,50,16:00,Newmark Theatre,1111 Southwest Broadway,
Portland,3/11/2019,Nick Kroll,Music,30,18:00,Newmark Theatre,1111 Southwest Broadway,
Portland,3/5/2019,The Priests,Music,40,19:30,Polaris Hall,635 North Killingsworth Court,
New York,3/5/2019,Abbi Jacobson,Music,40,17:00,Kaufmann Concert Hall,1395 Lexington Avenue,
New York,3/5/2019,Ben Harper,Music,40,19:30,Pier 17,89 South Street,
New York,3/5/2019,Black Uhuru,Music,60,17:30,Sony Hall,235 West 46th Street,
New York,3/5/2019,Blackbear,Music,40,17:00,Pier 17,89 South Street,
New York,3/5/2019,Boston Symphony Orchestra,Music,45,16:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/5/2019,Buddy Guy,Music,35,17:00,Sony Hall,235 West 46th Street,
New York,3/5/2019,Carbon Leaf,Music,60,17:30,Sony Hall,235 West 46th Street,
New York,3/5/2019,Crooked Colours,Music,20,19:30,Rough Trade NYC,"64 North 9th Street, Brooklyn",
New York,3/5/2019,Denis Matsuev,Music,60,18:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/5/2019,Dj Gravy,Music,30,17:30,Sony Hall,235 West 46th Street,
New York,3/8/2019,Alma Deutscher,Music,45,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/8/2019,Black Uhuru,Music,25,17:00,Sony Hall,235 West 46th Street,
New York,3/8/2019,Blackbear,Music,45,16:30,Pier 17,89 South Street,
New York,3/8/2019,Boston Symphony Orchestra,Music,40,16:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/8/2019,Buddy Guy,Music,25,18:30,Sony Hall,235 West 46th Street,
New York,3/8/2019,Denis Matsuev,Music,45,16:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/8/2019,Emanuel Ax,Music,30,17:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/8/2019,Finneas,Music,40,19:30,Warsaw,"261 Driggs Avenue, Brooklyn",
New York,3/8/2019,France Rocks Festival,Music,30,17:30,Bruno Walter Auditorium,111 Amsterdam Avenue,
New York,3/8/2019,Geto Boys,Music,60,18:00,Sony Hall,235 West 46th Street,
Portland,3/2/2019,Annual School Performance,,45,17:00,Newmark Theatre,1111 Southwest Broadway,
Livermore,3/6/2019,Reo Speedwagon,Music,50,16:30,Concerts at Wente Vineyards,5050 Arroyo Road,
Livermore,3/6/2019,Reo Speedwagon,,50,16:30,Concerts at Wente Vineyards,5050 Arroyo Road,
San Diego,3/9/2019,About Time,Theater,40,16:00,Talent to aMuse Theatre Co,3919 Normal Street,
San Diego,3/9/2019,American Idiot The Musical,Theater,45,17:30,OB Playhouse & Theatre Company,4944 Newport Avenue D,
San Diego,3/3/2019,Arsenic And Old Lace,Theater,25,17:30,Northminster Presbyterian Church,4324 Clairemont Mesa Boulevard,
San Diego,3/9/2019,Dance Nation,Theater,35,17:30,Moxie Theatre,6663 El Cajon Boulevard Ste N,
San Diego,3/14/2019,Foxfire,Theater,50,19:30,Scripps Ranch Theatre,9783 Avenue of Nations,
San Diego,3/2/2019,King Lear,Theater,45,18:30,Westminster Presbyterian Church,3598 Talbot Street,
San Diego,3/5/2019,Once Upon A Mattress,Theater,20,17:00,Mission Hills United Church of Christ,4070 Jackdaw Street,
San Diego,3/14/2019,She Kills Monsters,Theater,55,18:30,Saville Theatre,"14th St &, C Street",
San Diego,3/11/2019,Speed The Plow,Theater,60,16:00,Point Loma Playhouse,3035 Talbot Street,
San Diego,3/7/2019,The Fantasticks,Theater,45,16:00,Point Loma Playhouse,3035 Talbot Street,
San Diego,3/9/2019,About Time,,40,16:00,Talent to aMuse Theatre Co,3919 Normal Street,
Los Angeles,3/7/2019,Adieu Monsieur Haffmann,,55,18:00,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
Los Angeles,3/1/2019,A Year In Dragonfly,,55,19:30,Studio C Artists,6448 California 2,
San Diego,3/12/2019,Fidlar,Music,25,16:30,The Observatory North Park,2891 University Avenue,
San Diego,3/12/2019,Hozier,Music,35,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/12/2019,Local Natives,Music,25,18:00,Music Box,1337 India Street,
San Diego,3/12/2019,Maribou State,Music,40,18:00,The Observatory North Park,2891 University Avenue,
San Diego,3/12/2019,Surf Curse,Music,25,18:30,The Observatory North Park,2891 University Avenue,
San Diego,3/12/2019,The Japanese House,Music,30,17:00,The Observatory North Park,2891 University Avenue,
San Diego,3/12/2019,The Waterboys,Music,55,17:30,The Observatory North Park,2891 University Avenue,
San Diego,3/12/2019,Through The Roots,Music,45,18:00,The Observatory North Park,2891 University Avenue,
San Diego,3/12/2019,Yungblud,Music,50,17:30,The Observatory North Park,2891 University Avenue,
San Diego,3/12/2019,Zz Top,Music,20,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/12/2019,Fidlar,,25,16:30,The Observatory North Park,2891 University Avenue,
Los Angeles,3/1/2019,Adieu Monsieur Haffmann,Theater,40,16:30,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
Los Angeles,3/1/2019,Asssscat,Theater,35,18:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/1/2019,At The Table,Theater,40,16:00,Lankershim Arts Center,5108 Lankershim Boulevard,
Los Angeles,3/1/2019,Benji Hughes,Theater,20,18:30,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/1/2019,Characters Welcome,Theater,20,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/1/2019,Good Mourning,Theater,55,19:00,The Hudson Theatres,6539 Santa Monica Boulevard,
Los Angeles,3/1/2019,Improv Nerds,Theater,50,17:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/1/2019,Lavender Men,Theater,40,19:00,Skylight Theatre Company,1816 1/2 North Vermont Avenue,
Los Angeles,3/1/2019,Legitimate Goddamn Theatre,Theater,20,17:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
New York,3/4/2019,Acting For Teens,,35,18:00,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,
Los Angeles,3/5/2019,Aldous Harding,Music,30,17:00,Lodge Room,104 North Avenue 56 2nd Floor,
Los Angeles,3/5/2019,Angel Olsen,Music,30,16:30,Palace Theatre,630 South Broadway,
Los Angeles,3/5/2019,Emeli Sande,Music,30,17:30,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/5/2019,Foy Vance,Music,20,17:30,Palace Theatre,630 South Broadway,
Los Angeles,3/5/2019,Girl In Red,Music,50,16:30,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/5/2019,Joanna Newsom,Music,20,17:30,Hollywood American Legion Post 43,2035 North Highland Avenue,
Los Angeles,3/5/2019,Jpegmafia,Music,40,17:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/5/2019,Kamasi Washington,Music,55,18:30,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/5/2019,Lcs Summer Split,Music,45,18:00,LCS Studios,12312 West Olympic Boulevard,
Los Angeles,3/5/2019,Aldous Harding,,30,17:00,Lodge Room,104 North Avenue 56 2nd Floor,
London,3/14/2019,A Right Royale Tea,,50,19:00,Amba Hotel Charing Cross,Strand,
Los Angeles,3/1/2019,Ain Gordon,Music,40,19:30,Ralph Freud Playhouse,245 Charles E Young Drive East,
Los Angeles,3/1/2019,Aldous Harding,Music,50,18:00,Lodge Room,104 North Avenue 56 2nd Floor,
Los Angeles,3/1/2019,Altin Gun,Music,20,19:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/1/2019,America,Music,35,18:00,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/1/2019,Billy Strings,Music,45,18:30,Lodge Room,104 North Avenue 56 2nd Floor,
Los Angeles,3/1/2019,Brittany Howard,Music,60,19:30,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/1/2019,Finneas,Music,30,16:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
Los Angeles,3/1/2019,Girl In Red,Music,50,16:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/1/2019,Joanna Newsom,Music,45,16:00,Hollywood American Legion Post 43,2035 North Highland Avenue,
Los Angeles,3/1/2019,Kishi Bashi,Music,25,17:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
Los Angeles,3/1/2019,Ain Gordon,,40,19:30,Ralph Freud Playhouse,245 Charles E Young Drive East,
New York,3/5/2019,Advanced Acting Scene Study,Theater,30,18:30,TGW Acting Studio,358 West 44th Street,
New York,3/5/2019,Blks,Theater,30,19:30,The Robert W. Wilson MCC Theater Space,511 West 52nd Street,
New York,3/5/2019,Broadway Buddy Mentorship Cabaret,Theater,20,18:00,Leonard Nimoy Thalia at Symphony Space,"Lower, 2537 Broadway",
New York,3/5/2019,Comedysportz,Theater,45,19:00,ComedySportz New York City,318 West 53rd Street,
New York,3/5/2019,Dead End Comedy Show,Theater,60,16:00,Erv's,"2122 Beekman Place, Brooklyn",
New York,3/5/2019,Dear Brutus,Theater,35,17:00,Shetler Studios & Theatres,244 West 54th Street,
New York,3/5/2019,Drama Group,Theater,40,19:30,Marlene Meyerson JCC Manhattan,334 Amsterdam Avenue,
New York,3/5/2019,Drunk Shakespeare,Theater,50,19:30,Drunk Shakespeare,711 7th Avenue Floor 2,
New York,3/5/2019,Advanced Acting Scene Study,,30,18:30,TGW Acting Studio,358 West 44th Street,
New York,3/10/2019,Advanced Acting Scene Study,,20,16:30,TGW Acting Studio,358 West 44th Street,
Belvedere,3/8/2019,Chanticleer Concert,Music,55,18:00,St. Stephen's Episcopal Church,3 Bayview Avenue,
Belvedere,3/8/2019,Chanticleer Concert,,55,18:00,St. Stephen's Episcopal Church,3 Bayview Avenue,
Portland,3/11/2019,Bastille,Music,30,19:00,Theater Of The Clouds,1016-1098 North Center Court Street,
Portland,3/11/2019,Bryan Adams,Music,55,17:30,Theater Of The Clouds,1016-1098 North Center Court Street,
Portland,3/11/2019,Damien Jurado,Music,55,19:30,The Old Church Concert Hall,1422 Southwest 11th Avenue,
Portland,3/11/2019,Friends,Music,55,19:00,Newmark Theatre,1111 Southwest Broadway,
Portland,3/11/2019,Bastille,,30,19:00,Theater Of The Clouds,1016-1098 North Center Court Street,
Vancouver,3/13/2019,Alice In Glitterland,,20,16:00,The Wise,1882 Adanac Street,
Portland,3/6/2019,Bastille,Music,40,16:30,Theater Of The Clouds,1016-1098 North Center Court Street,
Portland,3/6/2019,Bryan Adams,Music,35,16:00,Theater Of The Clouds,1016-1098 North Center Court Street,
Portland,3/6/2019,Friends,Music,50,17:00,Newmark Theatre,1111 Southwest Broadway,
Portland,3/6/2019,Bastille,,40,16:30,Theater Of The Clouds,1016-1098 North Center Court Street,
Toronto,3/4/2019,Funtcase,Music,40,18:30,NEST,423 College Street,
Toronto,3/4/2019,Mac Demarco,Music,30,19:30,Woodbine Park,1695 Queen Street East,
Toronto,3/4/2019,Mavis Staples,Music,55,16:00,Telus Centre for Performance and Learning,273 Bloor Street West,
Toronto,3/4/2019,Melanie Martinez,Music,25,17:00,Rebel,11 Polson Street,
Toronto,3/4/2019,Mike Epps,Music,45,19:00,Bluma Appel Theatre,"Centre for the Arts, 27 Front Street East",
Toronto,3/4/2019,Summer Walker,Music,20,19:00,Rebel,11 Polson Street,
Toronto,3/4/2019,The Interrupters,Music,40,18:30,Rebel,11 Polson Street,
Toronto,3/4/2019,Funtcase,,40,18:30,NEST,423 College Street,
Palo Alto,3/13/2019,Belarus To Brooklyn,Theater,50,16:30,Albert & Janet Schultz Cultural Arts Hall,San Antonio Road,
Palo Alto,3/13/2019,Belarus To Brooklyn,,50,16:30,Albert & Janet Schultz Cultural Arts Hall,San Antonio Road,
Toronto,3/2/2019,Anne Of Green Gables,Theater,60,19:00,Lower Ossington Theatre,100 Ossington Avenue,
Toronto,3/2/2019,Gymnologize,Theater,20,19:30,Red Sandcastle Theatre,922 Queen Street East,
Toronto,3/6/2019,Improv And Storytelling Intensive,Theater,45,17:00,The Social Capital,154 Danforth Avenue,
Toronto,3/2/2019,Knives In Hens,Theater,45,17:30,The Coal Mine Theatre,1454 Danforth Avenue,
Toronto,3/14/2019,Laughter Theatre,Theater,30,19:30,WeWork 240 Richmond St W,240 Richmond Street West,
Toronto,3/12/2019,Puffs,Theater,25,16:30,Lower Ossington Theatre,100 Ossington Avenue,
Toronto,3/14/2019,Stratford Festival Bus Tour,Theater,40,17:00,The Spa Intercontinental Toronto Centre,225 Front Street West,
Toronto,3/7/2019,Taj Express,Theater,35,18:00,Bluma Appel Theatre,"Centre for the Arts, 27 Front Street East",
Toronto,3/10/2019,Ten Minute Theatre,Theater,50,18:00,Super Wonder Gallery,584 College Street,
Toronto,3/2/2019,Anne Of Green Gables,,60,19:00,Lower Ossington Theatre,100 Ossington Avenue,
Philadelphia,3/10/2019,Anthony Green,,60,18:00,The Foundry,29 East Allen Street 2nd Floor,
New York,3/12/2019,Alma Deutscher,Music,30,17:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/12/2019,Black Uhuru,Music,25,18:30,Sony Hall,235 West 46th Street,
New York,3/12/2019,Boston Symphony Orchestra,Music,50,18:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/12/2019,Crooked Colours,Music,25,18:30,Rough Trade NYC,"64 North 9th Street, Brooklyn",
New York,3/12/2019,Denis Matsuev,Music,60,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/12/2019,Dj Gravy,Music,55,17:00,Sony Hall,235 West 46th Street,
New York,3/12/2019,Emanuel Ax,Music,60,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/12/2019,France Rocks Festival,Music,30,17:30,Bruno Walter Auditorium,111 Amsterdam Avenue,
New York,3/12/2019,Geto Boys,Music,30,19:00,Sony Hall,235 West 46th Street,
New York,3/12/2019,Governors Ball Music Festival,Music,25,19:30,Randall's Island Park,20 Randalls Island Park,
New York,3/12/2019,Alma Deutscher,,30,17:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
Atlanta,3/11/2019,Adam Ant,Music,25,17:00,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
Atlanta,3/4/2019,Benjamin Francis Leftwich,Music,45,17:30,Vinyl,1374 West Peachtree Street Northwest,
Atlanta,3/8/2019,Buddy Holly,Music,25,17:30,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
Atlanta,3/5/2019,Charlie Wilson,Music,25,16:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/14/2019,Chicago,Music,40,16:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/5/2019,Enter Shikari,Music,50,19:00,The Loft,1374 West Peachtree Street Northwest,
Atlanta,3/4/2019,Gipsy Kings,Music,30,16:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/11/2019,Indigo Girls,Music,45,16:30,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
Atlanta,3/14/2019,Kaskade,Music,30,18:30,Ravine,1021 Peachtree Street Northeast,
Atlanta,3/5/2019,Mark Knopfler,Music,35,18:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/11/2019,Adam Ant,,25,17:00,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
Sacramento,3/5/2019,Aftershock Festival,Music,20,17:30,Discovery Park,1600 Garden Highway,
Sacramento,3/5/2019,Aftershock Music Festival,Music,55,16:00,Discovery Park,1600 Garden Highway,
Sacramento,3/3/2019,Popa Chubby,Music,45,18:00,The Sofia Tsakopoulos Center for The Arts,2700 Capitol Avenue,
Sacramento,3/3/2019,Rhett And Link,Music,30,19:00,Sacramento Memorial Auditorium,1515 J Street,
Sacramento,3/11/2019,The Melvins,Music,60,19:30,Holy Diver,1517 21st Street,
Sacramento,3/6/2019,Weird Al Yankovic,Music,30,17:00,Sacramento Memorial Auditorium,1515 J Street,
Sacramento,3/1/2019,Aftershock Festival,Music,45,19:30,Discovery Park,1600 Garden Highway,
Sacramento,3/1/2019,Popa Chubby,Music,35,19:30,The Sofia Tsakopoulos Center for The Arts,2700 Capitol Avenue,
Sacramento,3/1/2019,Rhett And Link,Music,45,17:30,Sacramento Memorial Auditorium,1515 J Street,
Sacramento,3/1/2019,The Melvins,Music,35,16:30,Holy Diver,1517 21st Street,
Sacramento,3/1/2019,Rhett And Link,,45,17:30,Sacramento Memorial Auditorium,1515 J Street,
Los Angeles,3/9/2019,Ain Gordon,,60,19:00,Ralph Freud Playhouse,245 Charles E Young Drive East,
Chicago,3/11/2019,Ashe,Music,20,19:30,Chop Shop,2033 West North Avenue,
Chicago,3/4/2019,Conor Maynard,Music,60,19:00,Chop Shop,2033 West North Avenue,
Chicago,3/9/2019,Duster,Music,25,16:30,Sleeping Village,3734 West Belmont Avenue,
Chicago,3/10/2019,Lil Tjay,Music,60,16:00,Concord Music Hall,2051 North Milwaukee Avenue,
Chicago,3/6/2019,Loud Luxury,Music,60,17:30,Concord Music Hall,2051 North Milwaukee Avenue,
Chicago,3/12/2019,Mozzy,Music,25,16:30,Avondale Music Hall,3336 North Milwaukee Avenue,
Chicago,3/6/2019,My House Music Festival,Music,35,18:00,Harrison Park,1824 South Wood Street,
Chicago,3/13/2019,Sasha Sloan,Music,60,18:00,Chop Shop,2033 West North Avenue,
Chicago,3/1/2019,Wale,Music,50,19:00,Concord Music Hall,2051 North Milwaukee Avenue,
Chicago,3/11/2019,Ashe,,20,19:30,Chop Shop,2033 West North Avenue,
Philadelphia,3/13/2019,Babymetal,Music,60,19:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/13/2019,Bars And Melody,Music,60,16:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/13/2019,Conan Gray,Music,55,19:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/13/2019,Davido,Music,20,19:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/13/2019,Drax Project,Music,50,19:00,Voltage Lounge,421 North 7th Street,
Philadelphia,3/13/2019,Dwele,Music,60,18:30,City Winery,990 Filbert Street,
Philadelphia,3/13/2019,Hozier,Music,45,18:00,The Met Philadelphia,858 North Broad Street,
Philadelphia,3/13/2019,Icon For Hire,Music,40,16:00,Voltage Lounge,421 North 7th Street,
Philadelphia,3/13/2019,Babymetal,,60,19:00,The Fillmore Philadelphia,29 East Allen Street,
San Francisco,3/6/2019,Above Ground,Theater,35,17:00,Mojo Theatre,2940 16th Street #217,
San Francisco,3/2/2019,Above Ground Festival,Theater,55,16:00,Mojo Theatre,2940 16th Street #217,
San Francisco,3/4/2019,As You Like It,Theater,25,17:00,Main Post Lawn,Montgomery Street,
San Francisco,3/14/2019,Bakersfield Mist,Theater,55,16:00,Phoenix Theatre,414 Mason Street,
San Francisco,3/14/2019,Bats Improv Comedy,Theater,30,16:30,BATS Improv Theatre,Landmark Building B,
San Francisco,3/13/2019,Caveman Play,Theater,30,19:30,Z Below,470 Florida Street,
San Francisco,3/5/2019,Creative Drama Summer Camp,Theater,20,16:30,Young Performers Theatre,"Landmark Building C, 2 Marina Boulevard",
San Francisco,3/14/2019,Heathers The Musical,Theater,20,19:00,Cowell Theater,2 Marina Boulevard,
San Francisco,3/9/2019,Into The Woods,Theater,20,19:00,The Strand Theater,1127 Market Street,
San Francisco,3/11/2019,Other,Theater,45,19:30,The Chapel,777 Valencia Street,
San Francisco,3/6/2019,Above Ground,,35,17:00,Mojo Theatre,2940 16th Street #217,
Chicago,3/13/2019,All That He Was,Theater,25,17:00,"The Buena, Pride Arts Center",4147 North Broadway,
Chicago,3/13/2019,Casa Valentina,Theater,50,17:30,PRIDE ARTS CENTER,4139 North Broadway,
Chicago,3/13/2019,Comedysportz,Theater,50,18:00,CSz Theater Chicago,929 West Belmont Avenue,
Chicago,3/13/2019,Create Your Solo Performance,Theater,35,16:00,Green Shirt Studio,4001 North Ravenswood Avenue Unit 303-B,
Chicago,3/13/2019,Dinner Detective,Theater,60,19:30,Chicago Marriott Downtown Magnificent Mile,540 North Michigan Avenue,
Chicago,3/13/2019,Drunk Shakespeare,Theater,30,16:00,The Lion Theatre,182 North Wabash Avenue,
Chicago,3/13/2019,Every Brilliant Thing,Theater,45,16:30,Windy City Playhouse South,2229 South Michigan Avenue,
