departure_date,departure_time,destination,destination_station_name,fare_type,group_size,origin,origin_station_name,price
3/6/2019,12:30,Las Vegas,Union Plaza,Economy extra,,Anaheim,Anaheim Intermodal Center,47
3/6/2019,14:50,Las Vegas,Union Plaza,Economy extra,,Anaheim,Anaheim Intermodal Center,46
3/6/2019,16:20,Las Vegas,Union Plaza,Economy extra,,Anaheim,Anaheim Intermodal Center,44
3/6/2019,17:20,Las Vegas,Union Plaza,Economy extra,,Anaheim,Anaheim Intermodal Center,49
3/10/2019,6:20,San Francisco,Salesforce Transit Center,Economy,,Los Angeles,Union Station,49
3/10/2019,8:20,San Francisco,Salesforce Transit Center,Economy,,Los Angeles,Union Station,52
3/10/2019,8:30,San Francisco,Salesforce Transit Center,Economy,,Los Angeles,Union Station,48
3/10/2019,9:50,San Francisco,Salesforce Transit Center,Economy,,Los Angeles,Union Station,49
3/10/2019,13:30,San Francisco,Salesforce Transit Center,Economy,,Los Angeles,Union Station,50
3/10/2019,14:20,San Francisco,Salesforce Transit Center,Economy,,Los Angeles,Union Station,45
3/10/2019,14:40,San Francisco,Salesforce Transit Center,Economy,,Los Angeles,Union Station,45
3/10/2019,16:10,San Francisco,Salesforce Transit Center,Economy,,Los Angeles,Union Station,44
3/10/2019,19:00,San Francisco,Salesforce Transit Center,Economy,,Los Angeles,Union Station,42
3/10/2019,19:40,San Francisco,Salesforce Transit Center,Economy,,Los Angeles,Union Station,50
3/5/2019,7:30,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,73
3/5/2019,10:20,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,82
3/5/2019,10:40,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,76
3/5/2019,10:50,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,86
3/5/2019,11:00,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,72
3/5/2019,12:50,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,80
3/5/2019,13:00,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,85
3/5/2019,13:20,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,85
3/5/2019,13:30,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,79
3/5/2019,19:40,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,78
3/14/2019,7:30,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,77
3/14/2019,10:20,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,79
3/14/2019,10:40,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,81
3/14/2019,10:50,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,78
3/14/2019,11:00,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,78
3/14/2019,12:50,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,72
3/14/2019,13:00,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,85
3/14/2019,13:20,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,83
3/14/2019,13:30,Las Vegas,Union Plaza,Economy extra,,Sacramento,Sacramento Valley Station,79
3/11/2019,7:10,Fresno,Fresno Station,Flexible,,Las Vegas,Union Plaza,65
3/11/2019,7:50,Fresno,Fresno Station,Flexible,,Las Vegas,Union Plaza,61
3/11/2019,11:20,Fresno,Fresno Station,Flexible,,Las Vegas,Union Plaza,63
3/11/2019,12:20,Fresno,Fresno Station,Flexible,,Las Vegas,Union Plaza,66
3/11/2019,14:00,Fresno,Fresno Station,Flexible,,Las Vegas,Union Plaza,66
3/11/2019,14:10,Fresno,Fresno Station,Flexible,,Las Vegas,Union Plaza,61
3/11/2019,14:50,Fresno,Fresno Station,Flexible,,Las Vegas,Union Plaza,60
3/11/2019,15:40,Fresno,Fresno Station,Flexible,,Las Vegas,Union Plaza,57
3/11/2019,16:00,Fresno,Fresno Station,Flexible,,Las Vegas,Union Plaza,58
3/11/2019,16:20,Fresno,Fresno Station,Flexible,,Las Vegas,Union Plaza,60
3/13/2019,6:40,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,75
3/13/2019,8:00,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,79
3/13/2019,8:40,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,69
3/13/2019,10:10,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,84
3/13/2019,11:40,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,81
3/13/2019,11:50,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,71
3/13/2019,12:10,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,64
3/13/2019,13:30,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,67
3/13/2019,13:50,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,66
3/13/2019,14:00,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,85
3/4/2019,12:30,Las Vegas,Union Plaza,Economy,,Anaheim,Anaheim Intermodal Center,35
3/4/2019,14:50,Las Vegas,Union Plaza,Economy,,Anaheim,Anaheim Intermodal Center,34
3/4/2019,16:20,Las Vegas,Union Plaza,Economy,,Anaheim,Anaheim Intermodal Center,42
3/4/2019,17:20,Las Vegas,Union Plaza,Economy,,Anaheim,Anaheim Intermodal Center,38
3/4/2019,12:30,Las Vegas,Union Plaza,Economy extra,,Anaheim,Anaheim Intermodal Center,45
3/4/2019,14:50,Las Vegas,Union Plaza,Economy extra,,Anaheim,Anaheim Intermodal Center,44
3/4/2019,16:20,Las Vegas,Union Plaza,Economy extra,,Anaheim,Anaheim Intermodal Center,52
3/4/2019,17:20,Las Vegas,Union Plaza,Economy extra,,Anaheim,Anaheim Intermodal Center,48
3/1/2019,6:50,Sacramento,Sacramento Valley Station,Economy extra,,Long Beach,Downtown Station,76
3/1/2019,7:00,Sacramento,Sacramento Valley Station,Economy extra,,Long Beach,Downtown Station,72
3/1/2019,8:30,Sacramento,Sacramento Valley Station,Economy extra,,Long Beach,Downtown Station,79
3/1/2019,10:20,Sacramento,Sacramento Valley Station,Economy extra,,Long Beach,Downtown Station,75
3/1/2019,10:30,Sacramento,Sacramento Valley Station,Economy extra,,Long Beach,Downtown Station,73
3/1/2019,10:40,Sacramento,Sacramento Valley Station,Economy extra,,Long Beach,Downtown Station,70
3/1/2019,13:40,Sacramento,Sacramento Valley Station,Economy extra,,Long Beach,Downtown Station,59
3/1/2019,13:50,Sacramento,Sacramento Valley Station,Economy extra,,Long Beach,Downtown Station,59
3/1/2019,15:20,Sacramento,Sacramento Valley Station,Economy extra,,Long Beach,Downtown Station,60
3/10/2019,6:50,Sacramento,Sacramento Valley Station,Economy,,Long Beach,Downtown Station,67
3/10/2019,7:00,Sacramento,Sacramento Valley Station,Economy,,Long Beach,Downtown Station,71
3/10/2019,8:30,Sacramento,Sacramento Valley Station,Economy,,Long Beach,Downtown Station,62
3/10/2019,10:20,Sacramento,Sacramento Valley Station,Economy,,Long Beach,Downtown Station,70
3/10/2019,10:30,Sacramento,Sacramento Valley Station,Economy,,Long Beach,Downtown Station,70
3/10/2019,10:40,Sacramento,Sacramento Valley Station,Economy,,Long Beach,Downtown Station,62
3/10/2019,13:40,Sacramento,Sacramento Valley Station,Economy,,Long Beach,Downtown Station,59
3/10/2019,13:50,Sacramento,Sacramento Valley Station,Economy,,Long Beach,Downtown Station,59
3/13/2019,7:30,Washington,Union Station,Economy,,Philadelphia,Intercity Terminal,27
3/13/2019,7:50,Washington,Union Station,Economy,,Philadelphia,Intercity Terminal,28
3/13/2019,8:20,Washington,Union Station,Economy,,Philadelphia,Intercity Terminal,26
3/13/2019,10:00,Washington,Union Station,Economy,,Philadelphia,Intercity Terminal,30
3/13/2019,10:50,Washington,Union Station,Economy,,Philadelphia,Intercity Terminal,29
3/13/2019,15:20,Washington,Union Station,Economy,,Philadelphia,Intercity Terminal,23
3/13/2019,16:50,Washington,Union Station,Economy,,Philadelphia,Intercity Terminal,26
3/13/2019,19:10,Washington,Union Station,Economy,,Philadelphia,Intercity Terminal,26
3/14/2019,6:40,Vancouver,Pacific Central Station,Economy,,Seattle,King Street Station,28
3/14/2019,7:40,Vancouver,Pacific Central Station,Economy,,Seattle,King Street Station,27
3/14/2019,8:40,Vancouver,Pacific Central Station,Economy,,Seattle,King Street Station,22
3/14/2019,8:50,Vancouver,Pacific Central Station,Economy,,Seattle,King Street Station,27
3/14/2019,10:10,Vancouver,Pacific Central Station,Economy,,Seattle,King Street Station,29
3/14/2019,12:30,Vancouver,Pacific Central Station,Economy,,Seattle,King Street Station,27
3/14/2019,14:00,Vancouver,Pacific Central Station,Economy,,Seattle,King Street Station,29
3/14/2019,16:20,Vancouver,Pacific Central Station,Economy,,Seattle,King Street Station,29
3/14/2019,19:10,Vancouver,Pacific Central Station,Economy,,Seattle,King Street Station,30
3/12/2019,6:00,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,23
3/12/2019,7:30,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,25
3/12/2019,9:20,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,25
3/12/2019,9:40,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,24
3/12/2019,14:20,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,24
3/12/2019,14:50,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,23
3/12/2019,17:50,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,22
3/12/2019,19:10,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,25
3/12/2019,19:40,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,24
3/5/2019,6:30,Long Beach,Downtown Station,Economy extra,,Los Angeles,Union Station,21
3/5/2019,6:40,Long Beach,Downtown Station,Economy extra,,Los Angeles,Union Station,22
3/5/2019,7:00,Long Beach,Downtown Station,Economy extra,,Los Angeles,Union Station,20
3/5/2019,7:40,Long Beach,Downtown Station,Economy extra,,Los Angeles,Union Station,22
3/5/2019,9:00,Long Beach,Downtown Station,Economy extra,,Los Angeles,Union Station,19
3/5/2019,10:40,Long Beach,Downtown Station,Economy extra,,Los Angeles,Union Station,22
3/5/2019,10:50,Long Beach,Downtown Station,Economy extra,,Los Angeles,Union Station,20
3/5/2019,11:00,Long Beach,Downtown Station,Economy extra,,Los Angeles,Union Station,22
3/5/2019,11:50,Long Beach,Downtown Station,Economy extra,,Los Angeles,Union Station,20
3/5/2019,12:50,Long Beach,Downtown Station,Economy extra,,Los Angeles,Union Station,21
3/4/2019,6:10,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,28
3/4/2019,6:30,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,30
3/4/2019,8:30,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,26
3/4/2019,9:10,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,32
3/4/2019,9:20,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,25
3/4/2019,9:50,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,33
3/4/2019,13:10,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,25
3/4/2019,16:10,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,33
3/4/2019,19:20,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,29
3/4/2019,19:30,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,31
3/12/2019,6:10,Los Angeles,Union Station,Economy,,Anaheim,Anaheim Intermodal Center,13
3/12/2019,8:40,Los Angeles,Union Station,Economy,,Anaheim,Anaheim Intermodal Center,12
3/12/2019,9:10,Los Angeles,Union Station,Economy,,Anaheim,Anaheim Intermodal Center,12
3/12/2019,11:20,Los Angeles,Union Station,Economy,,Anaheim,Anaheim Intermodal Center,12
3/12/2019,12:10,Los Angeles,Union Station,Economy,,Anaheim,Anaheim Intermodal Center,12
3/12/2019,13:30,Los Angeles,Union Station,Economy,,Anaheim,Anaheim Intermodal Center,12
3/12/2019,13:50,Los Angeles,Union Station,Economy,,Anaheim,Anaheim Intermodal Center,14
3/12/2019,16:10,Los Angeles,Union Station,Economy,,Anaheim,Anaheim Intermodal Center,13
3/12/2019,17:00,Los Angeles,Union Station,Economy,,Anaheim,Anaheim Intermodal Center,13
3/12/2019,17:20,Los Angeles,Union Station,Economy,,Anaheim,Anaheim Intermodal Center,14
3/11/2019,7:40,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,83
3/11/2019,8:30,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,79
3/11/2019,11:00,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,84
3/11/2019,13:00,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,79
3/11/2019,13:20,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,82
3/11/2019,13:30,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,79
3/11/2019,19:50,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,74
3/8/2019,11:00,San Diego,Santa Fe Depot,Economy,,San Francisco,Salesforce Transit Center,51
3/8/2019,13:40,San Diego,Santa Fe Depot,Economy,,San Francisco,Salesforce Transit Center,49
3/8/2019,13:50,San Diego,Santa Fe Depot,Economy,,San Francisco,Salesforce Transit Center,59
3/8/2019,15:00,San Diego,Santa Fe Depot,Economy,,San Francisco,Salesforce Transit Center,58
3/8/2019,15:20,San Diego,Santa Fe Depot,Economy,,San Francisco,Salesforce Transit Center,50
3/8/2019,18:30,San Diego,Santa Fe Depot,Economy,,San Francisco,Salesforce Transit Center,52
3/10/2019,7:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,39
3/10/2019,10:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,36
3/10/2019,12:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,36
3/10/2019,13:10,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,43
3/10/2019,15:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,34
3/10/2019,17:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,36
3/10/2019,17:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,30
3/10/2019,18:10,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,41
3/10/2019,19:20,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,39
3/6/2019,7:20,Las Vegas,Union Plaza,Economy,,San Francisco,Salesforce Transit Center,50
3/6/2019,7:50,Las Vegas,Union Plaza,Economy,,San Francisco,Salesforce Transit Center,48
3/6/2019,8:00,Las Vegas,Union Plaza,Economy,,San Francisco,Salesforce Transit Center,53
3/6/2019,12:20,Las Vegas,Union Plaza,Economy,,San Francisco,Salesforce Transit Center,42
3/6/2019,14:20,Las Vegas,Union Plaza,Economy,,San Francisco,Salesforce Transit Center,57
3/6/2019,16:30,Las Vegas,Union Plaza,Economy,,San Francisco,Salesforce Transit Center,52
3/6/2019,19:10,Las Vegas,Union Plaza,Economy,,San Francisco,Salesforce Transit Center,50
3/6/2019,7:00,Los Angeles,Union Station,Economy extra,,San Francisco,Salesforce Transit Center,56
3/6/2019,7:40,Los Angeles,Union Station,Economy extra,,San Francisco,Salesforce Transit Center,62
3/6/2019,8:40,Los Angeles,Union Station,Economy extra,,San Francisco,Salesforce Transit Center,51
3/6/2019,8:50,Los Angeles,Union Station,Economy extra,,San Francisco,Salesforce Transit Center,52
3/6/2019,10:40,Los Angeles,Union Station,Economy extra,,San Francisco,Salesforce Transit Center,64
3/6/2019,11:10,Los Angeles,Union Station,Economy extra,,San Francisco,Salesforce Transit Center,57
3/6/2019,13:10,Los Angeles,Union Station,Economy extra,,San Francisco,Salesforce Transit Center,59
3/6/2019,14:10,Los Angeles,Union Station,Economy extra,,San Francisco,Salesforce Transit Center,54
3/6/2019,16:20,Los Angeles,Union Station,Economy extra,,San Francisco,Salesforce Transit Center,54
3/6/2019,17:50,Los Angeles,Union Station,Economy extra,,San Francisco,Salesforce Transit Center,50
3/7/2019,7:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,31
3/7/2019,10:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,41
3/7/2019,12:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,37
3/7/2019,13:10,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,37
3/7/2019,15:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,35
3/7/2019,17:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,32
3/7/2019,17:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,39
3/7/2019,18:10,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,38
3/7/2019,19:20,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,36
3/10/2019,7:00,San Diego,Santa Fe Depot,Flexible,,Long Beach,Downtown Station,45
3/10/2019,8:40,San Diego,Santa Fe Depot,Flexible,,Long Beach,Downtown Station,45
3/10/2019,10:30,San Diego,Santa Fe Depot,Flexible,,Long Beach,Downtown Station,44
3/10/2019,11:30,San Diego,Santa Fe Depot,Flexible,,Long Beach,Downtown Station,45
3/10/2019,11:40,San Diego,Santa Fe Depot,Flexible,,Long Beach,Downtown Station,47
3/10/2019,11:50,San Diego,Santa Fe Depot,Flexible,,Long Beach,Downtown Station,50
3/10/2019,13:00,San Diego,Santa Fe Depot,Flexible,,Long Beach,Downtown Station,42
3/10/2019,15:40,San Diego,Santa Fe Depot,Flexible,,Long Beach,Downtown Station,40
3/10/2019,15:50,San Diego,Santa Fe Depot,Flexible,,Long Beach,Downtown Station,46
3/10/2019,19:40,San Diego,Santa Fe Depot,Flexible,,Long Beach,Downtown Station,45
3/10/2019,7:00,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,25
3/10/2019,8:40,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,25
3/10/2019,10:30,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,24
3/10/2019,11:30,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,25
3/10/2019,11:40,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,27
3/10/2019,11:50,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,30
3/10/2019,13:00,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,22
3/10/2019,15:40,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,20
3/10/2019,15:50,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,26
3/6/2019,6:40,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,76
3/6/2019,8:00,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,82
3/6/2019,8:40,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,62
3/6/2019,10:10,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,74
3/6/2019,11:40,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,81
3/6/2019,11:50,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,76
3/6/2019,12:10,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,68
3/6/2019,13:30,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,69
3/6/2019,13:50,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,66
3/6/2019,14:00,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,75
3/3/2019,6:40,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,69
3/3/2019,8:00,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,77
3/3/2019,8:40,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,69
3/3/2019,10:10,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,77
3/3/2019,11:40,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,74
3/3/2019,11:50,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,85
3/3/2019,12:10,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,63
3/3/2019,13:30,Sacramento,Sacramento Valley Station,Economy extra,,Anaheim,Anaheim Intermodal Center,67
3/1/2019,14:10,Anaheim,Anaheim Intermodal Center,Flexible,,Las Vegas,Union Plaza,58
3/1/2019,14:20,Anaheim,Anaheim Intermodal Center,Flexible,,Las Vegas,Union Plaza,62
3/1/2019,14:40,Anaheim,Anaheim Intermodal Center,Flexible,,Las Vegas,Union Plaza,55
3/1/2019,17:50,Anaheim,Anaheim Intermodal Center,Flexible,,Las Vegas,Union Plaza,57
3/2/2019,14:10,Anaheim,Anaheim Intermodal Center,Flexible,,Las Vegas,Union Plaza,53
3/2/2019,14:20,Anaheim,Anaheim Intermodal Center,Flexible,,Las Vegas,Union Plaza,55
3/2/2019,14:40,Anaheim,Anaheim Intermodal Center,Flexible,,Las Vegas,Union Plaza,60
3/3/2019,9:00,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,33
3/3/2019,9:50,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,45
3/3/2019,13:00,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,39
3/3/2019,13:10,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,37
3/3/2019,13:30,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,39
3/3/2019,14:00,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,36
3/3/2019,15:40,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,33
3/3/2019,16:00,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,38
3/3/2019,19:20,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,37
3/14/2019,7:20,Sacramento,Sacramento Valley Station,Economy,,Las Vegas,Union Plaza,83
3/14/2019,7:50,Sacramento,Sacramento Valley Station,Economy,,Las Vegas,Union Plaza,66
3/14/2019,10:50,Sacramento,Sacramento Valley Station,Economy,,Las Vegas,Union Plaza,70
3/14/2019,12:50,Sacramento,Sacramento Valley Station,Economy,,Las Vegas,Union Plaza,76
3/12/2019,7:40,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,21
3/12/2019,8:30,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,21
3/12/2019,10:20,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,21
3/12/2019,10:50,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,25
3/12/2019,11:00,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,22
3/12/2019,12:50,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,22
3/12/2019,13:00,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,22
3/12/2019,13:20,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,22
3/12/2019,17:50,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,24
3/12/2019,18:00,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,20
3/3/2019,10:10,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,43
3/3/2019,10:40,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,42
3/3/2019,13:20,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,48
3/3/2019,14:00,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,43
3/3/2019,14:10,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,46
3/3/2019,16:50,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,44
3/3/2019,18:00,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,43
3/3/2019,18:10,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,43
3/3/2019,18:40,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,42
3/10/2019,10:10,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,41
3/10/2019,10:40,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,42
3/10/2019,13:20,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,43
3/10/2019,14:00,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,44
3/10/2019,14:10,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,45
3/10/2019,16:50,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,45
3/10/2019,18:00,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,47
3/10/2019,18:10,Anaheim,Anaheim Intermodal Center,Flexible,,San Diego,Santa Fe Depot,43
3/10/2019,7:40,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,88
3/10/2019,8:30,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,95
3/10/2019,9:50,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,87
3/10/2019,10:00,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,99
3/10/2019,11:40,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,88
3/10/2019,14:00,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,101
3/14/2019,7:40,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,23
3/14/2019,8:30,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,22
3/14/2019,10:20,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,23
3/14/2019,10:50,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,22
3/14/2019,11:00,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,26
3/14/2019,12:50,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,20
3/14/2019,13:00,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,23
3/14/2019,13:20,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,21
3/14/2019,17:50,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,19
3/14/2019,18:00,San Francisco,Salesforce Transit Center,Economy,,Sacramento,Sacramento Valley Station,22
3/9/2019,9:20,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,40
3/9/2019,9:30,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,37
3/9/2019,15:10,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,47
